,Question,Mark Scheme
558,"The formula of a solid magnesium compound is Mg(NO3)2.6H2O. When the solid compound is heated in a hard-glass test-tube, one or more changes are observed. Which statements are correct? 

Strong heating produces a basic residue. 
Strong heating produces a brown gas. 
Gentle heating produces colourless droplets of liquid on the upper parts of the test-tube. 


1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",A
559,"A student carried out two experiments using MnO2 as a catalyst to decompose hydrogen peroxide. The equation for this reaction is shown. 
2H2O2(aq)  →  2H2O(l) + O2(g)
The student's results are recorded in the table. 



 
mass MnO2
conditions
vol H2O2 
final vol O2 
time taken 


experiment 1
0.25 g
room conditions 
10.0 cm3
480 cm3 
200 s


experiment 2
0.25 g
room conditions 
10.0 cm3
480 cm3 
500 s



Which statements are correct?

The activation energy was the same for both experiments.
The concentration of the hydrogen peroxide solution used was 4.0 mol dm–3.
The MnO2 used in experiment 1 was in larger pieces than the MnO2 used in experiment 2. 


1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",B
560,"Ethylene glycol, HOCH2CH2OH, is used as a de-icer. It allows ice to melt at temperatures below 0 °C. 
Which statements are correct?

Ethylene glycol changes the extensive network of hydrogen bonds in ice. 
Ethylene glycol molecules form hydrogen bonds with other ethylene glycol molecules. 
Ethylene glycol molecules will dissolve in the water formed from the ice. 


1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",A
561,"Which compounds contain covalent bonds?

aluminium chloride
ammonia
calcium fluoride 


1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",B
562,"Which statements about the atoms 23Na and 24Mg are correct?

They have the same number of filled electron orbitals. 
They have the same number of neutrons. 
They are both reducing agents. 


1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",C
563,"How many esters with the molecular formula C5H10O2 can be made by reacting a primary alcohol with a carboxylic acid?

4
5
6 
8",C
564,"Butanoic acid can be produced from 1-bromopropane using reagents X and Y as shown.

What could be reagents X and Y? 



 
X
Y


A
KCN in ethanol
HCl (aq) 


B
KCN in ethanol
NaOH(aq) 


C
NH3 in ethanol 
HCl (aq) 


D
NaOH(aq) 
H+ / Cr2O72–(aq)",A
565,"Chlorogenic acid is found in green coffee beans and is used in treatments for weight loss. 
R = C6H5O2 and takes no part in the reaction with sodium carbonate.
What is produced in good yield when chlorogenic acid is treated with an excess of sodium carbonate solution at room temperature?",A
566,"Which compound will react with acidified potassium dichromate(VI) and with alkaline aqueous iodine?

CH3COCH2CH3 
CH3CH(OH)CH2CH3 
CH3CH2CH2CH2OH
CH3CH2CH2CH2OH",B
567,"Which statement about butan-1-ol, butan-2-ol, and 2-methylbutan-2-ol is not correct?

They all react with methanoic acid to form an ester.
They all react with sodium.
They can all be dehydrated to form an alkene.
They can all be oxidised to a carbonyl compound.",D
568,"Bromine reacts with ethene in the dark. 
Which description of the organic intermediate in this reaction is correct?

 It has a negative charge.
It is a free radical.
It is a nucleophile.
It is an electrophile.",D
569,"The diagram represents the structure of a polymer. 

By which method might this polymer be made?

polymerise ethene followed by hydration 
polymerise ethene followed by oxidation with cold, acidified KMnO4 
polymerise 1,2-dichloroethene followed by hydrolysis
polymerise 1,2-dichloroethene followed by oxidation with cold, acidified KMnO4",C
570,"Carboxylic acids may be prepared by several different methods. 
In which reaction would propanoic acid be formed?

adding ammonium propanoate to dilute sulfuric acid
heating ethyl propanoate with aqueous sodium hydroxide 
heating propan-2-ol with acidified potassium manganate(VII) under reflux
heating propyl ethanoate with dilute sulfuric acid",A
571,"The formulae of three compounds are shown. 
C3H7CHO      C2H5COCH3     CH2CHCH2CH2OH 
Only one of these compounds will decolourise bromine water. Only one of these compounds will produce a silver mirror with Tollens' reagent.
Which row shows the correct results? 



 
decolourises bromine water 
forms a silver mirror with Tollens' reagent 


A
C3H7CHO     
C2H5COCH3     


B
C2H5COCH3     
C3H7CHO  


C
CH2CHCH2CH2OH 
C2H5COCH3


D
CH2CHCH2CH2OH 
C3H7CHO",D
572,"Structural isomerism and stereoisomerism should be considered when answering this question.
If a molecule contains two non-identical chiral carbon atoms, four optical isomers exist.
How many isomers are there with 
●  molecular formula C7H14O and ●  a five-membered ring and ●  a tertiary alcohol group? 

4
5
9
13",C
573,"Structural isomerism and stereoisomerism should be considered when answering this question.
Which formula identifies a single substance? 

CH3CHCl CH2CHO
CH3CHCHCH3 
CH2Cl CH2CHCl2 
C4H10",C
574,"What would be produced when 60 g of nitrogen monoxide react with an excess of carbon monoxide in a catalytic converter?

12 g of carbon and 92 g of nitrogen dioxide
24 g of carbon and 92 g of nitrogen dioxide
88 g of carbon dioxide and 28 g of nitrogen
88 g of carbon dioxide and 56 g of nitrogen",C
575,"Ammonia exists as simple covalent molecules, NH3. Ammonia can react with suitable reagents to form products containing ammonium ions, NH4+. Ammonia can also react with suitable reagents to form products containing amide ions, NH2–. 
Which of these nitrogen-containing species are present in an aqueous solution of ammonia?

ammonia molecules and amide ions only
ammonia molecules and ammonium ions only
ammonia molecules only
ammonium ions only",B
576,"A test-tube of HBr(g) and a separate test-tube of HI(g) are heated to the same temperature. 
Which combination of observations is possible? 



 
test-tube of HBr(g) 
test-tube of HI(g)


A
a brown vapour appears 
no change 


B
a purple vapour appears
no change 


C
no change
a brown vapour appears 


D
no change
a purple vapour appears",D
577,"Chlorine gas is added to cold, aqueous sodium hydroxide. 
In a separate experiment, chlorine gas is added to hot, aqueous sodium hydroxide. 
Which oxidation states of chlorine are found in the reactants and products of the two reactions that take place? 

0, –1, +1 and +5
0, –1 and +1 only 
0, –1 and +5 only
0, +1 and +5 only",A
578,"Which row correctly describes the reactions of calcium and strontium with water? 



 
substance reduced
substance oxidised
more vigorous reaction 


A
calcium or strontium 
water
calcium + water 


B
calcium or strontium 
water
strontium + water 


C
water
calcium or strontium 
calcium + water 


D
water
calcium or strontium 
strontium + water",D
579,"The table gives information about calcium carbonate and calcium hydroxide. 
Which row is correct? 



 
calcium carbonate is more soluble than calcium hydroxide 
calcium hydroxide can be manufactured using calcium carbonate as a starting material


A
no
no


B
no
yes


C
yes
no


D
yes
yes",B
580,"Which graph correctly shows the relative melting points of the elements Mg, Al, Si and P plotted against their relative first ionisation energies?",C
581,"Magnesium chloride, MgCl2, and silicon tetrachloride, SiCl4, are separately added to water. 
What are the approximate pH values of the solutions formed? 



 
MgCl2 
SiCl4 


A
0-3
0-3


B
0-3
6-7


C
6-7
0-3


D
6-7
6-7",C
582,"The diagram shows the Boltzmann distribution of the energy of gaseous molecules at a particular temperature. 

Which statement is correct?

If the temperature of the gas is raised, the height of the maximum of the curve increases. 
If the temperature of the gas is raised, the maximum of the curve moves to the right.
The length of the line labelled X shows the activation energy for the reaction.
The length of the line labelled Y shows the enthalpy change of the reaction.",B
583,"For the reaction shown, an equilibrium is established at a temperature of 700 K.
The equilibrium constant, Kp, for the reaction is 9.80 kPa. The partial pressure of N2O4 at equilibrium is 80.0 kPa. 
N2O4(g)  ⇌  2NO2(g) 
What is the partial pressure of NO2 at equilibrium? 

8.16 kPa
28.0 kPa
66.6 kPa
784 kPa",B
584,"Ammonia is produced by the Haber process. 
N2  +  3H2  ⇌ 2NH3    ∆Hθ  = –92 kJ mol–1 
A fault in the temperature control during the process resulted in the temperature changing to 600 °C for two hours. 
What effect did this have on the ammonia production during this time? 

Ammonia was formed faster. The equilibrium yield decreased. 
Ammonia was formed faster. The equilibrium yield increased.
Ammonia was formed slower. The equilibrium yield decreased. 
Ammonia was formed slower. The equilibrium yield increased.",A
585,"Na2S2O3 reacts with HCl as shown. 
Na2S2O3(aq) + 2HCl (aq)  →  2NaCl (aq) + H2O(l) + SO2(g) + S(s) 
When calculating the oxidation number of sulfur in Na2S2O3, the average oxidation number of the two sulfur atoms should be found. 
What is the oxidation number of sulfur in each of Na2S2O3, SO2, and S? 



 
Na2S2O3
SO2
S


A
+2
+2
+1


B
+2
+4
+0


C
+4
+4
+0


D
+5
+4
+0",B
586,"Vanadium reacts with dilute sulfuric acid to form V2(SO4)3 and hydrogen gas. 
What happens to vanadium atoms in this reaction?

They lose three electrons and are oxidised.
They lose three electrons and are reduced. 
They lose two electrons and are oxidised.
They lose two electrons and are reduced.",A
587,"The following data are needed for this question. 
ΔHof (CO(g)) = –111 kJ mol–1ΔHof (CO2(g)) = –394 kJmol–1ΔHof (Fe2O3(s)) = –822 kJ mol–1
Carbon monoxide reacts with iron(III) oxide. 
3CO(g)  +  Fe2O3(s)  →  3CO2(g)  +  2Fe(s) 
What is the enthalpy change when 55.8 g of iron are produced by this reaction?

–27.0 kJ
–13.5 kJ
+13.5 kJ
+27.0 kJ",B
588,"All gases listed are at the same pressure. 
Which gas will most closely approach ideal behaviour?

ammonia at 100 K
ammonia at 500 K
neon at 100 K
neon at 500 K",D
589,"Two conversions are shown. 
NH4+ → NH3 C2H4 → C2H6 
Which similar feature do these two conversions have?

change in oxidation state of an element
decrease in bond angle
formation of a lone pair of electrons
loss of a π bond",B
590,"Which equation correctly describes the complete combustion of an alkene, CnH2n?

CnH2n + nO2  →  nCO2 + 2nH2O
CnH2n + nO2  →  nCO2 + nH2O
CnH2n + 2nO2  →  nCO2 + nH2O
CnH2n + 2nO2  →  nCO2 + 2nH2O",B
591,"A 0.216 g sample of an aluminium compound X reacts with an excess of water to produce a single hydrocarbon gas. This gas burns completely in O2 to form H2O and CO2 only. The volume of CO2 at room temperature and pressure is 108 cm3. 
What is the formula of X?

Al2C3
Al3C2 
Al3C4
Al4C3",D
592,"The ion Y3– contains 18 electrons and has a mass number of 31. 
How many protons and neutrons does Y3– contain? 



 
protons
neutrons


A
15
16


B
15
18


C
18
13


D
21
10",A
593,"Which statements comparing ethene and ethane are correct?

The bond angles in ethene are larger than the bond angles in ethane.
Ethene reacts much more quickly with bromine in the dark than ethane does.
Complete combustion of 0.01 mol of ethene or ethane produces the same volume of gas measured at room temperature and pressure.



1, 2 and 3 are correct


1 and 2 only are correct


2 and 3 only are correct


1 only is correct",A
594,"Which statements apply to tetrafluoromethane?

It is rapidly decomposed by ultraviolet radiation.
It is less harmful to the ozone layer than dichlorodifluoromethane.
It is a non-polar molecule.



1, 2 and 3 are correct


1 and 2 only are correct


2 and 3 only are correct


1 only is correct",C
595,"Which compounds will produce a yellow precipitate with alkaline aqueous iodine?



1, 2 and 3 are correct


1 and 2 only are correct


2 and 3 only are correct


1 only is correct",C
596,"Ethanal and hydrogen cyanide react together. The reaction mechanism involves cyanide ions. 

Which statements about this mechanism are correct?

CN–acts as a catalyst.
CN–is a nucleophile.
It is an addition reaction. 



1, 2 and 3 are correct


1 and 2 only are correct


2 and 3 only are correct


1 only is correct",A
597,"Which statements are correct?

Aluminium chloride dissolves in water to give an acidic solution.
Magnesium chloride dissolves in water to give a solution of pH close to 7.
Sodium chloride dissolves in water to give an alkaline solution. 



1, 2 and 3 are correct


1 and 2 only are correct


2 and 3 only are correct


1 only is correct",B
598,"The element astatine, At, is below iodine in Group 17 of the Periodic Table.Which statements concerning At are likely to be correct?

It is a dark-coloured solid at room temperature.
It is a more powerful oxidising agent than iodine.
Its hydride is more thermally stable than HBr. 



1, 2 and 3 are correct


1 and 2 only are correct


2 and 3 only are correct


1 only is correct",D
599,"Hydrochloric acid reacts with zinc.
2HCl(aq) + Zn(s) → ZnCl2(aq) + H2(g)
What will increase the rate of this reaction but will not change the Boltzmann distribution of molecular energies?

addition of a suitable catalyst
an increase in concentration of hydrochloric acid
an increase in temperature of hydrochloric acid 



1, 2 and 3 are correct


1 and 2 only are correct


2 and 3 only are correct


1 only is correct",B
600,"A reaction between carbon and oxygen is shown.
C(s) + ½O2 (g)  → CO(g)
How can the standard enthalpy change of this reaction be described correctly?

standard enthalpy change of formation
standard enthalpy change of combustion
standard enthalpy change of atomisation 



1, 2 and 3 are correct


1 and 2 only are correct


2 and 3 only are correct


1 only is correct",D
601,"The strong hydrogen bonding present in liquid water causes an increase in which properties?

viscosity
boiling point
surface tension 



1, 2 and 3 are correct


1 and 2 only are correct


2 and 3 only are correct


1 only is correct",A
602,"Carbon and nitrogen are adjacent in the Periodic Table.Which properties do they both have?

There is an empty 2p orbital in each atom of the element.
The principal quantum number of the highest occupied orbital is 2.
They can form compounds in which their atoms form four bonds. 



1, 2 and 3 are correct


1 and 2 only are correct


2 and 3 only are correct


1 only is correct",C
603,"The diagram shows the structure of compound Q. 

Two of the rings, X and Y, contain a C=C bond.
Which row is correct? 



 
number of ester groupsin one molecule of Q 
description ofrings X and Y


A
1
both are planar 


B
1
neither is planar 


C
2
both are planar 


D
2
neither is planar",D
604,"What is the skeletal formula of the compound formed when CH3CH=CHCH2OH is heated, under reflux, with K2Cr2O7 /H+?",B
605,"Compound X is treated with an excess of lithium aluminium hydride. The reaction is allowed to go to completion. 

What is the structure of the organic product?",D
606,"Which reaction would produce propanoic acid as one of its products?

heating (CH3)2C=CHCH2CH3 with concentrated, acidified KMnO4
heating CH3CH2CO2CH2CH2CH3 with NaOH(aq)
heating CH3CH2OH with acidified K2Cr2O7 under reflux
reacting CH3CHO with HCN then heating the organic product with H2SO4(aq)",A
607,"An excess of dry HBr is warmed with compound Y.  

What is the major product of the reaction?",C
608,"A section of a polymer chain is shown. 

What is the correct monomer?",A
609,"The infrared spectrum shown was obtained from a compound J. 

Which statement about J is correct?

Both C=O and C≡N are present.
Neither C=O nor C≡N are present.
C=O is present but not C≡N.
C≡N is present but not C=O.",C
610,"The diagram shows the structure of ethanedioic acid.

Ethanedioic acid reacts with ethanol in the presence of a few drops of concentrated sulfuric acid to form a diester. The molecular formula of the diester is C6H10O4.
What is the structural formula of the diester?

CH3CH2CO2CO2CH2CH3
CH3CH2OCOCO2CH2CH3
CH3CH2O2CO2CCH2CH3
CH3CO2CH2CH2OCOCH3",B
611,"Which row identifies a suitable starting material and reagent that can be used to produce butanenitrile? 



 
starting material 
reagent 


A
CH3CH2CH2Br
HCN


B
CH3CH2CH2Br
NaCN


C
CH3CH2CH2CH2Br
HCN


D
CH3CH2CH2CH2Br
NaCN",B
612,"Which pair of compounds are functional group isomers of each other?

butan-1-ol and butanal
ethylpropanoate and pentanoic acid
hex-1-ene and hex-2-ene
propylamine and propanenitrile",B
613,"Which statement about nitrogen or its compounds is correct?

In the Haber process the temperature is kept high to give a good equilibrium yield of ammonia.
Nitrogen gas is unreactive because of the strong nitrogen–nitrogen double bond.
Nitrogen monoxide will react with carbon monoxide under suitable conditions.
The formula of ammonium sulfate is NH4SO4.",C
614,"How does concentrated sulfuric acid behave when it reacts with sodium chloride?

as an acid only
as an acid and oxidising agent
as an oxidising agent only
as a reducing agent only",A
615,"A student investigates calcium nitrate crystals by heating them in the apparatus shown.
A colourless gas leaves the apparatus at Y. A flame is held to this gas. 

Which observations would the student make? 



 
litmus solution 
flame at Y 


A
changes to blue
flame burns more brightly


B
changes to blue
flame goes out


C
changes to red 
flame burns more brightly


D
changes to red 
flame goes out",C
616,"2,2,4-trimethylpentanal is used in the manufacture of adhesives. 
Which reagents would 2,2,4-trimethylpentanal react with?

2,4-dinitrophenylhydrazine reagent
Tollens' reagent
alkaline aqueous iodine 


1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",B
617,"An organic compound, X, has the following skeletal formula. 

Which statements about X are correct?

X is a primary alcohol.
X will dehydrate to give a single alkene.
X will undergo a substitution reaction with chloride ions. 


1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",A
618,"The diagram shows the monomer used to make polyvinyl chloride, PVC. 

Assuming that one particular molecule of the polymer forms from n molecules of the monomer (where n is many thousands), which statements are correct? 

The relative molecular mass of this polymer molecule is approximately 62.5n. 
There are n chiral carbon atoms in this polymer molecule. 
There are 5n σ bonds in one polymer molecule


1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",B
619,"Which compounds contain a chiral centre?

2-hydroxybutanoic acid
3-hydroxybutanoic acid
4-hydroxybutanoic acid 


1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",B
620,"Acid rain continues to be a problem. 
Which statements about acid rain are correct?

Acid rain is formed when oxides of nitrogen or oxides of sulfur react with water in the atmosphere. 
Acid rain causes an increase in the concentration of heavy metal ions in water courses. 
Nitrogen dioxide will catalyse the formation of SO3 from SO2 in the atmosphere. 


1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",A
621,"Which chlorides, when added to water, can produce a solution with a pH of less than 5?

SiCl4
AlCl3
MgCl2 


1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",B
622,"The rate of chemical reactions can be increased by the addition of a suitable catalyst. 
For which reactions can a heterogeneous catalyst be used?

N2 + 3H2    ⇌ 2NH3
2SO2 + O2  ⇌  2SO3 
2NO + 2CO   ⇌  N2 + 2CO2 


1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",A
623,"Which statements about endothermic reactions are correct?

On the reaction pathway diagram the products of the reaction are lower than the reactants.
There is a net transfer of heat energy from the surroundings to the reacting system.
the total bond energies of the reactants > the total bond energies of the products


1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",C
624,"Which allotropes of carbon have a giant molecular structure?

buckminsterfullerene
diamond
graphite


1, 2 and 3 are correct
1 and 2 only are correct
2 and 3 only are correct
1 only is correct",C
625,"An isolated gaseous atom of element X has paired electrons in at least one of its 3d orbitals and has a filled 4s subshell. 
What could be the identity of element X?

iron
gallium
copper 


1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",B
626,"Which compound, when hydrolysed, gives propanoic acid and propan-2-ol?

CH3CH2CO2CH2CH(CH3)CH3 
(CH3)2CHCO2CH2CH3 
CH3CH2CO2CH(CH3)CH3 
CH3CH2CH2CO2CH(CH3)CH3",C
627,Which compound is chiral and reacts with Na2CO3 to give CO2?,D
628,"A carboxylic acid, P, has no possible chain isomers. It reacts with an alcohol, Q, that has only one positional isomer. 
What could be the ester formed from a reaction between P and Q?

butyl propanoate
ethyl butanoate
pentyl ethanoate
propyl pentanoate",A
629,"H2NNHC6H3(NO2)2 is the structural formula of 2,4-DNPH.
Many, but not all, organic reactions need to be heated before reaction occurs.
Which reaction occurs at a good rate at room temperature (20 °C)?

C10H22 → C8H18 + C2H4
CH3CH2CH2Br + NH3 → CH3CH2CH2NH2 + HBr
CH3CH2OH + KBr → CH3CH2Br + KOH
(CH3)2CO + H2NNHC6H3(NO2)2 → (CH3)2C=NNHC6H3(NO2)2 + H2O",D
630,"2-bromo-2-methylpropane undergoes nucleophilic substitution when heated under reflux with an aqueous solution of sodium hydroxide.
Which row is correct? 



 
mechanism for this reaction 
reason 


A
SN1 
the hydroxide ion is helped in its approach to the central carbon atom by the methyl groups 


B
SN1 
the intermediate carbocation is stabilised by the inductive effect of the methyl groups


C
SN2 
the hydroxide ion is hindered in its approach to the central carbon atom by the methyl groups


D
SN2 
the intermediate carbocation is destabilised by the inductive effect of the methyl groups",B
631,"Compound X is a single, pure, optical isomer. X is heated with an excess of concentrated H2SO4. Only one organic product is formed. 
What could X be?",D
632,"A sample of 2.76 g of ethanol was mixed with an excess of aqueous acidified potassium dichromate(VI). The reaction mixture was then boiled under reflux for one hour. The required organic product was then collected by distillation. 
The yield of product was 75.0%.
Which mass of product was collected?

1.26 g
1.98 g 
2.07 g
2.70 g",D
633,"Aqueous sodium hydroxide reacts with 1-bromopropane to give propan-1-ol. 
What should be included in a diagram of the first step in the mechanism? 

a curly arrow from a lone pair on the OH– ion to the Cδ+ atom of 1-bromopropane
a curly arrow from the Cδ+ atom of 1-bromopropane to the OH– ion 
a curly arrow from the C–Br bond to the C atom
the homolytic fission of the C–Br bond",A
634,"Which equation represents the initiation step of the substitution reaction between methane and chlorine? 

CH4  →  CH3•  +  H•
CH4  →  CH3–  +  H+ 
Cl2  →  2Cl•
Cl2  →  Cl+  +  Cl–",C
635,"Geraniol and linalool are compounds found in some flower fragrances. 

Which statement is correct?

They are chain isomers of each other.
They are geometrical isomers of each other.
They are optical isomers of each other.
They are positional isomers of each other.",D
636,"A carbonyl compound X will react with HCN in the presence of NaCN to make a compound with Mr 85. Compound X does not react with Fehling's reagent.
What is X?

butanal 
butanone 
propanal
propanone",D
637,"A chemist took 2.00 dm3 of nitrogen gas, measured under room conditions, and reacted it with a large volume of hydrogen gas to produce ammonia. Only 15.0% of the nitrogen gas reacted to produce ammonia. 
Which mass of ammonia was formed?

0.213 g
0.425 g
1.42 g
2.83 g",B
638,"The ammonium ion is formed by the following reaction. 
NH3  +  H+  →  NH4+ 
Which statement about the species involved in this reaction is correct? 

The ammonia molecule contains a dative covalent bond.
The ammonium ion is a Brønsted-Lowry base as it has accepted a proton.
The H–N–H bond angle changes from 107° in ammonia to 90° in the ammonium ion.
The number of electrons surrounding each nitrogen atom does not change.",D
639,"A powder is known to be either a single sodium halide or a mixture of two sodium halides. A sample of the powder was dissolved in water. 
Aqueous silver nitrate was added, and a pale yellow precipitate was formed. When concentrated aqueous ammonia was then added, this precipitate partly dissolved leaving a darker yellow precipitate.  What might the powder be? 

sodium bromide only
sodium iodide only
a mixture of sodium chloride and sodium bromide
D a mixture of sodium chloride and sodium iodide",D
640,"2-bromo-2-methylpropane undergoes nucleophilic substitution when heated under reflux with an aqueous solution of sodium hydroxide.
Which row is correct? 



 
mechanism for this reaction 
reason 


A
SN1 
the hydroxide ion is helped in its approach to the central carbon atom by the methyl groups 


B
SN1 
the intermediate carbocation is stabilised by the inductive effect of the methyl groups


C
SN2 
the hydroxide ion is hindered in its approach to the central carbon atom by the methyl groups


D
SN2 
the intermediate carbocation is destabilised by the inductive effect of the methyl groups",B
641,"Compound X is a single, pure, optical isomer. X is heated with an excess of concentrated H2SO4. Only one organic product is formed. 
What could X be?",D
642,"A sample of 2.76 g of ethanol was mixed with an excess of aqueous acidified potassium dichromate(VI). The reaction mixture was then boiled under reflux for one hour. The required organic product was then collected by distillation. 
The yield of product was 75.0%.
Which mass of product was collected?

1.26 g
1.98 g 
2.07 g
2.70 g",D
643,"Aqueous sodium hydroxide reacts with 1-bromopropane to give propan-1-ol. 
What should be included in a diagram of the first step in the mechanism? 

a curly arrow from a lone pair on the OH– ion to the Cδ+ atom of 1-bromopropane
a curly arrow from the Cδ+ atom of 1-bromopropane to the OH– ion 
a curly arrow from the C–Br bond to the C atom
the homolytic fission of the C–Br bond",A
644,"Which equation represents the initiation step of the substitution reaction between methane and chlorine? 

CH4  →  CH3•  +  H•
CH4  →  CH3–  +  H+ 
Cl2  →  2Cl•
Cl2  →  Cl+  +  Cl–",C
645,"Geraniol and linalool are compounds found in some flower fragrances. 

Which statement is correct?

They are chain isomers of each other.
They are geometrical isomers of each other.
They are optical isomers of each other.
They are positional isomers of each other.",D
646,"A carbonyl compound X will react with HCN in the presence of NaCN to make a compound with Mr 85. Compound X does not react with Fehling's reagent.
What is X?

butanal 
butanone 
propanal
propanone",D
647,"A chemist took 2.00 dm3 of nitrogen gas, measured under room conditions, and reacted it with a large volume of hydrogen gas to produce ammonia. Only 15.0% of the nitrogen gas reacted to produce ammonia. 
Which mass of ammonia was formed?

0.213 g
0.425 g
1.42 g
2.83 g",B
648,"The ammonium ion is formed by the following reaction. 
NH3  +  H+  →  NH4+ 
Which statement about the species involved in this reaction is correct? 

The ammonia molecule contains a dative covalent bond.
The ammonium ion is a Brønsted-Lowry base as it has accepted a proton.
The H–N–H bond angle changes from 107° in ammonia to 90° in the ammonium ion.
The number of electrons surrounding each nitrogen atom does not change.",D
649,"A powder is known to be either a single sodium halide or a mixture of two sodium halides. A sample of the powder was dissolved in water. 
Aqueous silver nitrate was added, and a pale yellow precipitate was formed. When concentrated aqueous ammonia was then added, this precipitate partly dissolved leaving a darker yellow precipitate.  What might the powder be? 

sodium bromide only
sodium iodide only
a mixture of sodium chloride and sodium bromide
D a mixture of sodium chloride and sodium iodide",D
650,"Which reaction involves a decrease in the bond angle at a carbon atom?

bromoethane refluxed with ethanolic sodium hydroxide
complete combustion of methane in air
ethanol heated with conc. H2SO4 
polymerisation of ethene",D
651,"At a temperature of 2500 K and a pressure of 1.00 × 10–4 Pa a sample of 0.321 g of sulfur vapour has a volume of 2.08 × 106 m3. 
What is the molecular formula of sulfur under these conditions?

S
S2
S4
S8",A
652,"Which organic compound has the highest boiling point?

C(CH3)4 
CH3CH2CH2CH2CH3 
CH3COCH2CH3 
CH3CH(OH)CH2CH3",D
653,"In some fireworks there is a reaction between powdered aluminium and powdered barium nitrate. Heat is evolved, an unreactive gas is produced, and all nitrogen atoms are reduced. 
What is the equation for this reaction?

2Al + Ba(NO3)2  →  Al2O3 + BaO + 2NO
4Al + 4Ba(NO3)2  →  2Al2O3 + 4Ba(NO2)2 + O2 
10Al + 3Ba(NO3)2  →  5Al2O3 + 3BaO + 3N2
10Al + 18Ba(NO3)2  →  10Al(NO3)3 + 18BaO + 3N2",C
654,"Which would contain 9.03 × 1023 oxygen atoms?

0.25 mol aluminium oxide
0.75 mol sulfur dioxide
1.5 mol sulfur trioxide
3.0 mol water",B
655,"In which species are the numbers of protons, neutrons and electrons all different? 

199F−
2311Na+
3115P
3216S2−",B
656,"Structural isomerism and stereoisomerism should be considered when answering this question.
How many isomers with the formula C4H8 have structures that contain a π bond?

1
2
3
4",D
657,"Methylamine, CH3NH2, has very similar chemical properties to ammonia, NH3.
Methylamine reacts with hydrogen chloride to form a white crystalline salt, methylammonium chloride.
CH3NH2 + HCl  →  CH3NH3+Cl–
A sample of methylammonium chloride is heated with aqueous sodium hydroxide.
What are the products?

ammonia, sodium chloride and water
ammonia, sodium hydrogencarbonate and sodium chloride
methylamine, hydrogen chloride and water
methylamine, sodium chloride and water",D
658,"Z is an anhydrous compound of a Group 2 element. When it is heated, Z undergoes thermal decomposition to produce two different gases. Z has relatively low thermal stability compared to other Group 2 compounds containing the same anion as Z.
What is compound Z?

barium carbonate
barium nitrate
magnesium carbonate
magnesium nitrate",D
659,"In an experiment, 0.600mol of chlorine gas, Cl2, is reacted with an excess of hot aqueous sodium hydroxide. One of the products is NaClO3.
Which mass of NaClO3 is formed? 

21.3 g
44.7 g
63.9 g
128 g",A
660,"Some uses of chlorine and bromine are given.
Which is a use of bromine?

making bleaches for textiles and the paper industry
making CFCs
making flame retardants and fire extinguishers
making the polymer PVC",C
661,"The magnitude of property X of five elements from the third period of the Periodic Table, P, Q, R, S and T is shown. P, Q, R, S and T have consecutive atomic numbers. The letters do not represent the symbols of the elements.
 
Which row correctly identifies property X and element R? 



 
property X
element R


A
electrical conductivity
Al


B
electronegativity
Si


C
melting point 
Al


D
melting point 
Si",C
662,"Why does barium react more rapidly with cold water than magnesium does?

Barium atoms are larger and form ions more easily than magnesium atoms.
Barium floats on the surface of the water but magnesium sinks in the water.
Barium hydroxide is less soluble than magnesium hydroxide.
The sum of the 1st and 2nd ionisation energies of barium is more than that for magnesium.",A
663,"Which reagent, when mixed with ammonium sulfate and then heated, liberates ammonia?

aqueous bromine
dilute hydrochloric acid
limewater
potassium dichromate(VI) in acidic solution",C
664,"The electrical conductivities of two compounds, Y and Z, are shown in the table. 



 
Y 
Z


conductivity of the compoundin the liquid state 
good 
does notconduct 


conductivity of the mixture obtainedby adding the compound to water
good 
good 



What could compounds Y and Z be?



 
Y
Z 


A
Al2O3
SiCl4


B
NaF
Al2O3


C
NaF
SiCl4


D
SiCl4 
Al2O3",C
665,"Ammonia is manufactured from nitrogen and hydrogen using the Haber process.
N2(g) + 3H2(g)  ⇌  2NH3(g) 
What is the expression for Kc for this equilibrium?",D
