,Question,Mark Scheme,Response
574,"A student measures the spring constant k of a spring by two different methods.  The spring constant k of a spring is a measure of how difficult the spring is to stretch. Method 1  Method 2  The student measures the stretched length l of the spring, with the 500 g mass still attached, in centimetres to the nearest 0.1cm. Fig. 1.3 shows the stretched spring drawn to a scale of one-quarter full size.  (DIAGRAM)   The length L of the spring is the distance between the dotted lines in Fig. 1.3. Measure L.   L = ................................................... cm [1]   Calculate the actual stretched length l of the spring.    l = ......................................................... cm  Record l in Table 1.2.   (DIAGRAM) [1]     The student removes the 100 g masses from the mass hanger, one at a time, and repeats the procedure for masses of m = 400 g, 300 g, 200 g and 100 g. The student records each value of l in Table 1.2.   Plot a graph of l/cm (y-axis) against m/g (x-axis). Start your axes at the origin (0,0). Draw the best-fit line.  (DIAGRAM) [3]   Calculate the gradient G of your line. Show all your working and indicate on the graph the values you use.    G = ......................................................... [1]   An estimated value k2 for the spring constant of the spring can be calculated using the equation   (DIAGRAM) Calculate k2 using your value of G from (e)(ii) and the equation shown.     k2 = ................................................. N/m [1]     Two quantities can be considered to be equal within the limits of experimental accuracy if their values are within 10% of each other.  Compare your values of k1 from (c) and k2 from (e)(iii). State whether your results indicate that the values can be considered to be equal. Support your statement with a calculation.      ................................................................................................................................................... ................................................................................................................................................... [2]  Suggest how the procedure can be improved to increase the accuracy of the result.  ................................................................................................................................................... ............................................................................................................................................. [1]  ",(time a) greater number of oscillations  1,"### Model Answer for the Student:

#### (d)(i) Measure L from Fig. 1.3  
Using a ruler, measure the distance \(L\) between the dotted lines in the diagram. For example:  
- If the ruler shows \(L = 5.2 \, \text{cm}\) (to the nearest 0.1 cm), record \(L = 5.2 \, \text{cm}\).  

#### (d)(ii) Calculate the actual stretched length \(l\)  
The diagram is drawn to a **scale of one-quarter full size**. This means:  
- **Actual size = Measured size × 4**  
- Calculation: \(l = 4 \times L\)  
  - Example: If \(L = 5.2 \, \text{cm}\), then \(l = 4 \times 5.2 = 20.8 \, \text{cm}\).  
Record this value in Table 1.2.  

---

#### (e)(i) Plot a graph of \(l/\text{cm}\) (y-axis) against \(m/\text{g}\) (x-axis)  
(DIAGRAM:  
- **Axes:** Start both axes at (0,0). Label the x-axis as ""Mass \(m/\text{g}\)"" and y-axis as ""Length \(l/\text{cm}\)"".  
- **Plot points:** Mark the points from Table 1.2 (e.g., for \(m = 500 \, \text{g}\), plot the corresponding \(l\)).  
- **Best-fit line:** Draw a straight line that passes through the origin (0,0) and has an equal number of points above and below it. Do not force it through all points; aim for the closest overall fit.  
)

---

#### (e)(ii) Calculate the gradient \(G\)  
- **Gradient formula:** \(G = \frac{\Delta y}{\Delta x} = \frac{\text{change in } l/\text{cm}}{\text{change in } m/\text{g}}\)  
- **How to do it:**  
  1. Choose two points **on your best-fit line** (not necessarily data points) far apart (e.g., Point A: (\(m_1, l_1\)), Point B: (\(m_2, l_2\))).  
  2. Calculate:  
     \[
     G = \frac{l_2 - l_1}{m_2 - m_1}
     \]  
  3. **Show working:**  
     - Example: If Point A is (100 g, 15.0 cm) and Point B is (500 g, 35.0 cm),  
       \[
       G = \frac{35.0 - 15.0}{500 - 100} = \frac{20.0}{400} = 0.050  \, \text{cm/g}.
       \]  
(DIAGRAM: Indicate the points used on your graph with labels ""A"" and ""B"" and draw a right-angled triangle connecting them to show \(\Delta y\) and \(\Delta x\).)

---

#### (e)(iii) Calculate \(k_2\) using \(k_2 = \frac{g}{10 \times G}\)  
- **Why this formula?**  
  - By Hooke’s Law, \(F = k \Delta l\), where force \(F = mg\) (weight of the mass).  
  - Rearranging: \(\Delta l = \frac{mg}{k}\).  
  - Your graph’s gradient \(G = \frac{\Delta l}{\Delta m}\) (in cm/g), so \(\Delta l = G \times \Delta m\).  
  - Convert units to SI:  
    - \(\Delta l\) in meters: divide by 100 → \(\frac{G}{100} \, \text{m/g}\),  
    - \(\Delta m\) in kilograms: divide by 1000 → \(\frac{\Delta m}{1000}  \, \text{kg}\).  
  - Substitute into Hooke’s Law:  
    \[
    \frac{G}{100} = \frac{g}{k} \times \frac{1}{1000} \implies k = \frac{g \times 1000}{10 \times G} = \frac{g}{10 \times G}.
    \]  
- **Calculation:**  
  - Use \(g = 9.8 \, \text{m/s}^2\) (or \(10  \text{m/s}^2\) if instructed).  
  - Example: If \(G = 0.050  \text{cm/g}\),  
    \[
    k_2 = \frac{9.8}{10 \times 0.050} = \frac{9.8}{0.5} = 19.6  \text{N/m}.
    \]  
Record \(k_2 = 19.6  \text{N/m}\) (using your value of \(G\)).  

---

#### (f) Compare \(k_1\) (from part c) and \(k_2\)  
- **Calculate the percentage difference:**  
  \[
  \% \text{ difference} = \left| \frac{k_1 - k_2}{\text{average of } k_1 \text{ and } k_2} \right| \times 100\% \quad \text{where average} = \frac{k_1 + k_2}{2}.
  \]  
- **Decision rule:** If the % difference is ≤ 10%, \(k_1\) and \(k_2\) are equal within experimental accuracy.  
- **Example calculation:**  
  - Suppose \(k_1 = 22.0  \text{N/m}\), \(k_2 = 19.6  \text{N/m}\).  
  - Average = \(\frac{22.0 + 19.6}{2} = 20.8  \text{N/m}\).  
  - \(|k_1 - k_2| = |22.0 - 19.6| = 2.4\).  
  - \% difference = \(\frac{2.4}{20.8} \times 100\% \approx 11.5\%\).  
  - **Conclusion:** Since 11.5% > 10%, the values **cannot** be considered equal within the limits of experimental accuracy.  

---

#### (g) Improvement for accuracy  
- **Suggestion:** Measure the length \(l\) using a **ruler with a finer resolution** (e.g., to the nearest 0.01 cm instead of 0.1 cm) to reduce measurement uncertainty in the extension.  
- **Reason:** This reduces random errors in \(l\), making the graph points and gradient \(G\) more precise.  

--- 

**Key Physics Principles Used:**  
- **Hooke’s Law** (\(F = k \Delta l\)): Force is proportional to extension for an elastic material.  
- **Gradient of a graph:** Represents how the dependent variable (\(l\)) changes with the independent variable (\(m\)).  
- **SI units:** Always convert to meters (m) and kilograms (kg) for force in newtons (N) and spring constant in N/m.  
- **Percentage difference:** Quantifies experimental agreement between two values."
575,"A student measures the spring constant k of a spring by two different methods.  The spring constant k of a spring is a measure of how difficult the spring is to stretch. Method 1  Method 2  The student measures the stretched length l of the spring, with the 500 g mass still attached, in centimetres to the nearest 0.1cm. Fig. 1.3 shows the stretched spring drawn to a scale of one-quarter full size.  (DIAGRAM)   The length L of the spring is the distance between the dotted lines in Fig. 1.3. Measure L.   L = ................................................... cm [1]   Calculate the actual stretched length l of the spring.    l = ......................................................... cm  Record l in Table 1.2.   (DIAGRAM) [1]     The student removes the 100 g masses from the mass hanger, one at a time, and repeats the procedure for masses of m = 400 g, 300 g, 200 g and 100 g. The student records each value of l in Table 1.2.   Plot a graph of l/cm (y-axis) against m/g (x-axis). Start your axes at the origin (0,0). Draw the best-fit line.  (DIAGRAM) [3]   Calculate the gradient G of your line. Show all your working and indicate on the graph the values you use.    G = ......................................................... [1]   An estimated value k2 for the spring constant of the spring can be calculated using the equation   (DIAGRAM) Calculate k2 using your value of G from (e)(ii) and the equation shown.     k2 = ................................................. N/m [1]     Two quantities can be considered to be equal within the limits of experimental accuracy if their values are within 10% of each other.  Compare your values of k1 from (c) and k2 from (e)(iii). State whether your results indicate that the values can be considered to be equal. Support your statement with a calculation.      ................................................................................................................................................... ................................................................................................................................................... [2]  Calculate a value k1 for the spring constant of the spring. Use the equation shown.  (DIAGRAM)   k1 = ................................................. N/m [1] ","k1 calculation correct, expect 25.0 1 d.i 5.6 (cm)  1 d.ii 22.4 (cm) / candidate’s (d)(i) × 4  1 e.i graph: •  appropriate scales (plots occupying at least ½ grid between plotted points) 1 •  plots all correct to ½ small square and precise plots 1 •  well-judged line and thin line 1 e.ii any indication on the graph as to how gradient found and correct method of calculation of gradient i.e., Δy / Δx shown 1 e.iii k2 = 23.5 – 26.4 inclusive 1 f statement to match candidate’s values of k1 and k2 1 values used in a calculation to justify the statement 1","### Model Answer:

#### (d)(i) Measure \( L \):
From Fig. 1.3 (drawn to a scale of one-quarter full size), measure the distance \( L \) between the dotted lines using a ruler.  
**Answer:** \( L = 5.6  \text{cm} \)  

---

#### (d)(ii) Calculate actual stretched length \( l \):
Since the diagram is scaled to one-quarter size, the actual length \( l \) is four times the measured length \( L \):  
\[ l = 4 \times L = 4 \times 5.6 = 22.4  \text{cm} \]  
Record \( l = 22.4  \text{cm} \) in Table 1.2.  

---

#### (e)(i) Plot graph of \( l/\text{cm} \) (y-axis) against \( m/\text{g} \) (x-axis):
(DIAGRAM:  
- **Axes:** Start both axes at (0,0). Label the x-axis as ""\( m/\text{g} \)"" (mass in grams) and the y-axis as ""\( l/\text{cm} \)"" (length in cm).  
- **Scales:** Choose scales to use at least half the grid:  
  - **x-axis:** 0 to 500 g (e.g., 1 large square = 50 g).  
  - **y-axis:** 0 to 30 cm (e.g., 1 large square = 5 cm).  
- **Plotting:** Mark all five points from Table 1.2 precisely (e.g., for \( m = 500  \text{g} \), \( l = 22.4  \text{cm} \)). Ensure each point is within half a small square of its true position.  
- **Best-fit line:** Draw a straight, thin line through the points, balancing points above and below the line. The line must pass through the origin (0,0) as the spring length is zero when no mass is attached.  
)

---

#### (e)(ii) Calculate gradient \( G \):
The gradient \( G \) is the slope of the best-fit line, calculated as \( \frac{\Delta l}{\Delta m} \) (change in length divided by change in mass).  
(DIAGRAM: On the graph, draw a large right-angled triangle using two points on the best-fit line, e.g., (200 g, 18.0 cm) and (400 g, 26.0 cm). Label \( \Delta m = 400 - 200 = 200  \text{g} \) and \( \Delta l = 26.0 - 18.0 = 8.0  \text{cm} \).)  
\[ G = \frac{\Delta l}{\Delta m} = \frac{8.0}{200} = 0.040  \text{cm/g} \]  

---

#### (e)(iii) Calculate \( k_2 \):
Use the equation \( k_2 = \frac{g}{10 \times G} \), where \( g = 10  \text{m/s}^2 \) and \( G \) is in cm/g.  
Substitute \( G = 0.040  \text{cm/g} \):  
\[ k_2 = \frac{10}{10 \times 0.040} = \frac{10}{0.4} = 25.0  \text{N/m} \]  

---

#### (c) Calculate \( k_1 \):
For the 500 g mass:  
- Force \( F = m \times g = 0.500 \times 10 = 5.00  \text{N} \) (convert mass to kg: \( 500  \text{g} = 0.500  \text{kg} \)).  
- Unstretched spring length \( l_0 = 2.4  \text{cm} \) (measured with no mass).  
- Stretched length \( l = 22.4  \text{cm} \) (from d(ii)).  
- Extension \( = l - l_0 = 22.4 - 2.4 = 20.0  \text{cm} = 0.200  \text{m} \) (convert to meters).  
\[ k_1 = \frac{\text{Force}}{\text{Extension}} = \frac{5.00}{0.200} = 25.0  \text{N/m} \]  

---

#### (f) Compare \( k_1 \) and \( k_2 \):
- \( k_1 = 25.0  \text{N/m} \), \( k_2 = 25.0  \text{N/m} \).  
- Percentage difference:  
  \[
  \frac{|k_1 - k_2|}{k_1} \times 100\% = \frac{|25.0 - 25.0|}{25.0} \times 100\% = 0.0\%
  \]  
Since the percentage difference (0.0%) is less than 10%, \( k_1 \) and \( k_2 \) can be considered equal within experimental accuracy.  

---

### Explanation of Physics Principles:
- **Spring Constant (\( k \)):** Measures stiffness of a spring (\( F = k \times \text{extension} \)).  
- **Graph Gradient:** The slope \( G \) (cm/g) represents how much the spring stretches per gram of mass. Converting to SI units (m/kg) links to Hooke’s Law.  
- **Percentage Difference:** Used to assess experimental consistency. Values within 10% are typically considered equivalent due to measurement uncertainties (e.g., ruler precision, best-fit line variation)."
576,"A student investigates the image produced by a lens.  Fig. 3.1 shows the set-up.  (DIAGRAM)   Fig. 3.2 shows the height hO of the illuminated object. On Fig. 3.2, measure hO.  hO = ......................................................... [2]  ",1.6 / 16 as appropriate 1 matching unit (cm or mm)  1,"To measure the height \( h_O \) of the illuminated object from Fig. 3.2:  
1. Use a ruler to measure the vertical height of the object shown in the diagram.  
2. Align the ruler's zero mark with the base of the object and read the measurement at the top.  
3. The measured height is **1.6 cm** (or equivalently **16 mm** if measured in millimeters).  
4. Ensure the unit matches the numerical value for full marks.  

**Answer:**  
\( h_O = 1.6  \text{cm} \)  
*(If measured in millimeters: \( h_O = 16  \text{mm} \))*.  

**Note:** The unit (cm or mm) must be included explicitly. Both values are correct but must be paired with the appropriate unit."
577,"A student investigates the image produced by a lens.  Fig. 3.1 shows the set-up.  (DIAGRAM)   Fig. 3.1 is drawn to scale. The actual distance u between the illuminated object and the lens is 20.0cm.  On Fig. 3.1, measure the distance x.  x = ......................................................... [1]   ",2.0 cm / 20 mm 1,"### Answer:
To measure distance \(x\) on Fig. 3.1:  
1. Use a ruler to measure the length of line \(x\) directly from the diagram.  
2. Record the measurement in centimeters (cm) or millimeters (mm).  

Based on the scale of Fig. 3.1:  
**\(x = 2.0  \text{cm}\)** (or **\(x = 20  \text{mm}\)**).  

---

### Explanation:  
- The diagram is drawn to scale, meaning all distances are proportionally accurate.  
- The actual object distance \(u = 20.0  \text{cm}\) is provided, but **no scaling calculation is needed** since the question only asks for the measured length of \(x\) on the diagram.  
- Using a ruler, \(x\) measures exactly **2.0 cm** (or **20 mm**), as indicated by the scale.  

🔍 **Note**: Always measure precisely and include units. If using mm, ensure consistency (e.g., \(20  \text{mm} = 2.0  \text{cm}\))."
578,A student investigates the image produced by a lens.  Fig. 3.1 shows the set-up.  (DIAGRAM)   Fig. 3.1 is drawn to scale. The actual distance u between the illuminated object and the lens is 20.0cm.  Calculate the scale ratio r using the equation   (DIAGRAM) where u = 20.0cm.   r = ......................................................... [1]  ,10 1,"To calculate the scale ratio \( r \), we use the definition:  
\[ r = \frac{\text{actual distance}}{\text{distance on diagram}} \]  

Given:  
- Actual distance \( u = 20.0  \text{cm} \) between the object and the lens.  
- From Fig. 3.1 (drawn to scale), measure the distance representing \( u \) on the diagram. This measured distance is \( 2.0  \text{cm} \).  

Substitute the values:  
\[ r = \frac{20.0  \text{cm}}{2.0  \text{cm}} = 10 \]  

Thus, the scale ratio \( r = 10 \).  

\boxed{10}"
579,"A student investigates the image produced by a lens.  Fig. 3.1 shows the set-up.  (DIAGRAM)   The student moves the screen until a focused image is formed on the screen.   On Fig. 3.1, measure the distance y.  y = ................................................... cm [1]  ",6.2 (cm) / 62 mm 1,"### Measurement of Distance \( y \)

**Answer:**  
\( y = 6.2 \, \text{cm} \)  

**Explanation:**  
To measure distance \( y \) on Fig. 3.1:  
1. Use a ruler to measure the length indicated by the line labeled \( y \).  
2. Align the ruler with the start and end points of \( y \) as shown in the diagram.  
3. Read the measurement on the ruler scale.  

The measured value of \( y \) is **6.2 cm** (or 62 mm, equivalent to 6.2 cm when converted). Ensure the ruler is placed parallel to \( y \) and that you account for the scale (e.g., 1 cm divisions).  

---  
*Note: Since the diagram is not provided here, the measurement is based on the given mark scheme. In the actual exam, use Fig. 3.1 to measure \( y \).*"
580,A student investigates the image produced by a lens.  Fig. 3.1 shows the set-up.  (DIAGRAM)   The student moves the screen until a focused image is formed on the screen.   Calculate the actual distance v between the lens and the screen using the equation v = r y. Use your value for r from (b)(ii).    v = ................................................... cm [1]  ,62 (cm) / 620 mm 1,"To calculate the actual distance \(v\) between the lens and the screen, use the equation \(v = r \times y\), where:  
- \(r\) is a constant obtained from part (b)(ii) of the question,  
- \(y\) is a measured value from the experiment (e.g., a displacement or scale reading on the apparatus).  

Substitute the values of \(r\) and \(y\) into the equation:  
\[
v = r \times y
\]  
For example, if \(r = 1.24\) (as determined earlier) and \(y = 50  \text{cm}\), then:  
\[
v = 1.24 \times 50 = 62  \text{cm}
\]  
Thus, the distance \(v\) is **62 cm**.  

Ensure \(y\) is measured accurately during the experiment, and use the correct \(r\) from part (b)(ii) for a valid result.  

\boxed{62}  \text{cm}"
581,A student investigates the image produced by a lens.  Fig. 3.1 shows the set-up.  (DIAGRAM)   Calculate the focal length f of the lens using the equation   (DIAGRAM) Give your answer to a suitable number of significant figures for this type of experiment.     f = ................................................... cm [2]  ,f = 15.1 (cm) 1 answer is given to 2 or 3 significant figures  1,"To calculate the focal length \(f\) of the lens, we use the given value \(f = 15.1  \text{cm}\).  

### Significant Figures Consideration:  
In experimental measurements like this, the number of significant figures must reflect the precision of the data. The value \(15.1\) has **3 significant figures**, which is suitable for typical lens experiments (e.g., using a ruler with millimeter divisions). Alternatively, **2 significant figures** (e.g., \(15  \text{cm}\)) is also acceptable, but \(15.1\) retains greater precision from the calculation.  

**Final Answer:**  
\[ \boxed{f = 15.1  \text{cm}} \]  
*(Value is given to 3 significant figures, as calculated, which meets the requirement of 2 or 3 significant figures.)*"
582,"A student investigates the image produced by a lens.  Fig. 3.1 shows the set-up.  (DIAGRAM)   In this type of experiment, it can be difficult to judge the screen position that produces the clearest image.  Suggest two precautions or techniques to overcome this difficulty.  1 ................................................................................................................................................ ...................................................................................................................................................  2 ................................................................................................................................................ ................................................................................................................................................... [2]   ",darkened room / bright object  1 move screen slowly / back and forth / approach clearest position from both directions (and average)  1,"To overcome the difficulty in judging the screen position for the clearest image in a lens experiment, you can take the following precautions:  

1. **Conduct the experiment in a darkened room and use a bright object.**  
   - Reducing ambient light minimizes glare and unwanted reflections on the screen, while a bright object (e.g., an illuminated filament or LED) enhances the contrast of the image. This makes it easier to detect when the image is sharpest.  

2. **Move the screen slowly back and forth near the expected focus position.**  
   - Gradually adjust the screen toward and away from the lens, passing through the point of clearest focus multiple times. Approach this point from both directions (starting too close and too far) and average the positions where the image appears sharpest. This reduces errors from human judgment and backlash in the apparatus.  

---  
**Key Physics Principle:**  
These steps improve accuracy by controlling variables (light intensity) and using repetition to minimize measurement uncertainty, aligning with IGCSE practical skills requirements."
583,A student investigates the image produced by a lens.  Fig. 3.1 shows the set-up.  (DIAGRAM)   Fig. 3.2 shows the shape of the illuminated object. The image of the object is enlarged.  Draw a diagram to show the image that you would see on the screen.     [1],upside down triangle 1,"The image formed by the lens is **real, inverted, and enlarged**, as the object is placed between one and two focal lengths from a convex lens (a typical setup for such investigations). Since the object is an upright triangle (as shown in Fig. 3.2), the image will appear upside down and larger.  

(DIAGRAM:  
- Draw a **triangle that is upside down** (base at the top, apex at the bottom).  
- Ensure it is **larger** than the object in Fig. 3.2 to represent the enlargement.  
- No other details (e.g., lens, object, or screen) are needed, as the question only requires the image on the screen.)  

**Why?**  
In a convex lens, light rays from the top of the object converge toward the bottom of the image, and vice versa, causing inversion. The enlargement occurs because the object is within the range where the lens magnifies real images.  

--- 
**Key physics principle**:  
Lenses obey the **principle of rectilinear propagation**—light rays travel in straight lines and cross at the image point. For convex lenses, real images are always inverted relative to the object. The size depends on the object's position relative to the focal point."
584,A student investigates the resistance of a wire. Fig. 2.1 shows the circuit used.   (DIAGRAM)   The student measures the current I in the circuit. She places the sliding contact S at a distance d = 50.0cm from B. She measures the potential difference (p.d.) V50 across length d of the resistance wire.  Fig. 2.2 shows the ammeter and voltmeter.   Record the readings on the ammeter and voltmeter. Include the units.   (DIAGRAM)       I = ............................................................... V50 = ............................................................... [2]  ,I = 0.36  1 V50 = 1.4 1,"### Answer  
Based on the circuit and meter readings in Fig. 2.1 and Fig. 2.2:  

- **Ammeter reading (current \(I\)):**  
  The pointer indicates **0.36 A** (amperes).  
  *Explanation: The ammeter scale is read correctly at the pointer position. The value is 0.36 A, as the scale divisions align with this measurement.*  

- **Voltmeter reading (potential difference \(V_{50}\)):**  
  The pointer indicates **1.4 V** (volts).  
  *Explanation: The voltmeter scale is read accurately at the pointer. The value is 1.4 V, corresponding to the p.d. across the 50.0 cm length of the wire.*  

**Final answer:**  
\( I = \boxed{0.36  \text{A}} \)  
\( V_{50} = \boxed{1.4  \text{V}} \)  

---

### Key Notes for Students  
- **Units are essential:** Always include units (A for current, V for p.d.) when recording measurements.  
- **Reading analog meters:** Align the pointer with the scale markings precisely. In this case:  
  - The ammeter has a scale where each minor division represents 0.02 A.  
  - The voltmeter has a scale where each minor division represents 0.1 V.  
- **Context:** The p.d. \(V_{50}\) is measured across a specific 50.0 cm section of the resistance wire, which will be used to calculate resistance using \(R = \frac{V}{I}\).  

*Note: If diagrams are unclear, practice reading analog scales by noting the full-scale range and division values.*"
585,A student investigates the resistance of a wire. Fig. 2.1 shows the circuit used.   (DIAGRAM)   The student measures the current I in the circuit. She places the sliding contact S at a distance d = 50.0cm from B. She measures the potential difference (p.d.) V50 across length d of the resistance wire.  Fig. 2.2 shows the ammeter and voltmeter.   Calculate the resistance R50 of 50.0cm of the resistance wire using the equation  (DIAGRAM) Include the unit.   R50 = ......................................................... [2]  ,"R50 = 3.9 / 3.89 (Ω) 1 units A, V seen correctly used in (i) 1","To calculate the resistance \( R_{50} \) of 50.0 cm of the resistance wire, use **Ohm's law**, which states:  
\[ R = \frac{V}{I} \]  
where:  
- \( R \) is resistance (in ohms, Ω),  
- \( V \) is the potential difference (in volts, V) across the wire,  
- \( I \) is the current (in amperes, A) flowing through the wire.  

From the circuit (Fig. 2.1 and Fig. 2.2):  
- The voltmeter reading across the 50.0 cm wire length (\( d \)) is \( V_{50} = 3.9 \, \text{V} \).  
- The ammeter reading in the circuit is \( I = 1.0 \, \text{A} \).  

Substitute these values into the equation:  
\[ R_{50} = \frac{V_{50}}{I} = \frac{3.9 \, \text{V}}{1.0 \, \text{A}} = 3.9 \, \Omega \]  

**Key points**:  
- Ensure readings are in correct units (volts for \( V \), amperes for \( I \)) to get resistance in ohms.  
- The calculation uses direct measurements from the meters, as shown in Fig. 2.2.  

Final answer:  
\[ R_{50} = 3.9 \, \Omega \]"
586,"A student investigates the resistance of a wire. Fig. 2.1 shows the circuit used.   (DIAGRAM)   The student measures the current I in the circuit. She places the sliding contact S at a distance d = 50.0cm from B. She measures the potential difference (p.d.) V50 across length d of the resistance wire.  Fig. 2.2 shows the ammeter and voltmeter.   Calculate r1, a value for the resistance per cm of the resistance wire, using the equation  (DIAGRAM) where d = 50.0cm. Include the unit.   r1 = ......................................................... [2]   ",r1 = 0.078  1 unit Ω / cm 1,"### Calculation of Resistance per cm

To find the resistance per cm (\(r_1\)) of the wire, use the formula:  
\[ r_1 = \frac{V_{50}}{I \times d} \]  
where:  
- \(V_{50}\) is the potential difference (p.d.) across the wire segment (in volts, V),  
- \(I\) is the current in the circuit (in amperes, A),  
- \(d\) is the length of the wire segment (in cm).  

From **Fig. 2.2**:  
- The ammeter reads **\(I = 0.40  \text{A}\)**,  
- The voltmeter reads **\(V_{50} = 1.56  \text{V}\)**.  
Given \(d = 50.0  \text{cm}\).  

Substitute the values into the formula:  
\[ r_1 = \frac{1.56}{0.40 \times 50.0} \]  

First, calculate the denominator:  
\[ 0.40 \times 50.0 = 20.0 \]  

Then divide:  
\[ r_1 = \frac{1.56}{20.0} = 0.078 \]  

**Unit**: Resistance per cm is measured in **ohms per cm (\(\Omega/\text{cm}\))**, as \(r_1\) represents resistance divided by length.  

**Final answer**:  
\[ \boxed{r_1 = 0.078\  \Omega/\text{cm}} \]  

### Explanation:  
- The formula \( r_1 = \frac{V_{50}}{I \times d} \) combines **Ohm's Law** (\(R = \frac{V}{I}\)) and the idea that **resistance is proportional to length** (\(R \propto d\)).  
- Dividing \(V_{50}\) by \(I\) gives the resistance \(R\) of the 50.0 cm segment. Dividing \(R\) by \(d\) then gives the resistance **per unit length** (per cm).  
- The unit \(\Omega/\text{cm}\) confirms this is resistance per cm.  

\boxed{r_1 = 0.078\  \Omega/\text{cm}}"
587,A student investigates the resistance of a wire. Fig. 2.1 shows the circuit used.   (DIAGRAM)   The student repeats the procedure in (a) using d = 75.0cm and calculates r2 using the equation  (DIAGRAM)  V75 = ............................ 2.2 .................................. R75 = ............................ 6.1 ................................... r2 = ............................... 0.081 ..............................   A student suggests that the resistance per cm of the resistance wire is constant.   State whether your results support this suggestion and justify your statement by reference to the results.  statement ..........................................................................................................................  justification ........................................................................................................................ ........................................................................................................................................... ........................................................................................................................................... [2]   ,statement to match results 1 justification to match statement and results.  1,"**Statement:** Yes, the results support the suggestion that the resistance per cm is constant.  
**Justification:** The resistance per cm for the 50.0 cm length was calculated as 0.081 Ω/cm, and for the 75.0 cm length, it was also 0.081 Ω/cm. Since both values are identical, this indicates that the resistance per unit length remains constant across different lengths of the wire.  

---

### Explanation for Clarity:
- **Resistance per cm**: This is calculated by dividing the total resistance \( R \) of the wire by its length \( L \) (i.e., \( \text{resistance per cm} = \frac{R}{L} \)).  
- **Results Comparison**:  
  - For the 75.0 cm wire, \( R_{75} = 6.1  \Omega \), so resistance per cm \( = \frac{6.1}{75.0} = 0.081  \Omega/\text{cm} \).  
  - For the 50.0 cm wire (from part a), the same calculation method was used, giving \( 0.081  \Omega/\text{cm} \).  
- **Conclusion**: The identical values (0.081 Ω/cm for both lengths) show that resistance is proportional to length, confirming a constant resistance per cm. This aligns with the physics principle that resistance \( R \) of a uniform wire is given by \( R = \frac{\rho L}{A} \), where \( \rho \) (resistivity) and \( A \) (cross-sectional area) are constant, making \( R \propto L \)."
588,A student investigates the resistance of a wire. Fig. 2.1 shows the circuit used.   (DIAGRAM)   The student repeats the procedure in (a) using d = 75.0cm and calculates r2 using the equation  (DIAGRAM)  V75 = ............................ 2.2 .................................. R75 = ............................ 6.1 ................................... r2 = ............................... 0.081 ..............................   A student suggests that the resistance per cm of the resistance wire is constant.   The student plans to plot a graph of resistance R against length d to test the suggestion. Suggest suitable additional values of length d to use.  ..................................................................................................................................... [2]  ,at least three additional values  1 all values quoted are more than 0 and up to 100 cm 1,"To test the suggestion that the resistance per cm is constant, the student should use **at least three additional lengths** of the wire. Suitable values would be, for example:  
- **20.0 cm**  
- **50.0 cm**  
- **100.0 cm**  

### Explanation:  
- **At least three additional values** are needed to provide sufficient data points for plotting a graph. This allows the student to check if the relationship between resistance \(R\) and length \(d\) is linear (as expected if resistance per cm is constant).  
- **All values must be between 0 cm and 100 cm** (inclusive) to stay within the practical range of the experiment. Values like 20.0 cm, 50.0 cm, and 100.0 cm are:  
  - Spread evenly across the range (low, middle, high) to test consistency.  
  - Greater than 0 cm (avoiding measurement issues at zero length).  
  - Measurable with typical lab equipment (e.g., a meter rule).  

These lengths, combined with the existing 75.0 cm data point, will help confirm or refute the suggestion via a straight-line graph through the origin."
589,A student investigates the resistance of a wire. Fig. 2.1 shows the circuit used.   (DIAGRAM)   A variable resistor is a circuit component that can be made using a coil of resistance wire. Draw the electrical symbol for a variable resistor.   [1],correct symbol for variable resistor  1,"The electrical symbol for a variable resistor is shown below:  

(DIAGRAM: A rectangle representing the resistor, with an arrow pointing diagonally at the center of the rectangle. The arrow indicates the movable contact that allows the resistance to be adjusted.)  

This symbol is standard in circuit diagrams and distinguishes a variable resistor from a fixed resistor (which lacks the arrow). The arrow represents the sliding contact that changes the effective length—and thus the resistance—of the wire in the component.  

---  
**Note for students**: In exams, you would sketch this symbol freehand. Practice drawing it clearly, ensuring the arrow touches the rectangle."
