,Prompt,Response
272,"Simple sketch showing a girl hanging from a bar. An arrow pointing downwards labelled ""Weight = mg = 480 N"". An arrow beside her showing upward movement labelled ""Distance = 0.25 m"".","\documentclass[tikz,border=10pt]{standalone}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}[>=Stealth]
    % Bar
    \draw[thick] (0,0) -- (4,0);
    
    % Girl (simplified representation)
    \draw (1.5,0) -- (1.5,-0.5) -- (1,-1.5) -- (3,-1.5) -- (2.5,-0.5) -- (2.5,0);
    \fill (2,-1) circle (0.15cm); % Head
    
    % Weight arrow (downward)
    \draw[->, thick] (2,-1.5) -- (2,-3) node[midway, right] {Weight = mg = 480 N};
    
    % Distance arrow (upward, beside girl)
    \draw[->, thick] (3.5,-1.5) -- (3.5,-0.25) node[midway, right] {Distance = 0.25 m};
\end{tikzpicture}
\end{document}"
273,"A simple sketch showing two objects colliding, with arrows labeled ""mass × velocity"" for each, demonstrating conservation of total momentum before and after impact.","\begin{tikzpicture}[>=stealth]
    % Before collision
    \begin{scope}[local bounding box=before]
        \draw[dashed] (2,-1) -- (2,1); % Collision plane
        \draw (1,0) circle (0.3) node {$m_1$};
        \draw[->, thick] (1,0) -- (1.8,0) node[midway, above] {$m_1 \vec{v}_1$};
        \draw (3,0) circle (0.3) node {$m_2$};
        \draw[->, thick] (3,0) -- (2.2,0) node[midway, above] {$m_2 \vec{v}_2$};
        \node[above] at (2,1) {Before Collision};
    \end{scope}
    
    % After collision
    \begin{scope}[xshift=5cm, local bounding box=after]
        \draw[dashed] (2,-1) -- (2,1); % Collision plane
        \draw (1,0) circle (0.3) node {$m_1$};
        \draw[->, thick] (1,0) -- (0.2,0) node[midway, above] {$m_1 \vec{v}_1'$};
        \draw (3,0) circle (0.3) node {$m_2$};
        \draw[->, thick] (3,0) -- (3.8,0) node[midway, above] {$m_2 \vec{v}_2'$};
        \node[above] at (2,1) {After Collision};
    \end{scope}
\end{tikzpicture}"
274,"A simple free-body diagram showing the car. A forward arrow labeled ""Engine Force"" and a backward arrow of equal length labeled ""Resistive Force"". This visually demonstrates balanced forces resulting in no change in motion.","\documentclass[tikz,border=10pt]{standalone}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}[scale=0.8, every node/.style={font=\footnotesize}]
    % Draw the car body
    \draw[thick, fill=lightgray] (-1.5,-0.7) rectangle (1.5,0.7);
    \draw[thick] (-1.5,0.7) -- (-1.2,1.1) -- (1.2,1.1) -- (1.5,0.7);
    \draw[thick, fill=white] (-0.8,0.3) rectangle (0.8,0.9);
    
    % Draw wheels
    \draw[thick, fill=black] (-1.1,-0.7) circle (0.3);
    \draw[thick, fill=black] (1.1,-0.7) circle (0.3);
    \draw[thick, fill=gray] (-1.1,-0.7) circle (0.15);
    \draw[thick, fill=gray] (1.1,-0.7) circle (0.15);

    % Engine force (forward arrow)
    \draw[-{Stealth[length=3mm,width=2mm]}, line width=1pt, red] (1.5,0) -- (3.5,0) 
          node[midway, above] {Engine Force};

    % Resistive force (backward arrow)
    \draw[-{Stealth[length=3mm,width=2mm]}, line width=1pt, blue] (-1.5,0) -- (-3.5,0) 
          node[midway, above] {Resistive Force};
\end{tikzpicture}
\end{document}"
275,A ball with mass *m* experiencing force *F* → acceleration *a*. A second ball with smaller mass *m/2* experiencing the same force *F* → larger acceleration *2a*.,"\begin{tikzpicture}[>=Stealth, scale=1.5]
    % First ball (mass m)
    \draw (0,0) circle (0.5) node {$m$};
    \draw[->, thick] (0,0.5) -- (2,0.5) node[midway, above] {$F$};
    \draw[->, thick] (0,-0.5) -- (2,-0.5) node[midway, below] {$a$};
    
    % Second ball (mass m/2)
    \draw (4,0) circle (0.5) node {$\frac{m}{2}$};
    \draw[->, thick] (4,0.5) -- (6,0.5) node[midway, above] {$F$};
    \draw[->, thick] (4,-0.5) -- (8,-0.5) node[midway, below] {$2a$};
\end{tikzpicture}"
276,A beam balance with equal masses on both pans. Arrows show equal downward gravitational forces on each pan. The beam is horizontal.,"\documentclass[tikz,border=10pt]{standalone}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}
    % Fulcrum (triangle pointing upward)
    \draw[fill=gray!30] (-0.2,-0.3) -- (0.2,-0.3) -- (0,0) -- cycle;
    
    % Horizontal beam
    \draw[thick] (-3,0) -- (3,0);
    
    % Strings from beam ends to pans
    \draw (-3,0) -- (-3,-1);
    \draw (3,0) -- (3,-1);
    
    % Pans (rectangular shapes)
    \draw[fill=white] (-3.5,-1) rectangle (-2.5,-1.4); % Left pan
    \draw[fill=white] (2.5,-1) rectangle (3.5,-1.4);   % Right pan
    
    % Gravitational forces (downward arrows)
    \draw[thick, -{Latex[length=3mm, width=2mm]}] (-3,-1.4) -- (-3,-2.4) node[midway, left] {$F$};
    \draw[thick, -{Latex[length=3mm, width=2mm]}] (3,-1.4) -- (3,-2.4) node[midway, right] {$F$};
\end{tikzpicture}
\end{document}"
277,"A pen with cotton wrapped tightly around it in 6 complete loops. A ruler shows the straight length of cotton before wrapping, marked from 0 cm to 13.2 cm.","\begin{tikzpicture}[scale=0.5, every node/.style={scale=1.8}]
  % Pen body
  \draw (1.6,1) rectangle (11.6,1.7);
  
  % Cotton loops (6 semi-circles)
  \foreach \i in {0,1,2,3,4,5} {
    \pgfmathsetmacro{\x}{1.6 + 0.8333 + \i * 1.6667}
    \draw (\x, 1.35) arc (0:180:0.35);
  }
  
  % Ruler as double arrow with labels
  \draw[<->] (0,-1) -- (13.2,-1) node[midway, above] {13.2 cm};
  \node[below] at (0,-1) {0 cm};
  \node[below] at (13.2,-1) {13.2 cm};
\end{tikzpicture}"
278,"Simplified sodium-23 atom showing a nucleus with 11 protons [red] and 12 neutrons [blue], surrounded by 11 electrons [green] in orbits.","\documentclass[tikz,border=3.14mm]{standalone}
\usetikzlibrary{shapes}
\begin{document}
\begin{tikzpicture}[scale=0.6]
    % Electron orbits (dashed)
    \draw[dashed] (0,0) circle (3);
    \draw[dashed] (0,0) circle (5);
    \draw[dashed] (0,0) circle (7);

    % Nucleus (central circle)
    \draw[fill=lightgray!20] (0,0) circle (1.5);

    % Protons (red) in nucleus
    \foreach \angle in {0,45,...,315} {
        \node[circle, fill=red, inner sep=1.5pt] at (\angle:0.6) {};
    }
    \foreach \angle in {20,110,200,290} {
        \node[circle, fill=red, inner sep=1.5pt] at (\angle:1.1) {};
    }
    \node[circle, fill=red, inner sep=1.5pt] at (0,0) {};

    % Neutrons (blue) in nucleus
    \foreach \angle in {0,60,...,300} {
        \node[circle, fill=blue, inner sep=1.5pt] at (\angle:1.1) {};
    }
    \foreach \angle in {30,90,150,210,270,330} {
        \node[circle, fill=blue, inner sep=1.5pt] at (\angle:0.6) {};
    }
    \foreach \angle in {0,120,240} {
        \node[circle, fill=blue, inner sep=1.5pt] at (\angle:0.2) {};
    }

    % Electrons (green) on orbits
    \foreach \angle in {0,180} {
        \node[circle, fill=green, inner sep=1.5pt] at (\angle:3) {};
    }
    \foreach \angle in {45,90,135,180,225,270,315} {
        \node[circle, fill=green, inner sep=1.5pt] at (\angle:5) {};
    }
    \foreach \angle in {0,120,240} {
        \node[circle, fill=green, inner sep=1.5pt] at (\angle:7) {};
    }

    % Label
    \node[below] at (0,-8) {\small Sodium-23 Atom};
\end{tikzpicture}
\end{document}"
279,Compare sparse lines for a weak field vs. dense lines for a strong field,"\begin{tikzpicture}[>=stealth]
    % Weak field (sparse lines)
    \begin{scope}[shift={(-3,0)}]
        \node at (0,1.5) {\small Weak Field};
        \foreach \a in {0,45,...,315} {
            \draw[->, thick] (0,0) -- (\a:1.5);
        }
        \fill (0,0) circle (2pt);
    \end{scope}
    
    % Strong field (dense lines)
    \begin{scope}[shift={(3,0)}]
        \node at (0,1.5) {\small Strong Field};
        \foreach \a in {0,15,...,345} {
            \draw[->, thick] (0,0) -- (\a:1.5);
        }
        \fill (0,0) circle (2pt);
    \end{scope}
    
    % Comparison label
    \draw[<->, dashed] (-1.8,0) -- (1.8,0) node[midway, above] {Density Comparison};
\end{tikzpicture}"
280,Curl fingers around the coil in the current direction; thumb points to the north pole,"\begin{tikzpicture}
    % Coil with current direction arrows
    \draw (0,0) to[out=90,in=180] (0.5,0.25) to[out=0,in=180] (1,0) 
          to[out=0,in=180] (1.5,-0.25) to[out=0,in=180] (2,0)
          to[out=0,in=180] (2.5,0.25) to[out=0,in=180] (3,0);
    \draw[->, thick] (0.25,0.1) -- (0.4,0.1);
    \draw[->, thick] (1.25,-0.15) -- (1.4,-0.15);
    \draw[->, thick] (2.25,0.1) -- (2.4,0.1);
    
    % Hand representation
    \draw[line width=0.5mm] (3.5,0.5) circle (0.3); % Palm
    \draw[line width=0.5mm, -{Stealth[scale=1.2]}] (3.8,0.5) -- (5,0.5) node[right] {North}; % Thumb
    \draw[line width=0.5mm] (3.5,0.5) .. controls (2.5,0.8) and (0.5,0.8) .. (0,0.5) 
          .. controls (0.5,0.2) and (2.5,0.2) .. (3.5,0.5); % Curled fingers
\end{tikzpicture}"
281,"A simple circuit sketch showing a battery, ammeter D in the main path before any branches, then two parallel branches: one with resistor R1 and ammeter A, the other with resistors R2 and R3 and ammeter B. Ammeter C is in one of the parallel branches, e.g., in series with R2.","\begin{tikzpicture}
  \draw (0,0) to [battery1] (0,-6);
  \draw (0,0) -- (3,0) to [ammeter, l=$D$] (6,0) -- (6,-1) coordinate (j1);
  \draw (j1) -- (4,-1);
  \draw (j1) -- (8,-1);
  \draw (4,-1) to [ammeter, l=$A$] (4,-3) to [R, l=$R_1$] (4,-5) -- (4,-6);
  \draw (8,-1) to [ammeter, l=$B$] (8,-2) to [ammeter, l=$C$] (8,-3) to [R, l=$R_2$] (8,-4) to [R, l=$R_3$] (8,-5) -- (8,-6);
  \draw (0,-6) -- (8,-6);
\end{tikzpicture}"
282,"A simple circuit with a battery, resistor, and ammeter. The resistor is labeled ""p.d. = 24 V"" and ""I = 5.0 A"". Arrows show current flow. A clock indicates t = 60 s.","\begin{circuitikz}[european resistors]
    % Circuit components
    \draw (0,0) to [battery] (3,0);
    \draw (3,0) to [ammeter] (6,0);
    \draw (6,0) to [R, name=R] (9,0);
    \draw (9,0) -- (9,-2) to [short] (0,-2) -- (0,0);
    
    % Resistor labels
    \node[above] at (R.north) {p.d. = 24 V};
    \node[below] at (R.south) {I = 5.0 A};
    
    % Current flow arrows
    \draw[->, >=stealth, thick] (1.5,0.3) -- (2.5,0.3);
    \draw[->, >=stealth, thick] (4.5,0.3) -- (5.5,0.3);
    
    % Clock
    \draw (4.5,1.2) circle (0.6);
    \node at (4.5,1.2) {t=60 s};
\end{circuitikz}"
284,"A coil of wire with current flowing through it, generating magnetic field lines. An iron splinter is shown being pulled towards the end of the coil.","\begin{tikzpicture}
  \usetikzlibrary{decorations.pathmorphing}
  % Coil of wire
  \draw [decorate, decoration={coil, aspect=0.7, amplitude=5pt, segment length=4pt}] (0,0) -- (4,0);
  
  % Current direction indicator
  \draw [->, thick] (1.5,0.8) -- (2.5,0.8) node[midway, above] {I};
  
  % Magnetic field lines inside coil
  \foreach \y in {-0.2,0,0.2} {
    \draw [->, blue, thick] (0.5,\y) -- (3.5,\y);
  }
  
  % Magnetic field lines outside coil (loops)
  \draw [->, blue, thick] (3.5,0) to[out=90, in=90, looseness=1.5] (0.5,0);
  \draw [->, blue, thick] (3.5,0) to[out=-90, in=-90, looseness=1.5] (0.5,0);
  
  % Iron splinter
  \draw [fill=gray!40] (5,-0.1) rectangle (5.4,0.1);
  
  % Force on splinter
  \draw [->, red, very thick] (5.2,0) -- (4.3,0) node[midway, above] {F};
\end{tikzpicture}"
285,Left side shows white light entering a prism and splitting into a rainbow. Right side shows monochromatic light entering a prism and exiting as a single ray with no splitting.,"\begin{tikzpicture}
    % Left diagram: White light dispersion
    \begin{scope}
        % Prism
        \draw[fill=lightgray!30] (0,0) -- (2,0) -- (1,1.5) -- cycle;
        
        % Incoming white light
        \draw[-stealth, thick] (-1,0.75) -- (0,0.75);
        
        % Dispersed rays (rainbow)
        \draw[-stealth, red] (0,0.75) -- (1.1,1.35) -- ++(1,0.5);
        \draw[-stealth, orange] (0,0.75) -- (1.3,1.05) -- ++(1,0.3);
        \draw[-stealth, yellow] (0,0.75) -- (1.5,0.75) -- ++(1,0);
        \draw[-stealth, green] (0,0.75) -- (1.7,0.45) -- ++(1,-0.3);
        \draw[-stealth, blue] (0,0.75) -- (1.9,0.15) -- ++(1,-0.6);
    \end{scope}

    % Right diagram: Monochromatic light
    \begin{scope}[xshift=6cm]
        % Prism
        \draw[fill=lightgray!30] (0,0) -- (2,0) -- (1,1.5) -- cycle;
        
        % Incoming monochromatic light
        \draw[-stealth, red, thick] (-1,0.75) -- (0,0.75);
        
        % Undeviated ray
        \draw[-stealth, red, thick] (0,0.75) -- (1.5,0.75) -- ++(1,0);
    \end{scope}
\end{tikzpicture}"
286,"A wave with a long wavelength approaching a gap. The gap width is drawn just slightly wider than one wavelength. After passing through, the wave spreads out widely in a semicircular pattern, showing significant diffraction.","\begin{tikzpicture}[scale=0.8]
    % Draw incident wavefronts (vertical lines)
    \foreach \x in {-3,-2,-1} {
        \draw (\x, -3) -- (\x, 3);
    }
    % Draw barrier (thick black lines with gap)
    \draw[line width=4pt] (0, -3) -- (0, -0.6);
    \draw[line width=4pt] (0, 0.6) -- (0, 3);
    % Draw wavefront at gap
    \draw (0, -0.6) -- (0, 0.6);
    % Draw diffracted wave (semicircular arcs)
    \foreach \r in {1,2,3} {
        \draw (0,0) ++(90:\r) arc (90:-90:\r);
    }
\end{tikzpicture}"
287,A wave moving horizontally with oscillations drawn as vertical peaks and troughs.,"\begin{tikzpicture}
    \draw[thick, domain=0:8, samples=200, smooth] plot (\x, {sin(\x * 180 r)});
\end{tikzpicture}"
288,"A horizontal wave with compressed and spaced-out sections, showing particles moving left-right along the wave path.","\begin{tikzpicture}
  % Draw horizontal axis
  \draw[thick] (-0.5,0) -- (8.5,0);

  % Define particle positions and velocities
  \foreach \i in {0,1,...,8} {
    \pgfmathsetmacro{\x}{\i * 1 + 0.5 * sin(\i * 45)}
    \pgfmathsetmacro{\v}{0.5 * cos(\i * 45)}
    \draw[fill=black] (\x,0) circle (2pt);
    \pgfmathparse{abs(\v) > 0.1 ? 1 : 0}
    \ifnum\pgfmathresult>0
      \draw[->, thick, red] (\x,0.5) -- ++(\v,0);
    \fi
  }

  % Label regions
  \node[above] at (1,1) {Rarefaction};
  \node[above] at (4,1) {Compression};
  \node[above] at (7,1) {Rarefaction};
\end{tikzpicture}"
289,Side-by-side comparison. Left: Transverse wave with vertical oscillations and horizontal arrow showing travel direction. Right: Longitudinal wave with horizontal compressions/rarefactions and matching travel direction arrow.,"\begin{tikzpicture}[>=stealth, scale=0.8]
  % Transverse wave (left)
  \begin{scope}[shift={(-3,0)}]
    \draw[dashed] (0,0) -- (4,0); % Equilibrium line
    \draw[blue, thick, smooth, domain=0:4, samples=100] plot (\x, {0.5*sin(270*\x)}); % Waveform
    \draw[->, thick] (0,-1.5) -- (4,-1.5) node[midway, below] {Direction of Travel}; % Arrow
  \end{scope}
  
  % Longitudinal wave (right)
  \begin{scope}[shift={(3,0)}]
    \foreach \x in {0.0,0.2,0.4,0.7,1.0,1.3,1.5,1.7,1.9,2.2,2.5,2.8,3.0,3.2,3.4,3.7,4.0} 
      \draw[fill=black] (\x,0) circle (2pt); % Particles
    \draw[->, thick] (0,-1.5) -- (4,-1.5) node[midway, below] {Direction of Travel}; % Arrow
    \node[above] at (2,0.5) {Compressions};
    \node[above] at (0.55,0.5) {Rarefactions};
    \node[above] at (3.55,0.5) {Rarefactions};
  \end{scope}
\end{tikzpicture}"
290,"A vertical boiling tube. Ice cubes are stuck at the bottom. Heat is applied *only* to the top section. Arrows show heat traveling downward very slowly. Water at the top is boiling, but ice remains solid.","\usetikzlibrary{decorations.pathmorphing}
\begin{tikzpicture}[scale=0.8]
  % Draw boiling tube
  \draw[thick] (2,0) arc (180:360:1) -- (4,8) -- (2,8) -- cycle;
  
  % Draw ice cubes at bottom
  \draw[fill=lightblue!30] (2.3,0.5) -- (2.7,0.2) -- (3.1,0.6) -- (2.8,1) -- cycle;
  \draw[fill=lightblue!30] (3.0,0.3) -- (3.4,0.1) -- (3.7,0.5) -- (3.3,0.8) -- cycle;
  \draw[fill=lightblue!30] (2.5,0.8) -- (2.8,0.6) -- (3.2,1.0) -- (2.9,1.2) -- cycle;
  \node[below] at (3,0.2) {Ice cubes};

  % Draw boiling water effects at top
  \foreach \x/\y in {2.6/7.2, 3.0/6.8, 3.4/7.0, 2.8/7.5, 3.2/7.8} {
    \draw[fill=white] (\x,\y) circle (0.1);
  }
  \draw (3,8) .. controls (2.8,8.3) and (3.2,8.5) .. (3,8.7);
  \draw (3.5,8.1) .. controls (3.3,8.4) and (3.7,8.6) .. (3.5,8.8);
  \node at (3,7.5) {Boiling water};

  % Draw heat source at top
  \draw[decorate, decoration={zigzag, amplitude=3pt, segment length=6pt}, red] (1.8,8.5) -- (4.2,8.5);
  \node[above, red] at (3,8.5) {Heat applied};

  % Draw slow heat conduction arrows
  \foreach \y in {7.0,6.0,5.0,4.0,3.0,2.0} {
    \draw[->, >=stealth, thick, red] (3,\y+0.8) -- (3,\y);
  }
  \node[right, red] at (3.2,4) {Heat transfer (slow)};
\end{tikzpicture}"
291,A metal nut with a hole. Arrows show the hole expanding outward as temperature rises.,"\documentclass[tikz,border=3.14mm]{standalone}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}[>=Stealth]
    % Metal nut (hexagon)
    \draw[thick, fill=gray!30] (0:1.5) -- (60:1.5) -- (120:1.5) -- (180:1.5) -- (240:1.5) -- (300:1.5) -- cycle;
    
    % Central hole
    \draw[thick, fill=white] (0,0) circle (0.6cm);
    
    % Expansion arrows (radial outward)
    \foreach \angle in {0,45,...,315} {
        \draw[->, red, thick] (\angle:0.65) -- (\angle:1.2);
    }
    
    % Temperature rise indicator
    \draw[->, thick, blue] (2.2,0.8) -- (2.7,0.8) node[midway, above] {$\Delta T$};
    \node[blue] at (2.5,0.3) {Temperature};
    \node[blue] at (2.5,-0.2) {Rise};
\end{tikzpicture}
\end{document}"
292,"Beaker with liquid. Arrows show high-speed molecules leaving the surface, while slower molecules remain behind. A thermometer shows a lower reading.","\begin{tikzpicture}[scale=0.8]
    % Beaker outline
    \draw[thick] (0,0) -- (0,3) -- (0.5,3.5) -- (3.5,3.5) -- (4,3) -- (4,0) -- cycle;
    
    % Liquid surface
    \draw[thick] (0.2,2) -- (3.8,2);
    
    % High-speed molecules (leaving surface)
    \draw[-latex, thick, red] (1,2) -- (1,4);
    \draw[-latex, thick, red] (2,2) -- (2,3.7);
    \draw[-latex, thick, red] (3,2) -- (3,4.2);
    
    % Slower molecules (inside liquid)
    \foreach \x in {0.5,1.0,1.5,2.0,2.5,3.0,3.5} {
        \foreach \y in {0.4,0.8,1.2,1.6} {
            \fill (\x,\y) circle (1.5pt);
        }
    }
    
    % Thermometer
    \draw[thick] (5.5,0.5) circle (0.4); % Bulb
    \draw[thick] (5.1,0.9) -- (5.1,5) -- (5.9,5) -- (5.9,0.9) -- cycle; % Stem
    \fill[gray!60] (5.2,1.0) rectangle (5.8,1.8); % Low mercury level
    \draw[thick] (5.5,0.1) node[below] {Low}; % Label
\end{tikzpicture}"
293,"- A column of sea water: depth 20 m, labeled ""density = 1.3ρ_f"", pressure P.  
- A column of fresh water: depth 26 m, labeled ""density = ρ_f"", pressure P.  
- Arrows showing both pressures are equal numerically because depth × density is the same.","\begin{tikzpicture}[x=0.5cm, y=0.5cm]
    % Sea water column
    \fill[blue!30] (0,0) rectangle (4,20);
    \draw[thick] (0,0) rectangle (4,20);
    \node at (2,10) {Sea water};
    \node[above] at (2,20) {depth = 20 m};
    \node at (2,5) {density $=1.3\rho_f$};
    
    % Fresh water column
    \fill[blue!15] (6,0) rectangle (10,26);
    \draw[thick] (6,0) rectangle (10,26);
    \node at (8,13) {Fresh water};
    \node[above] at (8,26) {depth = 26 m};
    \node at (8,5) {density $=\rho_f$};
    
    % Pressure arrows
    \draw[->, thick] (2,-1) -- (2,0) node[midway, left] {$P$};
    \draw[->, thick] (8,-1) -- (8,0) node[midway, right] {$P$};
    
    % Equality indicator
    \draw[<->, very thick] (2,-2) -- (8,-2) node[midway, below] {Equal pressure};
\end{tikzpicture}"
294,"Ball at top of hill with upward arrow labeled ""GPE high, KE = 0""","\begin{tikzpicture}
    % Draw the hill (parabolic curve)
    \draw[thick] plot[domain=-3:3, smooth] (\x, { -(\x*\x)/9 });
    
    % Draw the ball at the top
    \fill (0,0) circle (2pt);
    
    % Draw the upward arrow with label
    \draw[->, thick] (0,0) -- (0,1.5) node[above] {GPE high, KE = 0};
\end{tikzpicture}"
295,"Ball midway down hill with downward arrow showing motion. Label: ""GPE decreasing → KE increasing""","\begin{tikzpicture}[scale=0.8]
    % Draw the hill (parabolic curve)
    \draw[thick] (0,0) parabola bend (3,-2) (6,0);
    
    % Draw the ball at midway point (x=3 on parabola)
    \fill (3,-2) circle (0.2) node[above right=0.1cm] {Ball};
    
    % Draw downward motion arrow tangent to the curve
    \draw[->, >=stealth, thick] (3,-2) -- ++(1.5,-1) 
        node[midway, right=0.1cm] {\footnotesize GPE decreasing $\rightarrow$ KE increasing};
\end{tikzpicture}"
296,"Simple sketch showing an astronaut standing on the Moon. An arrow labelled ""Weight = 120 N"" points downwards from the astronaut towards the Moon's surface. Text beside the astronaut says ""Mass = 75 kg"". Text near the Moon's surface says ""g = 1.6 N/kg"".","\documentclass[tikz]{standalone}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}[scale=0.8]
    % Moon's surface (curved ground)
    \draw[thick] (-3,0) to[out=0,in=180] (0,-0.5) to[out=0,in=180] (3,0);
    
    % Astronaut body
    \draw[fill=lightgray] (-0.3,0) rectangle (0.3,1.5); % Body
    \draw[fill=white] (0,1.7) circle (0.25); % Head
    \draw[fill=gray] (-0.6,0) rectangle (-0.3,0.2); % Left foot
    \draw[fill=gray] (0.3,0) rectangle (0.6,0.2); % Right foot
    
    % Weight arrow
    \draw[-{Stealth[scale=1.2]}, line width=1.5pt] (0,0.3) -- (0,-1.5) 
        node[midway, right=0.1cm] {Weight = 120 N};
    
    % Labels
    \node[anchor=west] at (1,1.2) {Mass = 75 kg};
    \node[anchor=west] at (1.5,-0.3) {$g = 1.6$ N/kg};
\end{tikzpicture}
\end{document}"
297,"Bird with arrow labeled ""Motion →"" pointing right. Air resistance arrow labeled ""← Air Resistance"" pointing left, opposite to motion.","\begin{tikzpicture}
    % Draw bird as a simple shape
    \draw[fill=lightgray] (0,0) circle (0.5cm) node[above=0.7cm] {Bird};
    
    % Motion arrow (pointing right)
    \draw[->, ultra thick, blue] (0.8,0.2) -- (3,0.2) 
        node[midway, above] {Motion →};
    
    % Air resistance arrow (pointing left)
    \draw[->, ultra thick, red] (-0.8,0.2) -- (-3,0.2) 
        node[midway, above] {← Air Resistance};
\end{tikzpicture}"
298,"Parachutist with downward arrow labeled ""Weight"" and upward arrow of equal length labeled ""Air resistance""","\documentclass[tikz]{standalone}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}[scale=0.8, >=Latex]

  % Parachute canopy
  \draw[fill=gray!20] (-1.5,2.5) .. controls (0,4) and (0,4) .. (1.5,2.5) -- cycle;
  
  % Parachute lines
  \draw (-1.3,2.3) -- (-0.5,1);
  \draw (1.3,2.3) -- (0.5,1);
  \draw (-0.7,2.1) -- (0,1);
  \draw (0.7,2.1) -- (0,1);

  % Parachutist body
  \draw[thick] (0,1) -- (0,-0.5); % torso
  \draw[thick] (0,0) -- (-0.5,-0.3); % left arm
  \draw[thick] (0,0) -- (0.5,-0.3); % right arm
  \draw[thick] (0,-0.5) -- (-0.4,-1.5); % left leg
  \draw[thick] (0,-0.5) -- (0.4,-1.5); % right leg
  \fill (0,0.8) circle (0.2); % head

  % Forces (equal length arrows)
  \draw[ultra thick, red, ->] (0,0) -- (0,-2) node[midway, right] {Weight};
  \draw[ultra thick, blue, ->] (0,2.5) -- (0,4.5) node[midway, right] {Air resistance};

\end{tikzpicture}
\end{document}"
299,Magnet with N-pole entering coil. Arrows inside coil show anticlockwise current. Galvanometer shows deflection to the left.,"\begin{tikzpicture}[>=Stealth]
    % Magnet moving into coil
    \draw[thick] (0,0.25) rectangle (1,0.75);
    \node at (1.05,0.5) {N}; % N-pole label
    \draw[->, thick] (0.5,1) -- (2.5,1) node[midway, above] {Motion};

    % Coil with anticlockwise current arrows
    \draw[thick] (2.5,0) -- (3,0);
    \foreach \x in {0,60,...,300} {
        \draw (\x/100+3,0) arc (0:180:0.2);
        \draw (\x/100+3.4,0) arc (180:0:0.2);
    }
    \draw[thick] (4.4,0) -- (5,0);
    
    % Anticlockwise current arrows inside coil
    \draw[->, blue, thick] (3.7,0.3) arc (45:400:0.25);
    \draw[->, blue, thick] (4.1,0.3) arc (45:400:0.25);

    % Galvanometer circuit
    \draw[thick] (2.5,0) -- (2.5,-2) -- (5,-2) -- (5,0);
    \draw (3.5,-2) to[galvanometer, name=G] (4,-2);
    
    % Galvanometer deflection (left)
    \draw[thick, red, ->] (G.center) -- (3.7,-2) node[midway, above] {};
\end{tikzpicture}"
300,Magnet with N-pole leaving coil. Arrows inside coil show clockwise current. Galvanometer shows deflection to the right.,"\begin{tikzpicture}[>=Stealth]
    % Magnet
    \draw[thick] (1.5,-0.3) rectangle (4.5,0.3);
    \node at (1.5,0) [left] {S};
    \node at (4.5,0) [right] {N};
    \draw[->, thick] (3.5,0.6) -- (4.5,0.6) node[midway, above] {Motion};

    % Coil
    \draw[decorate, decoration={coil, segment length=10mm, amplitude=4mm, aspect=0.7}] (0,0) -- (4,0);

    % Current direction (clockwise)
    \draw[->, thick] (2,0.3) arc (90:-270:0.3cm);

    % Galvanometer connections
    \draw (0,0) -- (0,-2);
    \draw (4,0) -- (4,-2);
    \draw (0,-2) -- (1.5,-2) -- (1.5,-3);
    \draw (4,-2) -- (2.5,-2) -- (2.5,-3);

    % Galvanometer
    \node[draw, circle, minimum size=12mm] (G) at (2,-3) {};
    \node at (G.south) [below] {G};
    \draw[thick] (G.center) -- ++(70:0.4); % Deflected to the right (20° from vertical)
    \draw[dashed] (G.center) -- ++(90:0.4); % Reference vertical line
\end{tikzpicture}"
301,Sketch showing X and Y connected to AND gate. AND output and Z connected to OR gate. Final output from OR gate.,"\begin{circuitikz}
    % Place AND gate
    \node[and port] (and) at (0,0) {};
    
    % Place OR gate to the right of AND
    \node[or port] (or) at (3,0) {};
    
    % Draw input X connected to AND top input
    \draw (and.in 1) -- ++(-0.5,0) node[left] (X) {X};
    
    % Draw input Y connected to AND bottom input
    \draw (and.in 2) -- ++(-0.5,0) node[left] (Y) {Y};
    
    % Draw input Z connected to OR bottom input
    \draw (or.in 2) -- ++(-0.5,0) node[left] (Z) {Z};
    
    % Connect AND output to OR top input with right-angle path
    \draw (and.out) -- ++(0.5,0) coordinate (tmp) |- (or.in 1);
    
    % Draw final output from OR
    \draw (or.out) -- ++(0.5,0) node[right] {Output};
\end{circuitikz}"
