,Question,Answer
33,"1. **Defining the problem**  
   – \( A \) is the independent variable and \( k \) is the dependent variable or vary \( A \) and measure \( k \).  
   – Keep \( N \) constant.  

2. **Methods of data collection**  
   – Labelled diagram of workable experiment including:  
     - Spring fixed at one end to a support.  
     - Load attached to the other end of the spring.  
     - Labelled load.  
   – Method to measure mass or weight of load: use top-pan balance to measure mass or newton meter to measure weight.  
   – Use of a micrometer/calipers to determine \( t \) and rule/calipers to measure the diameter of the spring.  
   – Method to measure extension, e.g. labelled ruler drawn parallel to spring, equilibrium position and displaced position indicated and \( x \) indicated or description of use of ruler to measure equilibrium position and displaced position and difference determined.  

3. **Method of analysis**  
   – Plot a graph of \( k \) against \( \frac{1}{A^{3/2}} \) (or \( A^{-3/2} \)) or equivalent e.g. \( \lg k \) against \( \lg A \).  
   – Relationship valid if a straight line passing through the origin is produced (for \( \lg k \) against \( \lg A \), relationship valid if a straight line with gradient \( -\frac{3}{2} \)).  
   – \( \beta = \frac{\text{gradient} \times N}{\rho t^4} \).  
   – [For \( \lg k \) against \( \lg A \), \( \beta = \frac{10^{\text{y-intercept}} \times N}{\rho t^4} \).]  

4. **Additional detail including safety considerations**  
   – Use safety goggles/safety screen to prevent injury to eyes from (moving) spring/load or use cushion/sand box in case load falls.  
   – Keep \( t \) constant.  
   – \( k = \frac{mg}{x} \) or \( \frac{F}{x} \).  
   – Use of set square when taking measurements to determine extension of spring.  
   – Repeat measurement of \( t \) along wire/spring and average.  
   – Repeat measurement of diameter \( D \) of spring (to determine \( A \)) in different directions and average.  
   – Use of \( A = \frac{\pi D^2}{4} \).  
   – Method to ensure clamped rule to measure extension is vertical, e.g. correctly positioned set square indicated at right angles between the rule and the horizontal surface or plumb line shown in appropriate position.  
   – Method to determine the density of the wire or additional detail on construction of coil.  
   – Method to determine the mean diameter of the spring, e.g. subtract \( t \) from external diameter of spring.","1 A student investigates springs made of metal wire, as shown in Fig. 1.1.

cross-sectional area \( A \)

metal wire

Fig. 1.1

The student constructs several springs from wire of thickness \( t \). Each spring has a different cross-sectional area \( A \).

The student investigates how the spring constant \( k \) varies with \( A \).

It is suggested that the relationship between \( k \) and \( A \) is  
\[ k = \frac{\beta \rho t^4}{3 A^2 N} \]  
where \( \rho \) is the density of the metal, \( N \) is the number of turns of wire on the spring and \( \beta \) is a constant.

Design a laboratory experiment to test the relationship between \( k \) and \( A \). Explain how your results could be used to determine a value for \( \beta \).

You should draw a diagram showing the arrangement of your equipment.

In your account you should pay particular attention to:  
● the procedure to be followed  
● the measurements to be taken  
● the control of variables  
● the analysis of the data  
● any safety precautions to be taken."
34,"**Mark Scheme**  

1. **Defining the problem**  
   - \( R \) is the independent variable and \( t \) is the dependent variable or vary \( R \) and measure \( t \).  
   - Keep the number of turns on the coil \( N \) constant.  

2. **Methods of data collection**  
   - Labelled diagram or correct symbols including:  
     - Labelled (d.c.) power supply.  
     - Switch in series with power supply, resistor, and coil.  
     - Complete workable circuit.  
   - Circuit diagram to measure \( R \), e.g., ammeter and voltmeter correctly positioned or \( R \) connected to ohmmeter with no other connections.  
   - Method to determine \( t \) (of a few milliseconds), e.g., use (storage) oscilloscope or current/voltage sensor connected to datalogger/computer.  
   - Method to determine \( A \), e.g., micrometer/calipers to determine diameter of coil and \( A = \frac{\pi d^2}{4} \).  

3. **Method of analysis**  
   - Plot a graph of \( t \) against \( \frac{1}{R} \).  
   - Relationship valid if a straight line passing through the origin is produced.  
   - \( K = \frac{\text{gradient} \times L}{A N^2} \).  

4. **Additional detail including safety considerations**  
   - Open switch/switch off (high voltage) circuit before changing the resistor/touching components or ensure no bare wires/use shrouded connectors.  
   - Wear (insulating) gloves to prevent electric shock/electrocution.  
   - Keep \( A \) and \( L \) constant.  
   - Use ruler/calipers to measure \( L \).  
   - Repeat measurements of diameter in different directions/at points along the coil and average.  
   - Method to determine \( R \), e.g., \( R = \frac{V}{I} \) linked to correct circuit diagram for ammeter/voltmeter method or measure resistance using ohmmeter.  
   - Repeat experiment for each value of \( R \) and average \( t \).  
   - Method to determine \( t \): use of time-base from oscilloscope explained or use of time axis of output from datalogger/computer explained.  
   - Use smaller values of \( R \) to increase \( I \).  
   - Reduce \( L \) or increase \( N \) or increase \( A \) to increase \( t \).","1 A student investigates the current in a coil and a resistor connected in series, as shown in Fig. 1.1.

\begin{center}
coil \\
R \\
\textbf{Fig. 1.1}
\end{center}

The student connects a high-voltage d.c. power supply and a switch across the series combination. When the switch is closed, it takes time \( t \) for the current in the resistor of resistance \( R \) to reach a maximum value. The time \( t \) is a few milliseconds. There are a number of different unmarked resistors available.

It is suggested that the relationship between \( t \) and \( R \) is  
\[
t = \frac{KN^2A}{LR}
\]  
where \( N \) is the number of turns of wire on the coil, \( A \) is the cross-sectional area of the coil, \( L \) is the length of the coil and \( K \) is a constant.

Design a laboratory experiment to test the relationship between \( t \) and \( R \). Explain how your results could be used to determine a value for \( K \).  

You should draw a diagram showing the arrangement of your equipment. In your account you should pay particular attention to:  
- the procedure to be followed  
- the measurements to be taken  
- the control of variables  
- the analysis of the data  
- any safety precautions to be taken."
35,"1. Defining the problem  
\- \( R \) is the independent variable and \( t \) is the dependent variable or vary \( R \) and measure \( t \)  
\- Keep the number of turns on the coil \( N \) constant  

2. Methods of data collection  
\- Labelled diagram or correct symbols including:  
  - Labelled (d.c.) power supply  
  - Switch in series with power supply, resistor, and coil  
  - Complete workable circuit  
\- Circuit diagram to measure \( R \), e.g. ammeter and voltmeter correctly positioned or \( R \) connected to ohmmeter with no other connections  
\- Method to determine \( t \) (of a few milliseconds), e.g. use (storage) oscilloscope or current/voltage sensor connected to datalogger/computer  
\- Method to determine \( A \), e.g. micrometer/calipers to determine diameter of coil and \( A = \frac{\pi d^2}{4} \)  

3. Method of analysis  
\- Plot a graph of \( t \) against \( \frac{1}{R} \) (allow \( \log t \) against \( \log R \))  
\- Relationship valid if a straight line passing through the origin is produced (allow gradient = –1 for graph of \( \log t \) against \( \log R \))  
\- \( K = \frac{\text{gradient} \times L}{A N^2} \)  

4. Additional detail including safety considerations  
\- Open switch/switch off (high voltage) circuit before changing the resistor/touching components or ensure no bare wires/use shrouded connectors  
\- Wear (insulating) gloves to prevent electric shock/electrocution  
\- Keep \( A \) and \( L \) constant  
\- Use ruler/calipers to measure \( L \)  
\- Repeat measurements of diameter in different directions/at points along the coil and average  
\- Method to determine \( R \), e.g. \( R = \frac{V}{I} \) linked to correct circuit diagram for ammeter/voltmeter method or measure resistance using ohmmeter  
\- Repeat experiment for each value of \( R \) and average \( t \)  
\- Method to determine \( t \): use of time-base from oscilloscope explained or use of time axis of output from data logger/computer explained  
\- Use smaller values of \( R \) to increase \( I \)  
\- Reduce \( L \) or increase \( N \) or increase \( A \) to increase \( t \)","1 A student investigates the current in a coil and a resistor connected in series, as shown in Fig. 1.1.

\begin{figure}[h]
\centering
\caption*{Fig. 1.1}
\begin{circuitikz}
\draw (0,0) to[battery1, l=high-voltage d.c.] (0,2) -- (2,2) to[closing switch] (4,2) -- (4,0) to[L, l=coil] (2,0) to[R, l=$R$] (0,0);
\end{circuitikz}
\end{figure}

The student connects a high-voltage d.c. power supply and a switch across the series combination. When the switch is closed, it takes time \(t\) for the current in the resistor of resistance \(R\) to reach a maximum value. The time \(t\) is a few milliseconds. There are a number of different unmarked resistors available.

It is suggested that the relationship between \(t\) and \(R\) is  
\[
t = \frac{KN^2A}{LR},
\]  
where \(N\) is the number of turns of wire on the coil, \(A\) is the cross-sectional area of the coil, \(L\) is the length of the coil, and \(K\) is a constant.

Design a laboratory experiment to test the relationship between \(t\) and \(R\). Explain how your results could be used to determine a value for \(K\).  

In your account you should pay particular attention to:  
- the procedure to be followed  
- the measurements to be taken  
- the control of variables  
- the analysis of the data  
- any safety precautions to be taken."
36,"1. **Defining the problem**  
   - \( d \) is the independent variable and \( V \) is the dependent variable or vary \( d \) and measure \( V \). (1 mark)  
   - Keep \( A \) (area of overlap of plates) constant. (1 mark)  

2. **Methods of data collection**  
   - Labelled diagram including:  
     - Circuit with voltmeter in parallel with capacitor.  
     - Capacitor and voltmeter connected to plates (no power supply during discharge).  
     - Correct symbols for capacitor and voltmeter. (1 mark)  
   - Method to charge plates (e.g., separate circuit with power supply or switches). (1 mark)  
   - Use calipers/micrometer to measure \( d \) or spacer thickness. (1 mark)  
   - Use ruler to measure lengths for \( A = \text{length} \times \text{breadth} \). (1 mark)  

3. **Method of analysis**  
   - Plot graph of \( \frac{1}{V} \) against \( d \) or \( d \) against \( \frac{1}{V} \). (1 mark)  
   - Determine \( K = \frac{C \times \text{y-intercept}}{\text{gradient} \times A} \) or equivalent. (1 mark)  
   - Determine \( W = \frac{1}{\text{y-intercept}} \) or equivalent. (1 mark)  

4. **Additional detail (safety/controls/measurements)**  
   - Use gloves/insulation to prevent electric shock. (1 mark)  
   - Keep initial p.d. or charge constant. (1 mark)  
   - Method to measure capacitance \( C \). (1 mark)  
   - Use switches in circuit. (1 mark)  
   - Discharge capacitor between experiments. (1 mark)  
   - Repeat measurements of \( d \) and \( V \), averaging results. (1 mark)  
   - Insulate plates or use non-conductive supports. (1 mark)  
   - Use high voltage or small capacitance for better readings. (1 mark)  
   - Check linearity of graph to validate relationship. (1 mark)","1 Two parallel metal plates, each of area \( A \), are separated by a small distance \( d \), as shown in Fig. 1.1.  
\begin{center}  
area \( A \)  
metal plates  
\( d \)  
Fig. 1.1 (not to scale)  
\end{center}  
The plates are initially charged using a power supply.  
The plates are then connected to an uncharged capacitor. The potential difference \( V \) across the capacitor is measured.  
It is suggested that \( V \) is related to \( d \) by the relationship  
\[  
\frac{W C d}{V K A} = 1  
\]  
where \( C \) is the capacitance of the capacitor, and \( K \) and \( W \) are constants.  
Plan a laboratory experiment to test the relationship between \( V \) and \( d \).  
Draw a diagram showing the arrangement of your equipment.  
Explain how the results could be used to determine values for \( K \) and \( W \).  
In your plan you should include:  
- the procedure to be followed  
- the measurements to be taken  
- the control of variables  
- the analysis of the data  
- any safety precautions to be taken.  

\vspace{2cm}  
**Diagram**"
37,"1 Defining the problem  
- \( d \) is the independent variable and \( V \) is the dependent variable or vary \( d \) and measure \( V \)  
- keep \( A \) or area (of overlap) of plates constant  

Methods of data collection  
- labelled diagram of workable experiment including:  
  - circuit diagram with voltmeter connected in parallel with the capacitor  
  - capacitor and voltmeter connected to the metal plates with no power supply in discharge part of the circuit  
  - correct symbols for capacitor and voltmeter  
- method to charge parallel plates, e.g. separate circuit diagram showing plates connected to a d.c. power supply or combined circuit with switches and d.c. power supply  
- use calipers to measure \( d \)  
  or  
  use micrometer/calipers to measure thickness of spacers  
- use rule(r) to measure lengths to determine \( A \) and \( A = \text{length} \times \text{breadth} \)  

Method of analysis  
- plot a graph of \( \frac{1}{V} \) against \( d \) or equivalent (e.g. \( d \) against \( \frac{1}{V} \))  
- \( K = \frac{y\text{-intercept} \times C}{\text{gradient} \times A} \) or \( K = \frac{C}{W} \)  
  (for \( d \) against \( \frac{1}{V} \): \( K = -\frac{y\text{-intercept} \times C}{A} \))  
- \( W = \frac{1}{y\text{-intercept}} \)  
  (for \( d \) against \( \frac{1}{V} \): \( W = -\frac{\text{gradient}}{y\text{-intercept}} \) or \( W = \frac{\text{gradient} \times C}{AK} \))  

Additional detail including safety considerations  
- use gloves to prevent electric shock or do not touch metal plates to avoid shocks  
- keep the initial p.d. across plates or initial charge constant  
- method to determine the value of \( C \), e.g. description of an experiment to measure p.d. or current against time during discharge through a resistor  
- method of operation of circuit(s) using switch(es)  
- description of method to fully discharge capacitor, e.g. between experiments, short-circuit the capacitor or use of switch in parallel with capacitor  
- repeat measurements of \( d \) at different points across plates and average  
- repeat measurements of \( V \) for same \( d \) and average \( V \)  
- bottom plate resting on insulating material or top plate supported by strings  
- use high voltage power supply to increase charge on plates  
  or  
  use a very small value of capacitance to increase voltmeter reading  
- relationship valid if a straight line is produced (not passing through the origin)","1 Two parallel metal plates, each of area \( A \), are separated by a small distance \( d \), as shown in Fig. 1.1.  
area \( A \)  
metal plates  
\( d \)  
Fig. 1.1 (not to scale)  

The plates are initially charged using a power supply. The plates are then connected to an uncharged capacitor. The potential difference \( V \) across the capacitor is measured.  

It is suggested that \( V \) is related to \( d \) by the relationship  
\[
\frac{W}{Cd} = 1 + \frac{V}{KA}
\]  
where \( C \) is the capacitance of the capacitor, and \( K \) and \( W \) are constants.  

Plan a laboratory experiment to test the relationship between \( V \) and \( d \).  
Draw a diagram showing the arrangement of your equipment.  
Explain how the results could be used to determine values for \( K \) and \( W \).  

In your plan you should include:  
- the procedure to be followed  
- the measurements to be taken  
- the control of variables  
- the analysis of the data  
- any safety precautions to be taken."
38,"1 Defining the problem  
\\(\theta\\) is the independent variable and \(t\) is the dependent variable or vary \(\theta\) and measure \(t\)  
keep \(d\) constant  

Methods of data collection  
labelled diagram of workable experiment including:  
- plane supported by stand / support  
- stand/support on bench/floor/horizontal surface  
- minimum of two labels from cube, cylinder, (inclined) plane, method of support, bench/floor/horizontal surface, pulley, string  

diagram showing method to measure \(d\), e.g.:  
- clamped vertical rule near cylinder  
- drawn rule on plane used to measure \(d\)  
- distance \(d\) marked on plane and rule used to determine \(d\)  

use a protractor to measure \(\theta\)  
or  
use a rule(r) to measure appropriate lengths for a trigonometric calculation  

use a timer/stop-watch to measure \(t\) or light gates connected to a timer to measure \(t\)  

Method of Analysis  
plot a graph of \(\frac{1}{t^2}\) against \(\sin\theta\) or equivalent (e.g. \(\sin\theta\) against \(\frac{1}{t^2}\))  
\(H = \frac{2d(A + B)}{A} \times \text{gradient}\)  
\(K = -\frac{2d(A + B)}{A} \times \text{y-intercept}\)  

Additional detail including safety considerations  
D1 Safety precaution linked to falling cylinder, e.g. use of cushion/sand box  
D2 Protractor correctly positioned on diagram  
D3 Keep \(A\) and \(B\) constant  
D4 Use a (top-pan) balance to measure \(A\) and \(B\)  
D5 Correct positioning of light gates or video camera to determine \(t\)  
D6 Method to release cylinder/cube  
D7 Method to keep \(d\) constant as \(\theta\) changes  
D8 Use large \(d\) to increase \(t\)  
D9 Repeat measurements of \(t\) for the same \(\theta\)  
D10 Relationship valid if a straight line is produced (not passing through the origin)","1 A wooden cube of mass \( A \) is placed on an inclined plane. The cube is attached to a cylinder of mass \( B \) using string that passes over a pulley, as shown in Fig. 1.1.  
\begin{center}  
pulley  
string  
cube  
cylinder  
plane  
horizontal  
surface  
\( \theta \)  
Fig. 1.1 (not to scale)  
\end{center}  
The angle between the plane and the horizontal surface is \( \theta \). Initially the cylinder is held at rest. The cylinder is released. The time for the cylinder to fall a distance \( d \) is \( t \).  

It is suggested that \( t \) is related to \( \theta \) by the relationship  
\[  
\frac{2d}{t^2} = \frac{A H \sin \theta - K A}{A + B}  
\]  
where \( H \) and \( K \) are constants.  

Plan a laboratory experiment to test the relationship between \( t \) and \( \theta \).  
Draw a diagram showing the arrangement of your equipment.  
Explain how the results could be used to determine values for \( H \) and \( K \).  

In your plan you should include:  
- the procedure to be followed  
- the measurements to be taken  
- the control of variables  
- the analysis of the data  
- any safety precautions to be taken.  

Diagram"
39,"**Mark Scheme**  

Defining the problem  
- \(\theta\) is the independent variable and \(t\) is the dependent variable or vary \(\theta\) and measure \(t\).  
- Keep \(d\) constant.  

Methods of data collection  
- Labelled diagram of workable experiment including:  
  - Plane supported by stand/support.  
  - Stand/support on bench/floor/horizontal surface.  
  - Minimum of two labels from cube, cylinder, (inclined) plane, method of support, bench/floor/horizontal surface, pulley, string.  
- Diagram showing method to measure \(d\), e.g.:  
  - Clamped vertical rule near cylinder.  
  - Drawn rule on plane used to measure \(d\).  
  - Distance \(d\) marked on plane and rule used to determine \(d\).  
- Use a protractor to measure \(\theta\) or use a ruler to measure appropriate lengths for a trigonometric calculation.  
- Use a timer/stop-watch to measure \(t\) or light gates connected to a timer to measure \(t\).  

Method of Analysis  
- Plot a graph of \(\frac{1}{t^2}\) against \(\sin\theta\) or equivalent (e.g. \(\sin\theta\) against \(\frac{1}{t^2}\)).  
- \(H = \frac{2d(A+B)}{A} \times \text{gradient}\).  
  (For \(\sin\theta\) against \(\frac{1}{t^2}\): \(H = \frac{2d(A+B)}{A \times \text{gradient}}\).)  
- \(K = \frac{2d(A+B)}{A} \times \text{y-intercept}\).  
  (For \(\sin\theta\) against \(\frac{1}{t^2}\): \(K = -H \times \text{y-intercept}\).)  

Additional detail including safety considerations  
- Safety precaution linked to falling cylinder, e.g. use of cushion/sand box.  
- Protractor correctly positioned on diagram or appropriate trigonometric relationship for marked lengths.  
- Keep \(A\) and \(B\) constant.  
- Use a balance to measure \(A\) and \(B\).  
- Correct positioning of light gates or video camera to determine \(t\).  
- Method to release cylinder/cube, e.g. cube held by set square.  
- Method to keep \(d\) constant as \(\theta\) changes.  
- Method to increase \(t\), e.g. use large \(d\).  
- Repeat measurements of \(t\) for the same \(\theta\) and average \(t\).  
- Relationship valid if a straight line is produced (not passing through the origin).","1 A wooden cube of mass \( A \) is placed on an inclined plane. The cube is attached to a cylinder of mass \( B \) using string that passes over a pulley, as shown in Fig. 1.1.

\begin{center}
pulley \\
string \\
cube \\
cylinder \\
plane \\
horizontal \\
surface \\
\( \theta \)
\end{center}

Fig. 1.1 (not to scale)

The angle between the plane and the horizontal surface is \( \theta \). Initially the cylinder is held at rest. The cylinder is released. The time for the cylinder to fall a distance \( d \) is \( t \).

It is suggested that \( t \) is related to \( \theta \) by the relationship  
\[
\frac{2d}{t^2} = \frac{A H \sin \theta - K A}{A + B}
\]  
where \( H \) and \( K \) are constants.

Plan a laboratory experiment to test the relationship between \( t \) and \( \theta \). Draw a diagram showing the arrangement of your equipment. Explain how the results could be used to determine values for \( H \) and \( K \).

In your plan you should include:  
● the procedure to be followed  
● the measurements to be taken  
● the control of variables  
● the analysis of the data  
● any safety precautions to be taken.

Diagram"
40,"1. Defining the problem  
Independent variable: \( t \), dependent variable: \( T_C \) or vary \( t \) and measure \( T_C \).  
Keep \( T_R \) constant.  

2. Methods of data collection  
Labelled diagram including:  
- Solid cylinder cooling  
- Insulation surrounding cylinder  
- Thermometer touching cylinder inside insulation  
- Method to heat cylinder uniformly (e.g., oven/hot water)  
- Method to determine \( t \) (e.g., stopwatch/data logger)  
- Measure \( L \) (e.g., ruler) and \( d \) (e.g., calipers/micrometer).  

3. Method of analysis  
Plot \( \ln(T_C - T_R) \) against \( t \).  
\( U = -\frac{mc \times \text{gradient}}{A} \).  
\( Z = e^{\text{y-intercept}} \).  

4. Additional detail including safety precautions  
- Prevent burns (e.g., gloves/tongs).  
- Constant insulation thickness.  
- Measure \( m \) with balance.  
- Ensure uniform initial temperature.  
- Surface area \( A = \pi d L + \frac{\pi d^2}{2} \).  
- Repeat \( d \) measurements for average.  
- Determine \( c \) via \( c = \frac{\Delta E}{m \Delta \theta} \).  
- Use joulemeter/IVt for \( \Delta E \).  
- Average \( T_C \) with multiple sensors.  
- Validate linearity (straight line with y-intercept = \( \ln Z \)).","1 Fig. 1.1 shows a small solid metal cylinder of mass \( m \), length \( L \) and diameter \( d \).

\begin{center}
\( L \)

\( d \)

Fig. 1.1
\end{center}

The cylinder is heated to a uniform temperature. The cylinder is then removed from the heat source and the cylinder is wrapped in an insulating material.

The temperature of the room is \( T_R \). At time \( t \) after the cylinder starts to cool, the surface temperature of the cylinder is \( T_C \).

It is suggested that \( T_C \) is related to \( t \) by the relationship  
\[
(T_C - T_R) = Z e^{-\frac{UA}{mc} t}
\]  
where \( A \) is the total surface area of the cylinder, \( c \) is the specific heat capacity of the metal, and \( U \) and \( Z \) are constants.

Plan a laboratory experiment to test the relationship between \( T_C \) and \( t \).  
Draw a diagram showing the arrangement of your equipment.  
Explain how the results could be used to determine values for \( U \) and \( Z \).  

In your plan you should include:  
- the procedure to be followed  
- the measurements to be taken  
- the control of variables  
- the analysis of the data  
- any safety precautions to be taken."
41,"1. Defining the problem  
- \(t\) is the independent variable and \(T_C\) is the dependent variable or vary \(t\) and measure \(T_C\)  
- keep \(T_R\) constant  

2. Methods of data collection  
- labelled diagram of workable experiment including:  
  - solid cylinder cooling  
  - insulation surrounding all of the cylinder  
  - thermometer touching cylinder inside insulation  
  - insulation and thermometer labelled  
- method to heat the cylinder uniformly, e.g. place in oven/immerse in hot water or diagram showing cylinder in oven or hot water  
- method to determine time \(t\), e.g. stopwatch or temperature sensor connected to a data logger  
- method to measure \(L\) e.g. use a ruler/calipers/micrometer  
- method to measure \(d\) e.g. use calipers/micrometer  

3. Method of Analysis  
- plot a graph of \(\ln(T_C - T_R)\) against \(t\)  
- \(U = -\frac{mc \times \text{gradient}}{A}\)  
- \(Z = e^{\text{y-intercept}}\)  

4. Additional detail including safety considerations  
- precaution to prevent burns or use of hot cylinder / oven / hot water e.g. use of gloves, use of tongs  
- keep thickness of the insulating material constant (for each \(T_C\))  
- method to measure \(m\), e.g. use a (top-pan) balance  
- for water bath/oven methods, wait for initial temperature of the cylinder to become uniform or constant throughout the cylinder  
- (surface) \(A = \pi dL + \frac{\pi d^2}{2}\) or \(\pi dL + 2\left(\frac{\pi d^2}{4}\right)\)  
- repeat measurements of \(d\) along the length of the cylinder / in different directions and determine the average value of \(d\)  
- description of how \(c\) is determined from a separate experiment by heating the cylinder using electrical heater and \(c = \frac{\Delta E}{m \Delta \theta}\)  
- method of determining energy supplied to electrical heater to determine \(c\), e.g. use of joulemeter for \(\Delta E\) or electrical method using ammeter and voltmeter to determine \(IVt\)  
- use several temperature sensors and determine the average \(T_C\)  
- relationship valid if a straight line is produced (with y-intercept = \(\ln Z\))","1 Fig. 1.1 shows a small solid metal cylinder of mass \(m\), length \(L\) and diameter \(d\).  
\begin{center}  
\(L\)  
\(d\)  
Fig. 1.1  
\end{center}  
The cylinder is heated to a uniform temperature. The cylinder is then removed from the heat source and wrapped in an insulating material.  
The temperature of the room is \(T_R\). At time \(t\) after the cylinder starts to cool, the surface temperature of the cylinder is \(T_C\).  
It is suggested that \(T_C\) is related to \(t\) by the relationship  
\[
(T_C - T_R) = Z e^{-\frac{UA}{mc}t}
\]  
where \(A\) is the total surface area of the cylinder, \(c\) is the specific heat capacity of the metal, and \(U\) and \(Z\) are constants.  
Plan a laboratory experiment to test the relationship between \(T_C\) and \(t\).  
Draw a diagram showing the arrangement of your equipment.  
Explain how the results could be used to determine values for \(U\) and \(Z\).  
In your plan you should include:  
- the procedure to be followed  
- the measurements to be taken  
- the control of variables  
- the analysis of the data  
- any safety precautions to be taken.  

Diagram"
42,"Defining the problem (3 marks)  
P1 \(p\) is the independent variable or vary \(p\). [1]  
P2 \(A\) is the dependent variable or determine \(A\) for different \(p\). [1]  
P3 Keep the incident amplitude constant (allow volume of sound or power/intensity output). [1]  

Methods of data collection (5 marks)  
M1 Labelled diagram of a workable arrangement including source of sound – glass window – detector of sound. [1]  
M2 Method of measuring pressure. Use bourdon gauge/manometer or pressure gauge. [1]  
M3 Method of reducing pressure. Use (vacuum) pump to withdraw air from glass window. [1]  
M4 Method of measuring amplitude. Measure amplitude from oscilloscope. [1]  
M5 Perform experiment in quiet room. [1]  

Method of analysis (2 marks)  
A1 Appropriate quantities plotted i.e. \(A^2\) against \(p\); or \(\lg A\) against \(\lg p\) or \(A\) against \(\sqrt{p}\). [1]  
A2 Relationship to be correct i.e. graph is a straight line through the origin. [1]  

Safety considerations (1 mark)  
S1 Relevant safety precaution related to either the use of glass or intensity of sound, [1] e.g. wear ear defenders, switch on sound source for short period of time. Protection (goggles/safety screen) in case glass breaks.  

Additional detail (4 marks).  
D1/2/3/4 Relevant points might include: [4]  
Method of ensuring that output from speaker is constant.  
Method of reducing sound reflections from e.g. foam/speaker \& microphone close to glass.  
Window perpendicular to sound source.  
Detail explaining use of oscilloscope to measure amplitude.  
Difficulty in measuring amplitude at small pressures/use a loud incident source.  
Control (or monitoring) of one additional variable e.g. temperature, frequency, distances.  
Allow time for the temperature/pressure between the glass to stabilise.  
Discussion of attenuation in air/frame/glass.","1 Double glazing can be used for sound insulation. Double-glazed windows consist of two panes of glass with air in the space between them. Manufacturers reduce the air pressure in the space between the panes of glass to reduce the amplitude of sound transmitted through the window.  

It is suggested that the amplitude \(A\) of sound transmitted through a double-glazed window is related to the air pressure \(p\) in the space between the panes by the equation  
\[
A = k p
\]  
where \(k\) is a constant.  

Fig. 1.1 shows a laboratory model of a double-glazed window. It consists of two panes of glass. There is a tube connected to the space between the two panes so that air may be removed.  

Design a laboratory experiment to investigate whether \(A\) is related to \(p\) as indicated in the above equation when \(p\) is reduced. You should draw a diagram showing the arrangement of your equipment. In your account you should pay particular attention to  
(a) the procedure to be followed,  
(b) how the air pressure between the panes of glass would be measured,  
(c) how the amplitude of the sound would be measured,  
(d) the control of variables,  
(e) how the data would be analysed,  
(f) any safety precautions that you would take.  

Diagram"
43,"(a)  
P1: Independent variable: \(d\) (vary \(d\))  
P2: Dependent variable: \(R\)  
P3: Control variable: Keep light source output constant (constant current/voltage/power)  

(b)  
M1: Diagram shows LDR circuit + independent light source  
M2: Diagram shows ruler/measurement of \(d\)  
M3: Correct circuit for measuring \(R\) (voltmeter + ammeter/potential divider/ohmmeter)  
M4: Method to determine \(R\) (e.g., \(R = \frac{V}{I}\), ohmmeter, potential divider equation)  
M5: Perform experiment in dark room/tube  

(c)  
A1: Plot \(\log R\) vs. \(\log d\)  
A2: Verify straight-line graph (gradient \(n\), intercept \(\log k\))  

(d)  
S1: Avoid direct eye exposure to bright light/use safety glasses  

(e)  
D1: Measure \(d\) with ruler/tape (fixed orientation between LDR and light source)  
D2: Maintain fixed LDR-light source alignment (e.g., optical bench/clamps)  
D3: Use appropriate current range/ammeter sensitivity  
D4: Monitor light source output (e.g., check voltage/current stability)","1 A student wishes to investigate how the resistance \(R\) of a light-dependent resistor varies with the distance \(d\) from an intense light source.  
It is believed that the relationship between \(R\) and \(d\) is  
\[
R = kd^n
\]  
where \(k\) and \(n\) are constants.  

Design a laboratory experiment to test the above relationship. The light-dependent resistor has a resistance of \(100\ \Omega\) when it is in bright light and a resistance of \(500\ \text{k}\Omega\) when no light falls on it.  

You should draw a diagram showing the arrangement of your equipment. In your account you should pay particular attention to  
(a) the procedure to be followed,  
(b) the measurements that would be taken,  
(c) the control of variables,  
(d) how the data would be analysed,  
(e) any safety precautions that you would take.  
[15]"
