,Question,Mark Scheme
519,"A balloon and a mass are attached to a rod that is pivoted at P.

The balloon is filled with helium,a gas less dense than air,so that it applies an upward force on the rod.
The rod is horizontal and stationary.
Which action causes the rod to rotate clockwise?

Move both the balloon and mass 10cm to the left.
Move both the balloon and mass 10cm to the right.
Move both the balloon and mass to the 25 cm mark.
Move the balloon to the 20 cm mark and the mass to the 30cm mark.",B
520,"A force acting on a moving ball causes its motion to change. This force stays constant.
What makes the force produce a greater change in the motion of the ball?

decreasing the total mass of the ball
increasing the temperature of the ball
using a ball with a hollow centre but the same mass
using a different material for the ball so that it has a lower density but the same mass",A
521,"An object always has mass but does not always have weight.
What must be present and acting on the mass for it to have weight?

a gravitational field
a set of scales
displaced water
friction due to air resistance",A
522,"Diagram 1 shows a beam balance. A beaker with a wire loop balances the standard masses.
The beaker is then removed and hung from a spring. The spring extends by 5.0cm, as in diagram 2.

The experiment is repeated with the same apparatus on the Moon,where the acceleration of free fall is less than on Earth.
Which statement describes what happens on the Moon?

The beam balance is balanced and the spring extends by 5.0cm.
The beam balance is balanced and the spring extends by less than 5.0cm.
The right-hand balance pan is higher and the spring extends by 5.0cm.
The right-hand balance pan is higher and the spring extends by less than 5.0cm.",B
523,"A car is moving along a straight, level road, with a constant acceleration.
Which graph shows the motion of the car?",D
524,"When does an object falling vertically through the air reach terminal velocity?

when the acceleration of the object becomes negative
when the acceleration of the object is equal to g
when the air resistance equals the weight of the object
when the air resistance is greater than the weight of the object",C
525,"A length of cotton is measured between two points on a ruler.

When the length of cotton is wound closely around a pen,it goes round six times.

What is the distance once round the pen?

2.2 cm
2.6 cm
13.2 cm
15.6 cm",A
526,"Solid caesium-137 decays by the emission of a β-particle to form solid barium-137, which emits a γ-ray.
The barium-137 undergoes no further decay. The half-life of caesium-137 is 33 years.
A block of pure caesium-137 has a mass of 2.0µg.
The diagram shows a radiation detector a distance of 5cm from the block. The detector registers a count rate of 2000 counts/second.

Which statement is not correct?

After 33 years, the mass of the block is 1.0µg.
After 66 years, the sample contains 1.5µg of barium.
With 5cm of lead between the block and the detector, the count rate is just above background level.
With 2mm of aluminium between the block and the detector, the count rate is reduced significantly.",A
527,"When measuring the emissions from a radioactive rock brought into the laboratory, a teacher mentions that background radiation must be taken into account.
What is this background radiation?

infra-red radiation from warm objects in the laboratory
infra-red radiation from the Sun
ionising radiation from the radioactive rock brought into the laboratory
ionising radiation in the laboratory when the radioactive rock is not present",D
528,"The radioactive isotope of hydrogen undergoes beta decay to the isotope .
What is the nuclide notation for the hydrogen isotope?",C
529,"The notation for an isotope of sodium is .
Which row gives the composition of a neutral atom of this isotope of sodium?



 
number ofprotons
number ofneutrons
number ofelectrons


A
11
12
11


B
11
12
12


C
11
23
11


D
12
11
12",A
530,"The current in a coil produces a magnetic field around it, as shown.

The magnitude of the potential difference across the coil is increased and its direction is reversed.
What happens to the magnetic field?

The lines become closer together and the right-hand end becomes a south pole.
The lines become closer together and the right-hand end remains a north pole.
The lines become further apart and the right-hand end becomes a south pole.
The lines become further apart and the right-hand end remains a north pole.",A
531,"The diagrams show pairs of circuits containing logic gates.
In which diagram does the lower circuit of the pair not behave in the same way as the upper circuit?",D
532,"A circuit contains four ammeters and three resistors with different values.
Which ammeter shows the largest reading?",D
533,"The diagram shows a circuit.

Switch S is closed.
Which lamps light?

lamp 1 only
lamp 2 only
lamp 1 and lamp 2
neither lamp 1 nor lamp 2",A
534,"There is a current of 5.0A in a resistor.
The potential difference (p.d.) across the resistor is 24V.
How much energy is transferred in the resistor in 1.0 minute?

5.0 J
120 J
290 J
7200 J",D
535,"In an electric circuit, 40C of electric charge pass a point in 5.0s.
What is the current in the circuit?

0.13A
8.0A
45A
200A",B
536,"A metal conductor is connected to a battery.
Which statement describes the current in the metal conductor?

It is a flow of electrons from the negative to the positive terminal.
It is a flow of electrons from the positive to the negative terminal.
It is a flow of protons from the negative to the positive terminal.
It is a flow of protons from the positive to the negative terminal.",A
537,"An electromagnet is used to remove a splinter from an eye.
What material is the splinter made from?

aluminium
glass
iron
wood",C
538,"A sound wave is travelling through water.
What is a possible speed for the wave?

150 m/s
300 m/s
1500 m/s
5000 m/s",C
539,"Both the amplitude and the frequency of a sound wave decrease.
What happens to the sound heard?

The sound is louder and has a higher pitch.
The sound is louder and has a lower pitch.
The sound is quieter and has a higher pitch.
The sound is quieter and has a lower pitch.",D
540,"Which statement describes monochromatic light?

light that does not diffract
light that has a single frequency
light that spreads out when shone through a glass prism
light that travels at the same speed in all materials",B
541,"Light has a speed of 1.24×108m/s in diamond.
What is the refractive index of diamond?

0.41
1.54
2.42
3.72",C
542,"An object is placed before a plane mirror as shown.
A student views the image of the object in the mirror from point P.
Where does she see the image?",D
543,"A wave passes through a gap and diffraction causes the wave to spread out.
Which wave spreads out the most?

large wavelength through a gap slightly larger than the wavelength
large wavelength through a gap much smaller than the wavelength
small wavelength through a gap much larger than the wavelength
small wavelength through a gap much smaller than the wavelength",A
544,"Which row shows an example of a transverse wave and an example of a longitudinal wave?



 
transverse
longitudinal


A
light
radio


B
radio
sound


C
sound
water


D
water
light",B
545,"A metal cup has a plastic lining. The cup is filled with hot water and held by a hand.
Which statement about the transfer of thermal energy from the water to the hand is correct?

In the plastic, no energy is transferred directly between adjacent molecules.
In the plastic, fast moving molecules interact with free electrons, making the electrons move very quickly.
In the metal, energy is transferred only by electrons.
In the metal, energy is transferred by electrons and by vibrations of the lattice.",D
546,"A teacher demonstrates an experiment to a class. A boiling tube is filled with water and some ice cubes are trapped at the bottom of the tube. The teacher then heats the boiling tube in the position shown until the water at the top boils.

The ice does not melt.
What does this demonstrate?

Water is a good conductor of thermal energy.
Water is a good convector of thermal energy.
Water is a poor conductor of thermal energy.
Water is a poor convector of thermal energy.",C
547,"A block of copper has a mass of 2.0kg.
The block of copper absorbs 12000J thermal energy.
The specific heat capacity of copper is 385J/(kg°C).
What is the temperature rise of the copper?

15.6 °C
31.2 °C
46.8 °C
62.4 °C",A
548,"A thermocouple is used to measure temperature.
Which is an advantage of using a thermocouple instead of a liquid-in-glass thermometer?

It can measure temperature in the range –10°C to 110°C.
It can measure temperature that changes rapidly.
It has a linear scale.
It is more sensitive.",B
549,"Which quantity does not change when there is an increase in temperature?

the density of a steel block
the diameter of the hole in a metal nut
the length of an iron rod
the mass of a metal coin",D
550,"Liquid evaporates from a beaker.
What happens to the temperature of the remaining liquid and how does this temperature change affect the rate of evaporation?



 
temperature
rate ofevaporation


A
decreases
decreases


B
decreases
increases


C
increases
decreases


D
increases
increases",A
551,"A cylinder with a tap contains a fixed mass of gas X. The gas is contained by a piston which can move freely towards or away from the tap.

When the tap is opened, the piston moves slightly to the right, towards the tap.

What can be deduced about the pressure of gas X?



 
before opening tap
after opening tap


A
less than atmospheric pressure
more than atmospheric pressure


B
same as atmospheric pressure
more than atmospheric pressure


C
more than atmospheric pressure
less than atmospheric pressure


D
more than atmospheric pressure
same as atmospheric pressure",D
552,"A submarine is 20m below the surface of the sea. The pressure due to the water at this depth is P.
On another day, the submarine is 26m below the surface of fresh water.
The density of sea water is 1.3 times the density of fresh water.
What is the pressure due to the fresh water at a depth of 26m?


P
1.3P
1.7P",B
553,"A water manometer is connected to a gas supply.

There is a gas leak and the pressure of the gas supply falls.
What happens to the water level at P and what happens to the water level at Q?



 
water level at P
water level at Q


A
falls
falls


B
falls
rises


C
rises
falls


D
rises
rises",C
554,"A student cycles along a level road at a speed of 5.0 m/s.
The total mass of the student and bicycle is 120kg.
The student applies the brakes and stops. The braking distance is 10m.
What is the average braking force?

150N
300N
15000N
30000N",A
555,"A ball is at rest at the top of a hill.It rolls down the hill. At the bottom of the hill the ball hits a wall and stops.
Which energy changes occur?

gravitational potential energy → internal energy → kinetic energy
gravitational potential energy → kinetic energy → internal energy
kinetic energy → gravitational potential energy → internal energy
kinetic energy → internal energy → gravitational potential energy",B
556,"A ball of mass 0.16kg is moving forwards at a speed of 0.50 m/s. A second ball of mass 0.10kg is stationary. The first ball strikes the second ball. The second ball moves forwards at a speed of 0.50 m/s.
What is the speed of the first ball after the collision?

0.0 m/s
0.19 m/s
0.31 m/s
0.50 m/s",B
557,"A wooden plank rests in equilibrium on two rocks on opposite sides of a narrow stream.
Three forces P, Q and R act on the plank.

How are the sizes of the forces related?

P + Q = R
P + R = Q
P = Q = R
P = Q + R",B
558,"A uniform rod XY of weight 2.0N has a length of 80cm.
The rod is suspended by a thread 20cm from end X. A weight of 5.0N is suspended from end X.

A student hangs a 6.0N weight on the rod so that it is in equilibrium.
What is the distance of the 6.0N weight from end X?

6 cm
10 cm
26 cm
30 cm",D
559,"A stone of mass 0.12kg is fired from a catapult. The velocity of the stone changes from 0 to 5.0m/s in 0.60s.
What is the average resultant force acting on the stone while it is being fired?

1.0N
2.5N
3.6N
8.3N",A
560,"A measuring cylinder contains 30cm3 of a liquid.

Some more of the liquid is added until the liquid level reaches the 50cm3 mark.
The reading on the balance increases by 30g.
What is the density of the liquid?

0.60 g/cm3
0.67 g/cm3
1.5 g/cm3
1.7 g/cm3",C
561,"The gravitational field strength on the Moon is 1.6 N/kg.
An astronaut has a mass of 75kg.
What is the weight of the astronaut on the Moon?

47N
75N
120N
750N",C
562,"The diagram shows a bird in flight. The bird is flying in a horizontal direction to the right.
In which direction does air resistance act on the bird?",D
563,"The curved line on the graph shows the motion of a car.

What is the acceleration of the car at the time of 4.0s?

0.33 m/s2
0.44 m/s2
2.3 m/s2
3.0 m/s2",D
564,"A parachutist is falling through the air at terminal velocity.
Which statement about the parachutist is correct?

Every force acting on the parachutist is equal to zero and his acceleration is equal to zero.
Every force acting on the parachutist is equal to zero and his velocity is equal to zero.
The resultant force acting on the parachutist is equal to zero and his acceleration is equal to zero.
The resultant force acting on the parachutist is equal to zero and his velocity is equal to zero.",C
565,"Which instrument is used to measure accurately the diameter of a thin metal wire?

30cm ruler
measuring tape
metre rule
micrometer screw gauge",D
566,"Radioactive iodine-131 emits β-particles and has a half-life of 8 days. It decays to produce xenon-131.
Which statement about this decay is correct?

After 8 days no more β-particles are emitted.
After 8 days the number of xenon-131 atoms has halved.
After 16 days the iodine-131 has decayed completely.
After 16 days the number of iodine-131 atoms has reduced to one quarter.",D
567,"As α-particles pass through the electric field between two charged plates, they are deflected downwards.

What happens to γ-rays passing through the same electric field?

They are deflected downwards more than the α-particles.
They are deflected upwards.
They are not deflected at all.
They follow the same path as the α-particles.",C
568,"Radioactive carbon-14 decays to nitrogen-14 by the emission of a particle.

Which particle has been emitted in this process?

a β-particle
an α-particle
a neutron
a proton",A
569,"Diagram 1 shows a magnet being pushed into a coil that is connected to a centre-zero galvanometer.

Which row shows the directions of the pointer when the magnet is as shown in diagrams 2 and 3?



 
diagram 2
diagram 3


A




B




C




D",C
570,"The diagram shows a short-circuited copper coil swinging about an axis at right-angles to a strong magnetic field. The motion induces a current in the coil.

What is the effect, if any, of this induced current in the coil?

The induced current has no effect on the movement of the coil because copper is nonmagnetic.
The induced current produces a magnetic field of constant magnitude in the coil.
The induced current produces forces that assist the change causing it.
The induced current produces forces that oppose the changes causing it.",D
571,"The diagram shows an AND gate and an OR gate connected together.

Which combination of inputs X, Y and Z gives an output of 0?



 
X
Y
Z


A
0
0
1


B
0
1
1


C
1
0
0


D
1
1
0",C
572,"Identical cells and identical resistors are used to make the circuits shown.

In circuit 1, the ammeter reads 2.0A.
What is the ammeter reading in circuit 2?

1.0 A
2.0 A
4.0 A
8.0 A",D
573,"The diagram shows a circuit with a fixed resistor connected in series with a thermistor and an ammeter.

Which row shows how temperature change affects the resistance of the thermistor and the current in the circuit?



 
temperature
resistance ofthermistor
current in circuit


A
decreases
decreases
increases


B
decreases
increases
decreases


C
increases
decreases
decreases


D
increases
increases
increases",B
574,"A battery is connected to a circuit. It is switched on for 1.0 minute. During that time, there is a current of 0.40A in the circuit and the battery supplies a total of 48 J of energy.
Which row gives the charge that passes and the electromotive force (e.m.f.) of the battery?



 
charge that passesin 1.0 minute/C
e.m.f. of thebattery/V


A
0.40
2.0


B
0.40
120


C
24
2.0


D
24
120",C
575,"The diagram shows a circuit with a gap between points P and Q.
Four pieces of metal wire of the same material are connected, in turn,between points P and Q in the circuit.

The table gives the diameters and lengths of the wires.
In which wire is the current the largest?



 
diameter/mm
length/m


A
0.10
1.0


B
0.10
2.0


C
0.20
1.0


D
0.20
2.0",C
576,"There is a current in a metal wire.
Which particles in the wire move to cause this current?

α-particles
electrons
neutrons
protons",B
577,"What is the best method to demagnetise a steel rod?

Pass the rod through a coil connected to an a.c. supply.
Pass the rod through a coil connected to a d.c. supply.
Place the rod next to another magnet.
Stroke the rod with another magnet.",A
578,"A train of steel nails and a train of iron nails hang from a strong magnet.

The trains are then carefully removed from the magnet.
What happens to the trains?

Both trains fall apart.
Both trains stay together.
Only the train of iron nails falls apart.
Only the train of steel nails falls apart.",C
579,"Different waves travel through air.
Which waves have the greatest difference in speed?

ultrasound waves and sound waves
ultrasound waves and ultraviolet waves
ultraviolet waves and light waves
ultraviolet waves and radio waves",B
580,"The diagram shows the Earth and its surroundings.
Through which labelled region can sound not be transmitted?",D
581,"Which statement about radio waves is correct?

They are used in television remote controllers.
They can be detected by the human eye.
They travel as longitudinal waves.
They have the same speed in a vacuum as ultraviolet waves.",D
582,"The Moon is 380000km from the Earth. A laser light beam is directed from the Earth to the Moon. The beam is reflected back to the Earth.
How long does it take for the light to travel to the Moon and back to the Earth?

1.27 ms
2.53 ms
1.27 s
2.53 s",D
583,"A sound wave travels from a medium in one state into the same medium but in another state. This causes the speed of the wave to change from approximately 300m/s to approximately 3000m/s.
Between which two states is the sound wave travelling?

gas to solid
liquid to gas
liquid to solid
solid to liquid",A
584,"Light travelling in air enters a plastic block at an angle of incidence of 62°.
The plastic has a refractive index of 1.48.

What is the angle of refraction?

18°
28°
37°
42°",C
585,"The diagram shows a ray of light in glass. The ray reaches a boundary with air.
One weak ray of light is missing from the diagram.

Which statement is correct?

At the boundary, the speed of the light will become less.
The critical angle for light at this boundary is 50°.
The diagram shows an example of diffraction of light.
The missing ray is a weak reflected ray.",D
586,"The diagram represents plane wavefronts of a water wave about to strike a solid barrier.

Which diagram shows the position of the wavefronts after reflection at the barrier?",C
587,"Why is the heating coil of a domestic immersion heater placed at the bottom of the tank?

Cold water is less dense than hot water and therefore sinks.
Cold water is more dense than hot water and therefore rises.
Hot water is less dense than cold water and therefore rises.
Hot water is more dense than cold water and therefore sinks.",C
588,"A student uses an immersion heater to heat some water in a beaker.
The water is heated from 20 °C to 80 °C.
The energy supplied to the water is 60.0 kJ.
What is the thermal capacity of the water? (Ignore any heat loss.)

667 J/°C
750 J/°C
1000 J/°C
3000 J/°C",C
589,"Which property cannot be used for the measurement of temperature?

half-life of a radioactive isotope
length of a solid metal bar
pressure of a gas
volume of a liquid",A
590,"The diagram shows a glass flask, sealed with a small volume of mercury in a glass tube. When the flask is gently warmed the mercury rises up the tube.

What is the main cause of the movement of the mercury?

expansion of air in the flask
expansion of the glass flask
expansion of the glass tube
expansion of the mercury",A
591,"The diagram shows an air-filled rubber toy. A child sits on the toy and its volume decreases.
The temperature of the air in the toy does not change.

How does the air pressure in the toy change and why?



 
pressure
reason


A
decreases
air molecules move more slowly


B
decreases
air molecules strike the rubber less frequently


C
increases
air molecules move more quickly


D
increases
air molecules strike the rubber more frequently",D
592,"A pollen grain in a beaker of still water is viewed through a microscope.
Which diagram shows the most likely movement of the pollen grain?",A
593,"The diagram shows a simple mercury barometer.

Which length is used to find the value of atmospheric pressure?

12 cm
74 cm
86 cm
100 cm",B
594,"A student runs up a flight of stairs.

Which information is not needed to calculate the rate at which the student is doing work against gravity?

the height of the flight of stairs
the length of the flight of stairs
the time taken to run up the stairs
the weight of the student",B
595,"A 150W filament lamp has an efficiency of 10%. A 40W compact fluorescent lamp (CFL) has an efficiency of 30%.
Each lamp is switched on for the same amount of time.
Which lamp produces more light and which lamp converts more energy into other forms of energy?



 
produces more light
converts more energyinto other forms


A
CFL lamp
CFL lamp


B
CFL lamp
filament lamp


C
filament lamp
CFL lamp


D
filament lamp
filament lamp",D
596,"A car, starting from rest at position X, accelerates up a hill. The car reaches a speed of 10m/s at position Y.
The kinetic energy of the car at position Y is equal to its gain in gravitational potential energy from X to Y.

Take the gravitational field strength g to be 10N/kg.
What is the gain in height of the car between X and Y?

0.50 m
5.0 m
10 m
50 m",B
597,"An object has a mass of 60 kg.
It decelerates from 50m/s to 20m/s when a resultant force of 300 N acts on it.
For how long does the force act?

0.071 s
0.17 s
6.0 s
14 s",C
598,"The diagram shows an incomplete scale drawing to find the resultant of two 10N forces acting at a point in the directions shown.

What is the magnitude of the resultant force?

7.5 N
8.6 N
18 N
20 N",C
599,"The lamp in the diagram is not very stable and falls over easily.

Which row shows changes that would definitely make the lamp more stable?



 
base
centre of gravity


A
narrower
higher


B
narrower
lower


C
wider
higher


D
wider
lower",D
600,"A pair of cutters is used to cut a rope.

Where should the rope be positioned and at which labelled points should the hands be positioned to produce the greatest cutting force?



 
ropepositioned
handspositioned


A
P
R


B
P
S


C
Q
R


D
Q
S",D
601,"On the Moon, all objects fall with the same acceleration.
Which statement explains this?

On the Moon, all objects have the same weight.
The Moon has a smaller gravitational field strength than the Earth.
The weight of an object is directly proportional to its mass.
The weight of an object is inversely proportional to its mass.",C
602,"The diagram shows the vertical forces acting on a ball as it falls vertically through the air. The ball does not reach terminal velocity.

Which row describes what happens to the resultant force on the ball and what happens to the acceleration of the ball as it falls through the air?



 
resultant force
acceleration


A
decreases
decreases


B
decreases
increases


C
increases
decreases


D
increases
increases",A
603,"A spring is stretched by hanging a piece of metal from it.

Which name is given to the force that stretches the spring?

friction
mass
pressure
weight",D
604,"Four balls with different masses are dropped simultaneously from the heights shown.
Air resistance may be ignored.
Which ball hits the floor last?",D
605,"A measuring cylinder contains some water. A small metal block is slowly lowered into the water and is then removed.
Finally a piece of plastic is attached to the metal block and the block is again slowly lowered into the water.
The diagrams show the measuring cylinder at each stage of this process.

What is the volume of the piece of plastic?

10 cm3
 25 cm3
70 cm3
80 cm3",A
606,"A radioactive source has a half-life of 0.5 hours.
A detector near the source shows a reading of 6000 counts per second.
Background radiation can be ignored.
What is the reading on the detector 1.5 hours later?

750 counts per second
1500 counts per second
2000 counts per second
3000 counts per second",A
607,"Which row describes the behaviour of γ-rays in an electric field and in a magnetic field?



 
electric field
magnetic field


A
deflected
deflected


B
deflected
undeflected


C
undeflected
deflected


D
undeflected
undeflected",D
608,"In the diagram, the circle represents an atom (not to scale) with the nucleus at its centre.
A particle is emitted by a radioactive source and approaches the nucleus of the atom. The curved arrow shows the path of the particle.

What is the nature and charge of the particle?



 
nature of particle
charge of particle


A
α-particle
negative


B
α-particle
positive


C
β-particle
negative


D
β-particle
positive",B
609,"A 100% efficient transformer has 6000 turns on its primary coil and 600 turns on its secondary coil. The output voltage of the transformer is 12V.
A resistor is connected across the secondary coil and dissipates 24W of power.

What is the current in the primary coil of the transformer?

0.050 A
0.20 A
5.0 A
20 A",B
610,"The diagram shows a wire hanging freely between the poles of a magnet. There is a current in the wire in the direction shown.

The magnet and current cause a force to act on the wire.
In which direction does this force act?

into the page (away from you)
out of the page (toward you)
to the left
to the right",A
611,"An incomplete truth table for a NAND gate is shown.



input P
input Q
output


0
0
W


0
1
X


1
0
Y


1
1
Z



What are the values of W, X, Y and Z?



 
W
X
Y
Z


A
0
0
0
1


B
0
1
1
1


C
1
0
0
0


D
1
1
1
0",D
612,"The diagram shows a circuit with a fixed resistor connected in series with a thermistor and an ammeter.

Which row shows how temperature change affects the resistance of the thermistor and the current in the circuit?



 
temperature
resistance ofthermistor
current in circuit


A
decreases
decreases
increases


B
decreases
increases
decreases


C
increases
decreases
decreases


D
increases
increases
increases",B
613,"The potential difference across a car headlamp is 12V. The current in the lamp is 2.5A.
How much energy is transferred by the lamp in 1.0 hour?

1800 J
1800 W
108000 J
108000 W",C
614,"The graph shows the way in which one physical quantity y varies with another physical quantity x.

Which row gives suitable quantities for y and x?



 
y
x


A
the number of atoms of aradioactive isotope present
the time taken


B
the potential differenceacross a metallic conductor
the current in the metallic conductor


C
the resistance of a length of wire
the diameter of the wire


D
the volume of a 1.0kg object
the density of the material fromwhich the object is made",B
615,"The diagram shows a circuit with a gap between points P and Q.
Four pieces of metal wire of the same material are connected, in turn, between points P and Q in the circuit.

The table gives the diameters and lengths of the wires.
In which wire is the current the largest?



 
diameter/mm
length/m


A
0.10
1.0


B
0.10
2.0


C
0.20
1.0


D
0.20
2.0",C
616,Which diagram represents the electric field due to a negatively-charged conducting sphere?,A
617,"An old and expensive steel watch becomes magnetised.
The owner wants to use the watch again. He must demagnetise the watch.
What is the best method to do this?

Insert the watch in a solenoid that carries alternating current and then slowly remove it.
Insert the watch in a solenoid that carries direct current and then slowly remove it.
Pass alternating current through the watch.
Pass direct current through the watch.",A
618,"A train of steel nails and a train of iron nails hang from a strong magnet.

The trains are then carefully removed from the magnet.
What happens to the trains?

Both trains fall apart.
Both trains stay together.
Only the train of iron nails falls apart.
Only the train of steel nails falls apart.",C
619,"A student finds that it takes sound 0.33 seconds to travel 100 metres.
From this information, what is the speed of sound?

30 m/s
60 m/s
300 m/s
600 m/s",C
620,"The speed of sound is different in different states of matter.
The speed of sound in water is 1500m/s.
Which row correctly compares the speed of sound in ice and the speed of sound in steam with the speed of sound in water?



 
speed of sound in icem / s
speed of sound in steamm / s


A
less than 1500
less than 1500


B
less than 1500
more than 1500


C
more than 1500
less than 1500


D
more than 1500
more than 1500",C
621,"Different waves travel through air.
Which waves have the greatest difference in speed?

ultrasound waves and sound waves
ultrasound waves and ultraviolet waves
ultraviolet waves and light waves
ultraviolet waves and radio waves",B
622,"The Moon is 380000km from the Earth. A laser light beam is directed from the Earth to the Moon. The beam is reflected back to the Earth.
How long does it take for the light to travel to the Moon and back to the Earth?

1.27 ms
2.53 ms
1.27 s
2.53 s",D
623,"Which piece of equipment is designed to produce a type of electromagnetic wave?

electric fire
electric generator
electric motor
electromagnet",A
624,"The diagram shows a ray of light incident on the surface of a rectangular glass block at 90° to the surface.

Which quantities remain unchanged as the light enters the glass block?

direction and frequency
direction and speed
frequency and speed
speed and wavelength",A
625,"The diagram shows an object O in front of a thin converging lens of focal length f.
At which point will the lens form a sharp image of the object?",D
626,"The diagram represents plane wavefronts of a water wave about to strike a solid barrier.

Which diagram shows the position of the wavefronts after reflection at the barrier?",C
627,"Why does a balloon filled with hot air rise?

Cold air is less dense than hot air.
Cold air is more dense than hot air.
Heat rises.
The density of the balloon is greater than the density of the surrounding gas.",B
628,"Aluminium has a specific heat capacity of 900 J/(kg °C).
The internal energy of a 2.0 kg block of aluminium increases by 13500 J.
By how much does the temperature of the block increase?

0.067 °C
0.13 °C
7.5 °C
15 °C",C
629,"Which row identifies the fixed points on the Celsius scale?



 
lower fixed point
upper fixed point


A
boiling point of mercury
melting point of pure ice


B
boiling point of pure water
melting point of pure ice


C
melting point of mercury
boiling point of pure water


D
melting point of pure ice
boiling point of pure water",D
630,"The diagram shows a glass flask, sealed with a small volume of mercury in a glass tube. When the flask is gently warmed the mercury rises up the tube.

What is the main cause of the movement of the mercury?

expansion of air in the flask
expansion of the glass flask
expansion of the glass tube
expansion of the mercury",A
631,"The diagram shows an air-filled rubber toy. A child sits on the toy and its volume decreases.
The temperature of the air in the toy does not change.

How does the air pressure in the toy change and why?



 
pressure
reason


A
decreases
air molecules move more slowly


B
decreases
air molecules strike the rubber less frequently


C
increases
air molecules move more quickly


D
increases
air molecules strike the rubber more frequently",D
632,"A pollen grain in a beaker of still water is viewed through a microscope.
Which diagram shows the most likely movement of the pollen grain?",A
633,"The diagram shows a simple mercury barometer.

Which length is used to find the value of atmospheric pressure?

12 cm
74 cm
86 cm
100 cm",B
634,"A student runs up a flight of stairs.

Which information is not needed to calculate the rate at which the student is doing work against gravity?

the height of the flight of stairs
the length of the flight of stairs
the time taken to run up the stairs
the weight of the student",B
635,"Different processes have different efficiencies.
Which row shows the most efficient process?



 
energy input / J
useful energy output / J


A
10
3


B
40
10


C
100
25


D
2000
250",A
636,"An object has a mass of 500 kg.
It moves with a speed of 30 m/s.
What is its kinetic energy?

7.5 kJ
15 kJ
225 kJ
450 kJ",C
637,"A ball has a mass of 0.30 kg. It moves horizontally with a speed of 3.0 m/s in the direction shown.
The ball hits a wall.

The ball rebounds from the wall with a horizontal speed of 2.0m/s.
What is the change in momentum of the ball?

0.30 kgm/s
1.0 kgm/s
1.5 kgm/s
5.0 kgm/s",C
638,"The diagram shows an incomplete scale drawing to find the resultant of two 10N forces acting at a point in the directions shown.

What is the magnitude of the resultant force?

7.5 N
8.6 N
18 N
20 N",C
639,"Each diagram shows a metal plate with four parallel forces acting on it. These are the only forces acting on the plates.
In which diagram is the plate in equilibrium?",C
640,"An object is pivoted at point P. A student ties a length of string to a peg on the object. He pulls the string with a force F.

What is the moment of the force F about the point P?

F × q
F × r
F × s
F × t",C
641,"A body of mass m has a weight W in a location where the gravitational field strength is g.
Which statement about these quantities is correct?

m and W are both forces.
m and W are both vector quantities.
m and W are related by the equation .
m and W have the same unit.",C
642,"A spring is stretched by hanging a piece of metal from it.

Which name is given to the force that stretches the spring?

friction
mass
pressure
weight",D
643,"The gravitational field strength on the Earth is greater than the gravitational field strength on the Moon. The Earth has an atmosphere, but the Moon does not.
Which speed-time graph represents the motion of a light ball dropped from a great height near the surface of the Earth and near the surface of the Moon?",C
644,"Four balls with different masses are dropped simultaneously from the heights shown.
Air resistance may be ignored.
Which ball hits the floor last?",D
645,"A student investigates the rate of flow of oil through a funnel.
The diagrams show the experiment and the volume of oil in the measuring cylinder at the start of the experiment, and one minute later.

What is the rate of flow of oil through the funnel during the one minute?

0.73 cm3/s
0.80 cm3/s
44 cm3/s
48 cm3/s",B
646,"The rate of emission of a radioactive source is measured until the reading reaches the background rate of 20 counts per minute.
The results are shown.

What is the best estimate of the half-life of the source?

10 minutes
12 minutes
14 minutes
30 minutes",A
647,"What is meant by the half-life of a radioactive isotope?

half of the time taken for all of the original nuclei to decay
the time taken for half of the original nuclei to decay
the time taken for the charges on all the nuclei to halve
the time taken for the mass of each nucleus to halve",B
648,"Emissions X and Y from radioactive material are passed through a magnetic field. The diagram shows the direction of the emissions, the direction of the magnetic field and the effect on the emissions.

Which type of emission is X,and which type of emission is Y?



 
emission X
emission Y


A
α-particles
β-particles


B
α-particles
γ-rays


C
β-particles
α-particles


D
β-particles
γ-rays",A
649,"The graph shows how the voltage induced across a coil changes with time as the coil spins in a magnetic field.

Which graph shows what happens when the coil spins more quickly?(All graphs are drawn to the same scale.)",C
650,"The diagram shows a copper wire XY connected to a resistor.
The wire is moved in the magnetic field between the poles of a magnet.
There is an induced current in the wire from X to Y.
In which labelled direction is the wire moving?",D
651,"What does the symbol shown represent?


an AND gate
a NOR gate
a NOT gate
an OR gate",A
652,"The diagram shows a circuit with a fixed resistor connected in series with a thermistor and an ammeter.

Which row shows how temperature change affects the resistance of the thermistor and the current in the circuit?



 
temperature
resistance ofthermistor
current in circuit


A
decreases
decreases
increases


B
decreases
increases
decreases


C
increases
decreases
decreases


D
increases
increases
increases",B
653,"A student connects the circuit shown.

Which graph shows the variation with time of the current in the resistor?",B
654,"A torch has a simple circuit with a 3.0V battery and a lamp. There is a 20mA current in the lamp.
How much energy is transferred to the lamp in 5.0 minutes?

0.30 J
18 J
60 J
0.30 kJ",B
655,"The diagram shows a circuit with a gap between points P and Q.
Four pieces of metal wire of the same material are connected, in turn, between points P and Q in the circuit.

The table gives the diameters and lengths of the wires.
In which wire is the current the largest?



 
diameter/mm
length/m


A
0.10
1.0


B
0.10
2.0


C
0.20
1.0


D
0.20
2.0",C
