,Question,Mark Scheme
1212,"The intensity I of sound is inversely proportional to the square of the distance x from the source of the sound. This can be represented as

Air molecules at point P, a distance r from the source S, oscillate with amplitude 8.0 µm.
Point Q is situated a distance 2r from S.
What is the amplitude of oscillation of air molecules at Q?

1.4 µm
2.0 µm
2.8 µm
4.0 µm",D
1213,"When a car travelling with constant velocity passes a stationary observer, the observer hears a change in the frequency of the sound emitted by the car.
Which statement is correct?

The change in frequency is greater as the car moves away than as it approaches.
The greater the speed of the car, the greater the change in observed frequency.
The observed frequency is lower as the car moves towards the observer and higher as the car moves away from the observer.
The volume of the sound heard by the observer does not change as the car approaches.",B
1214,"A beam of red laser light has length 1.0 m.
What is the order of magnitude of the number of wavelengths of the red light in 1.0 m?

104
106
108
1010",B
1215,"The diagram shows a beam supported on two pivots.

Which statement describes the state of the top surface X and of the bottom surface Y?

Both X and Y are in compression.
Both X and Y are in tension.
X is in compression and Y is in tension.
X is in tension and Y is in compression.",C
1216,"A metal wire of cross-sectional area 0.20mm2 hangs vertically from a fixed point. A load of 84N is then attached to the lower end of the wire. The wire obeys Hooke's law and increases in length by 0.30%.
What is the Young modulus of the metal of the wire?

1.4 × 105Pa
1.4 × 108Pa
1.4 × 109Pa
1.4 × 1011Pa",D
1217,"The diagram shows the force-extension graph for a sample of material. The sample is stretched and then returns to its original length.

Which area represents the work done to stretch the sample?

P + Q
P only
Q + R
R only",C
1218,"The diagram shows the design of a water wheel which drives a generator to produce electrical power. The flow rate of the water is 200 kg s–1. The generator supplies a current of 32 A at a voltage of 230 V.

Ignoring any changes in kinetic energy of the water, what is the efficiency of the system?

14%
16%
22%
47%",D
1219,"A racing car has an output power of 300kW when travelling at a constant speed of 60ms–1.
What is the total resistive force acting on the car?

5 kN
10 kN
50 kN
100 kN",A
1220,"An object of mass 0.30kg is thrown vertically upwards from the ground with an initial velocity of 8.0ms-1. The object reaches a maximum height of 1.9m.
How much work is done against air resistance as the object rises to its maximum height?

4.0 J
5.6 J
9.6 J
15 J",A
1221,"A bungee jumper jumps from a platform and is decelerated by an elastic bungee cord, as shown.

When the jumper makes the jump, his initial gravitational potential energy is converted into his kinetic energy and into elastic potential energy in the cord.
At which part of the jump are all three types of energy non-zero?

on the platform before the jump
on the way down before the cord has started to extend
on the way down as he decelerates
at the bottom of the jump when he is stationary",C
1222,"For a change in depth ∆h in a liquid of density ρ, the change in pressure ∆p is given by ∆p = ∆hρg where g is the acceleration of free fall.
What is the equation, or principle of physics, used in the derivation of this formula?

atmospheric pressure decreases with height
change in gravitational potential energy = mass × g∆h
ρ = mass/volume
the density of a fluid increases with depth",C
1223,"A bicycle pedal is connected to a pivot by a metal bar, as shown.

The force on the pedal is 60N downwards.
What is the moment of this force about the pivot?

7.2 Nm
9.6 Nm
12 Nm
1200 Nm",B
1224,"What is the centre of gravity of an object?

the geometrical centre of the object
the point at which the weight of the object may be considered to act
the point on the object about which there is a zero net torque
the point where gravity acts on the object",B
1225,"Three coplanar forces act on an object in the directions shown.
In which diagram could the object be in equilibrium?",C
1226,"The IKAROS satellite has mass 320 kg and moves through space using a solar sail of area 20m2. The average solar wind pressure is 1.0 × 10–5N m–2.
What is the acceleration of the satellite caused by the solar wind?

3.1 × 10–8 ms–2
6.3 × 10–7 ms–2
3.2 × 10–3 ms–2
6.4 × 10–2 ms–2",B
1227,"Two equal masses travel towards each other on a frictionless track at speeds of 60cms–1 and 30cms–1. They stick together on impact.

What is the speed of the masses after impact?

15 cm s–1
20 cm s–1
30 cm s–1
45 cm s–1",A
1228,"Which row in the table gives the quantities that are conserved in a perfectly elastic collision between two gas molecules?



 
total momentum
total kinetic energy


A
conserved
conserved


B
conserved
not conserved


C
not conserved
conserved


D
not conserved
not conserved",A
1229,"A ball travels from point X to point Y around a semi-circular track of radius 1.0m as shown.

What is the displacement of the ball from X to Y?

2.0 m
2.0 m due south
3.1 m
3.1 m due south",B
1230,"A ball is thrown with velocity V at an angle θ to the horizontal.

The acceleration of free fall is g. Assume that air resistance is negligible.
What are the horizontal displacement x and the vertical displacement y after time t?



 
x
y


A
Vtcosθ
Vtsinθ + ½gt2


B
Vtcosθ
Vtsinθ - ½gt2


C
Vtsinθ
Vtcosθ + ½gt2


D
Vtsinθ
Vtcosθ - ½gt2",B
1231,"A ball rolls in a straight line up a ramp and then back down the ramp along its original path.
Which graph shows the variation with time of the ball's velocity?",A
1232,"The following trace is seen on the screen of a cathode-ray oscilloscope.

The setting of the time-base is then changed from 10ms cm-1 to 20 ms cm-1 and the Y-plate sensitivity remains constant.
Which trace is now seen on the screen?",C
1233,"A metre rule is supported horizontally by two pivots as shown.

The vertical displacement y at the centre of the rule is given by the equation

where
k is a constant,L is the distance between the pivots,M is the mass of the rule,t is the thickness of the rule andw is the width of the rule.
In an experiment, the following results are obtained:
L = (80.0 ± 0.2) cmM = (60 ± 1)gt = (6.0 ± 0.1)mmw = (23.0 ± 0.5)mm.
Which measurement contributes most to the uncertainty in the calculated value of y?

L
M
t
w",C
1234,"The stress σ needed to fracture a particular solid is given by the equation

where E is the Young modulus, d is the distance between planes of atoms, and k is a constant with no units.
What are the SI base units of γ?

kg ms–2 
kgs–2 
kg ms–1 
kg s–1",B
1235,"Which list contains only SI base units?

ampere, kelvin, joule, gram
ampere, kelvin, joule, gram
metre, coulomb, second, kelvin
second, kelvin, ampere, kilogram",D
1236,"Which equation represents β+ decay?

neutron → proton + positron + antineutrino
neutron → proton + positron + neutrino
proton → neutron + positron + antineutrino
proton → neutron + positron + neutrino",D
1237,"Which row gives the correct classification of protons, electrons and neutrinos?



 
protons
electrons
neutrinos


A
hadrons
leptons
hadrons


B
hadrons
leptons
leptons


C
leptons
hadrons
hadrons


D
leptons
hadrons
leptons",B
1238,"The gold nucleus  undergoes alpha decay.
What are the nucleon number and proton number of the nucleus formed by this decay?



 
nucleon number
proton number


A
183
79


B
183
77


C
181
77


D
181
75",C
1239,"In the circuit shown, contact may be made at any point along with the 3Ω resistor (potentiometer).

The battery has e.m.f. 9V and negligible internal resistance.
What is the maximum range of the output voltage?

0–2V
0–5V
2–3V
2–5V",D
1240,"A potential divider circuit is formed by connecting a battery of negligible internal resistance in series with two variable resistors, as shown.

The variable resistors have resistances RX and RY.VX is the potential difference across resistance RX.
RX and RY are both changed at the same time.
Which combination of changes must cause VX to increase?



 
RX
RY


A
larger
larger


B
larger
smaller


C
smaller
larger


D
smaller
smaller",B
1241,"The charge that a fully charged 12 V car battery can supply is 100 kC. The starter motor of the car requires a current of 200 A for an average period of 2.0 s. The battery does not recharge because of a fault.
What is the maximum number of times the starter motor of the car can be used?

21
25
42
250",D
1242,"Which equation is used to define resistance?

energy = (current)2 × resistance × time
potential difference = current × resistance
power = (current)2 × resistance
resistivity = resistance × area ÷ length",B
1243,"Two lamps are connected in series to a 250 V power supply. One lamp is rated 240 V, 60 W and the other is rated 10 V, 2.5 W.
Which statement most accurately describes what happens?

Both lamps light at less than their normal brightness.
Both lamps light at their normal brightness.
Only the 240 V lamp lights.
The 10V lamp blows.",B
1244,"The potential difference V across a filament lamp is slowly raised from zero to its normal operating value.
Which graph represents the variation with V of the current I in the lamp?",A
1245,"Two parallel metal plates, 4.0cm apart, are at electric potentials of 800V and 2000V. Points X, Y and Z are situated in the space between the plates at distances of 1.0cm, 2.0cm and 3.0cm from the lower plate.

What is the electric field strength, in V m–1, at X, Y and Z?



 
X
Y
Z


A
300
600
900


B
1100
1400
1700


C
3.0 × 104
3.0 × 104
3.0 × 104


D
5.0 × 104
5.0 × 104
5.0 × 104",C
1246,"Before a thunderstorm, the hairs on your head sometimes stand on end.
A hair with mass 0.50mg and charge 1.0pC is supported by a force due to an electric field. Ignore any forces other than the weight of the hair and the electric force.
What is the electric field strength?

4.9 × 103 NC–1
4.9 × 105 NC–1
4.9 × 106 NC–1
4.9 × 109 NC–1",C
1247,Which diagram shows the pattern of the electric field between a positively charged metal sphere and a negatively charged metal plate?,B
1248,"Coherent light passes through a double slit, producing bright and dark fringes on a screen placed parallel to the plane of the double slit. The intensity of the light from each of the slits is initially the same.
The intensity of the light passing through one of the slits in the double slit is now increased. The frequency of the light remains constant.
What is the effect on the appearance of the fringes on the screen?



 
separation of fringes
the maximum intensity of dark fringes


A
decreases
no change


B
increases
greater


C
no change
greater


D
no change
no change",C
1249,"Sound waves of wavelength λ are emitted by a loudspeaker and pass through two slits P and Q. Two sound waves from the slits meet at R.

What is the condition for an intensity maximum (loud sound) to be detected by a microphone at R?

The amplitudes of the two waves at R must be the same.
The distance PQ must be smaller than the wavelength λ.
The two waves from the slits must have travelled the same distance to R.
The two waves must be in phase at R.",D
1250,"Which statement is an example of the diffraction of light?

the addition of the amplitudes of two beams of light which are in phase
the change in direction of a beam of light when passing from air into the water
the separation of a beam of white light into a spectrum of colours using a prism
the spreading of a beam of light as it passes through a small hole",D
1251,"A stationary wave is set up on a stretched string.
The diagram shows the string at two instants of time when it has maximum displacement.

The oscillations of point P on the string have amplitude A.
What is the distance moved by P from the position shown in the diagram after half a time period of the wave?

0
A
2A
4A",C
1252,"Each of the principal radiations of the electromagnetic spectrum has a range of wavelengths.
Which wavelength is correctly linked to its radiation?



 
wavelength/m
radiation


A
10–9
gamma-ray


B
10–5
microwave


C
10–8
ultraviolet


D
10–14
X-ray",C
1253,"A source of sound of frequency 1000 Hz moves away from a stationary observer at a speed of 30.0 ms–1. The speed of sound is 330 ms–1.
What is the frequency of the sound heard by the observer?

909 Hz
917 Hz
1090 Hz
1100 Hz",B
1254,"A microphone connected to the Y-plates of a cathode-ray oscilloscope (c.r.o.) is placed in front of a loudspeaker. The trace on the screen of the c.r.o. is shown.

The time-base setting is 0.5 ms cm-1 and the Y-plate sensitivity is 0.2 mV cm-1.
What is the frequency of the sound from the loudspeaker and what is the amplitude of the trace on the c.r.o.?



 
frequency/Hz
amplitude/mV


A
330
0.6


B
330
1.2


C
670
0.6


D
670
1.2",A
1255,"A metal wire is attached at one end to a fixed point and a load is hung from the other end so that the wire hangs vertically. The load is increased from zero to 20N. This causes the wire to extend elastically by 5.0mm. The load is then reduced to 12N and the extension decreases to 3.0mm.

How much strain energy is released during the unloading process?

0.8 × 10–2 J
1.8 × 10–2 J
2.4 × 10–2 J
3.2 × 10–2 J",D
1256,"A spring balance consists of a spring of length 20.0cm with a hook attached.
When a fish of mass 3.0 kg is suspended from the hook, the new length of the spring is 27.0cm.
What is the spring constant of the spring?

4.2 Nm–1
43 Nm–1
110 Nm–1
420 Nm–1",D
1257,"An electric motor operating a lift has an output power of 20kW. 

The lift and passengers have a combined mass of 1500kg. The motor raises the lift through a distance of 20m.
How long does it take?

6 s
15 s
30 s
60 s",B
1258,"An escalator in an underground station has 250 people standing on it and is moving with a velocity of 4.3ms–1.
The average mass of a person is 78kg and the angle of the escalator to the horizontal is 40°.
What is the minimum power required to lift these people?

54 kW
64 kW
530 kW
630 kW",C
1259,"A boy on a bicycle starts from rest and rolls down a hill inclined at 30° to the horizontal.
The boy and bicycle have a combined mass of 25kg.
There is a frictional force of 30N, which is independent of the velocity of the bicycle.
What is the kinetic energy of the boy and the bicycle after rolling 20m down the slope?

1850 J
2450 J
3050 J
3640 J",A
1260,"A parachutist is falling at constant (terminal) velocity.
Which statement is not correct?

Gravitational potential energy is converted into kinetic energy of the air.
Gravitational potential energy is converted into kinetic energy of the parachutist.
Gravitational potential energy is converted into thermal energy of the air.
Gravitational potential energy is converted into thermal energy of the parachutist.",B
1261,"The density of air on the Earth decreases almost linearly with a height from 1.22kgm–3 at sea level to 0.74 kg m–3 at an altitude of 5000m.
Atmospheric pressure at the Earth's surface on a particular day is 100000Pa. The value of g between the Earth's surface and an altitude of 5000 m can be considered to have a constant value of 9.7ms–2.
What will be the atmospheric pressure at an altitude of 5000m?

36000Pa
48000Pa
52000Pa
59000Pa",C
1262,"Two coplanar forces act on the rim of a wheel. The forces are equal in magnitude.
Which arrangement of forces provides only a couple?",D
1263,"In a large container in an oil refinery, three oils of different densities are mixed. No chemical activity occurs.
The mixture consists of
1200kg of oil of density 1100 kg m–3,1500kg of oil of density 860 kg m–3,4000kg of oil of density 910 kg m–3.
What is the density of the mixture?

927kg m–3
957kg m–3
1010kg m–3
1080kg m–3",A
1264,"A light rigid rod XY has an object of weight W fixed at one end. The rod is in equilibrium, resting on a roller at Z and a vertical wall at X. The roller exerts a force R on the rod as shown. The diagram shows the directions, but not the magnitudes, of the forces R and W.

What is the direction of the force on the rod at X?",D
1265,"Which row gives the correct type and quark composition for the named particle?
key    u = up quark     d = down quark 



 
particle
type
quark composition


A
neutron 
hadron
u u d


B
neutron 
lepton
u d d


C
proton
hadron
u u d


D
proton
lepton
u d d",C
1266,"The equation represents the decay of a nucleus X to a nucleus Y. 

What are particles p and q? 



 
p
q


A
β– particle 
neutron


B
β– particle
proton


C
β+ particle
antineutrino


D
β+ particle
neutrino",D
1267,"Two alpha-particles with the same kinetic energy are moving towards, and are then deflected by, a gold nucleus.  

Which diagram could show the paths of the two alpha-particles?",D
1268,"In the circuits shown, the cell has negligible internal resistance.
Which diagram shows a potential divider circuit that can vary the potential difference (p.d.) across the lamp?",C
1269,"The diagram shows a circuit. 

What is the reading on the voltmeter?

0.3 V
5.7 V
6.0 V
6.3 V",B
1270,"Two batteries are connected together, as shown. 

Battery 1 has electromotive force (e.m.f.) 12 V and internal resistance 0.3 Ω.
Battery 2 has e.m.f. 9 V and internal resistance 0.1 Ω.
What are the e.m.f. and the internal resistance of a single battery that has the same effect as the combination? 



 
e.m.f. /V
internalresistance/Ω


A
3
0.2


B
3
0.4


C
21
0.2


D
21
0.4",B
1271,"A manufacturer recommends that the longer the extension cord you use with an electric drill, the bigger the cross-sectional area of the cord should be.
What is a reason for this recommendation?

Resistance is inversely proportional to both the length and the cross-sectional area.
Resistance is inversely proportional to the length and directly proportional to the cross-sectional area.
Resistance is proportional to both the length and the cross-sectional area.
Resistance is proportional to the length and inversely proportional to the cross-sectional area.",D
1272,"A battery is connected to three resistors of resistances 12 Ω, 6 Ω and 2 Ω, as shown. 

The current from the battery is 3 A.
What is the value of the ratio",B
1273,"Electrons move in a vacuum from one metal plate to another metal plate. As a result of this, there is an electric current of 48 µA between the two plates.
How many electrons are emitted by the first plate in a time of 5.0 minutes?

1.4 × 104 
1.5 × 1015 
1.8 × 1016 
9.0 × 1016",D
1274,"A negatively charged oil drop is held stationary, equidistant between two plates connected to a high voltage supply, as shown.  

Which change would not increase the upward electrical force on the drop?

decreasing the distance between the plates whilst keeping the drop equidistant from them
increasing the amount of negative charge on the drop
increasing the supply voltage
moving the drop closer to the positive plate",D
1275,"Two positive charges and one negative charge, all of equal magnitude, are set at the corners of an equilateral triangle.
Which diagram represents the electric field surrounding the charges?",A
1276,"Light of wavelength λ is incident normally on a diffraction grating, as shown. 

The angle between the two second-order maxima is φ.
Which expression gives the spacing of the lines on the diffraction grating?",D
1277,"The table shows four possible combinations of values for the laser wavelength, slit separation and slit-screen distance in a two-slit interference experiment to show the interference of visible light on a white screen.
Which combination will result in visible fringes being observed?



 
laser wavelength/ nm
slit separation/ mm 
slit-screendistance/ m


A
200
0.10
5.0


B
200
100
1.0


C
600
0.10
5.0


D
600
100
1.0",C
1278,"A water wave passes through a gap between two barriers. The wavefronts spread out as shown.

What is the name of this phenomenon?

coherence
diffraction
interference
superposition",B
1279,"A musical instrument is made using a long tube with a mouthpiece at one end. The other end is open and flared, as shown.  

A musician maintains stationary sound waves with a node at the mouthpiece and an antinode at the other end. The lowest frequency of sound that the instrument can produce is 92 Hz.
Which different frequencies of sound can be produced by the instrument?

92 Hz, 138 Hz, 184 Hz, 230 Hz
92 Hz, 184 Hz, 276 Hz, 368 Hz
92 Hz, 276 Hz, 460 Hz, 644 Hz
92 Hz, 276 Hz, 828 Hz, 1288 Hz",C
1280,"What is the order of magnitude of the wavelengths of microwaves and X-rays?



 
wavelength ofmicrowaves / m
wavelength ofX-rays / m


A
10–6
103


B
10–2
103


C
10–6
10–10


D
10–2
10–10",D
1281,"An observer is situated at the top of a tall tower. An aeroplane emitting sound at a frequency of 1000 Hz approaches the observer at a speed of 165 m s–1.
The speed of sound is 330 m s–1.
What is the frequency of the sound received by the observer?

330 Hz
667 Hz
1000 Hz
2000 Hz",D
1282,"A sound wave is displayed on the screen of a cathode-ray oscilloscope, as shown. 

The time-base setting is 0.50 ms per division.
What is the frequency of the sound wave?

500 Hz
670 Hz
1000 Hz
1300 Hz",B
1283,"Which row describes a longitudinal wave and a medium through which it can travel?



 
direction of oscillation of themedium compared with thedirection of propagationof wave energy
medium


A
parallel
air


B
parallel
vacuum 


C
perpendicular 
air


D
perpendicular 
vacuum",A
1284,"A wave of frequency 15 Hz travels at 24 ms–1 through a medium.
What is the phase difference between two points 2.0 m apart?

There is no phase difference.
They are out of phase by a quarter of a cycle.
They are out of phase by half a cycle.
They are out of phase by 0.80 of a cycle.",B
1285,"The graph shows the non-linear force–extension curve for a wire made from a new composite material. 

What is the best estimate of the work done in stretching the wire to point P?

0.09 J
0.10 J
0.11 J
0.20 J",C
1286,"A composite rod is made by attaching a glass-reinforced plastic rod and a nylon rod end to end, as shown. 

The rods have the same cross-sectional area and each rod is 1.00 m in length. The Young modulus Ep of the plastic is 40GPa and the Young modulus En of the nylon is 2.0 GPa.
The composite rod will break when its total extension reaches 3.0 mm.
What is the greatest tensile stress that can be applied to the composite rod before it breaks?

2.9 × 106 Pa
5.7 × 106 Pa
2.9 × 109 Pa
5.7 × 109 Pa",B
1287,"A car travels at a constant speed of 25 m s–1 up a slope. The wheels driven by the engine exert a forward force of 3000N. The total force due to air resistance and friction is 2100N. The weight of the car has a component down the slope of 900N.
What is the rate at which thermal energy is dissipated?

zero
2.3 × 104 W
5.3 × 104 W
7.5 × 104 W",C
1288,"An object is moved in a vertical plane from X to Y, and then from Y to Z, as shown in the diagram. 

The distances between various points are indicated on the diagram.
Lines XY and VZ are vertical.
The object weighs 20 N.
How much gravitational potential energy does the object gain by moving from X to Z?

60 J
120 J
140 J
260 J",A
1289,"A sledge of mass 50 kg sits on a snowy surface. It is pulled horizontally for 10 m against a frictional force of 200N, then it is pulled horizontally across ice for 10 m. There is no friction between the ice and the sledge. It is lifted up vertically by 1 m and finally carried back at a constant speed to where it started.
During which stage of its journey is most work done on the sledge?

being carried back 20 m at constant speed
being lifted up 1 m
being pulled 10 m across ice
being pulled 10 m across snow",D
1290,"A ball is thrown vertically upwards from the surface of the Earth.
Which statement describes the energy of the ball as it rises through the air?

The kinetic energy of the ball decreases as the gravitational potential energy decreases.
The kinetic energy of the ball decreases as the gravitational potential energy increases.
The kinetic energy of the ball increases as the gravitational potential energy decreases.
The total energy of the ball increases.",B
1291,"A cylinder contains a volume of 0.012 m3 of gas at a pressure of 1.0 × 105 Pa.
400 J of work is done on this gas, with its pressure remaining constant throughout.
What is the final volume of the gas?

0.0040 m3 
0.0080 m3 
0.016 m3 
0.020 m3",B
1292,"Three coplanar forces act on a block.
Which diagram shows the directions of the forces such that the block could be in equilibrium?",B
1293,"A uniform rod of weight 20 N and length 2.0 m is acted upon by two vertical forces, as shown. 

What are the resultant force acting on the rod and the resultant moment about the centre of gravity of the rod? 



 
resultant force/ N
resultant moment/ N m 


A
0
10


B
0
20


C
20
10


D
20
20",A
1294,"A particle is in a uniform field. The particle experiences a force in the opposite direction to the field.
In which type of field is the particle, and on which property of the particle is the field acting?



 
type of field
property of particleon which the field acts 


A
electric
charge


B
electric
current


C
gravitational
mass


D
gravitational
weight",A
1295,"The diagram shows a particle P, travelling at speed v, about to collide with a stationary particle Q of the same mass. The collision is perfectly elastic. 

Which statement describes the motion of P and of Q immediately after the collision?

P and Q both travel in the same direction with speed v.
P comes to rest and Q acquires speed v.
P rebounds with speed v and Q acquires speed v.
P rebounds with speed v and Q remains stationary",B
1296,"The diagram shows graphs of various quantities plotted against time for an object dropped from a stationary balloon high in the atmosphere. 

Which statement could be correct?

Graph 1 is acceleration against time and graph 3 is resultant force against time.
Graph 1 is acceleration against time and graph 4 is resultant force against time.
Graph 3 is acceleration against time and graph 1 is velocity against time.
Graph 3 is acceleration against time and graph 2 is velocity against time.",C
1297,"A person of mass 60 kg stands on accurate bathroom scales, placed on the floor of an elevator (lift) which operates in a tall building.
At a certain instant the bathroom scales read 58 kg.
Which row could give the person’s direction of movement and type of motion? 



 
direction 
motion 


A
downwards
constant speed 


B
downwards
slowing down 


C
upwards
constant speed 


D
upwards
slowing down",D
1298,"A car moves with uniform acceleration along a straight road. Oil leaks from the car at the rate of one drop every two seconds. The diagram shows the distances between three successive oil drops on the road. 

What is the acceleration of the car?

0.75 m s–2 
1.5 m s–2 
3.0 m s–2 
6.0 m s–2",A
1299,"A stone is thrown horizontally from the top of a cliff and falls into the sea below. Air resistance is negligible. The path of the stone is shown. 

In which direction does the resultant force on the stone act during its fall?

horizontally to the right
parallel to its velocity
perpendicular to its velocity
vertically downwards",D
1300,"A micrometer is used to measure the diameters of two cylinders.
diameter of first cylinder = (12.78 ± 0.02) mmdiameter of second cylinder = (16.24 ± 0.03) mm
The difference in the diameters is calculated.
What is the uncertainty in this difference?

0.01 mm
0.02 mm
0.03 mm
0.05 mm",D
1301,"A transmitter emits a pulse of electromagnetic waves towards a reflector. The pulse is reflected and returns to the transmitter.
A detector is located at the transmitter. The emitted pulse and the reflected pulse are displayed on a cathode-ray oscilloscope (CRO) as shown. 

The pulse takes 6.3 µs to travel from the transmitter to the reflector.
What is the time-base setting of the CRO?

2.1 µs cm–1 
3.2 µs cm–1 
4.2 µs cm–1 
6.3 µs cm–1",C
1302,"Which pair of quantities contains both a scalar and a vector?

acceleration and momentum
charge and resistance
kinetic energy and mass
temperature and velocity",D
1303,"A byte (b) comprises 8 bits.
How many bits are there in 1 terabyte (1Tb)?

1 × 109 
8 × 109 
1 × 1012 
8 × 1012",D
1304,"The table shows some measurable quantities.
Which row gives the correct order of magnitude of the measurable quantity in the stated unit? 



 
measurable quantity 
order of magnitude 
unit 


A
mass of a coin
10–4
kg


B
thickness of a sheet of paper
10–2 
m


C
weight of an apple 
100 
N


D
temperature of a person's body 
101
K",C
1305,"Which word equation represents β+ decay?

proton → neutron + electron + electron antineutrino
proton → neutron + electron + electron neutrino
proton → neutron + positron + electron antineutrino
proton → neutron + positron + electron neutrino",D
1306,"A ball of mass m travelling at velocity u collides with a stationary ball of mass M. After collision the two balls travel at velocities v and V respectively, in the directions shown.

A student writes three equations relating to the collision.
Which row in the table indicates the correct and incorrect equations?



 
mu = MV + mv
mv sin 30° = MV sin 40° 
mu = mv cos 30° + MV cos 40° 


A
correct
correct
correct


B
incorrect
correct
incorrect


C
correct
incorrect
incorrect


D
incorrect
correct
correct",D
1307,"A neutron  is fired at a  nucleus. The neutron is absorbed by the nucleus which then splits to form nuclei of  and .
What is the number of neutrons emitted when the  nucleus splits?

0
1
2
3",D
1308,"A sphere falls from rest through the air. The graph shows the variation with time of the sphere's velocity.

Which diagram shows the forces acting on the sphere when it is at the velocity corresponding to point P on the graph?",C
1309,"The circuit shown consists of two resistors of resistances 10 kΩ and 50 kΩ and a component Y.
A 6.0 V supply is provided. The electric potential of the bottom wire is 0 V. 

The current in component Y is negligible.
What is the electric potential at junction X?

1.0 V
1.2 V
4.8 V
5.0 V",D
1310,"A ball falls vertically onto horizontal ground and rebounds, as shown.

The ball has momentum p1 downwards just before hitting the ground. After rebounding, the ball leaves the ground with momentum p2 upwards. The ball is in contact with the ground for 0.020s. During this time interval, an average resultant force of 25N acts on the ball.
What is a possible combination of values for p1 and p2?



 
p1/kgms-1
p2/kgms-1


A
0.15
0.65


B
0.20
0.30


C
0.30
0.20


D
0.65
0.15",C
1311,"Identical resistors are connected in four combinations P, Q, R and S between terminals X and Y.

What is the order of decreasing combined resistance between X and Y (largest first)?

P → S → Q → R
P → S → R → Q
Q → R → S → P
S → P → Q → R",A
1312,"A cell of internal resistance r and electromotive force (e.m.f.) E is connected in series with a resistor of resistance R. 

The resistance R and the e.m.f. E remain fixed. The internal resistance r of the cell changes over time.
Which graph best shows the variation of the current I in the circuit with the internal resistance r?",B
1313,"The graph shows how the velocity v of an object moving in a straight line varies with time t from t = 0 to t = T.

Which graph represents the displacement s of the object in the time t = 0 to t = T?",A
1314,"A wire of cross-sectional area 5.0 × 10–6 m2 is made of a metal of resistivity 50 × 10–8 Ω m.
The potential difference across the wire is 6.0 V and the current is 3.0 A.
What is the length of the wire?

0.050 m
0.20 m
5.0 m
20 m",D
1315,"A tennis ball is released from rest at the top of a tall building.
Which graph best represents the variation with time t of the acceleration a of the ball as it falls, assuming that the effect of air resistance is not negligible?",A
1316,Which graph shows the variation with current I of the potential difference V of a filament lamp?,A
1317,"Three resistors are connected in parallel across a power supply, as shown. 

The power dissipated in each of the resistors of resistance 2 Ω, 3 Ω and 4 Ω is P2, P3 and P4 respectively.
What is the ratio P2 : P3 : P4?

2 : 3 : 4
4 : 3 : 2
6 : 4 : 3
36 : 16 : 9",C
1318,"The acceleration of free fall on the Moon is 1.6ms–2. The Moon has no atmosphere. An astronaut standing on the surface of the Moon drops a feather.
Which graph shows the variation with time of the speed of the feather during the first second of its fall?",A
1319,"The electric current in a wire may be calculated using the equation I=Anvq.
Which statement is not correct?

n is the number of charge carriers per unit volume of the wire.
nA is the number of charge carriers per unit length of the wire.
q is the charge of each charge carrier.
v is the velocity of each charge carrier.",D
1320,"The diagram shows the electric field near a point charge and two electrons X and Y.

Which row describes the forces acting on X and on Y?



 
direction of force
magnitude of force on X


A
radially inwards 
less than force on Y


B
radially inwards 
greater than force on Y


C
radially outwards
less than force on Y


D
radially outwards
greater than force on Y",B
1321,"Two horizontal parallel plate conductors are separated by a distance of 5.0 mm in air. The lower plate is earthed and the potential of the upper plate is +50V.
What is the electric field strength E at a point midway between the plates?

1.0 × 104 Vm–1 downwards
1.0 × 104 Vm–1 upwards
2.0 × 104 Vm–1 downwards
2.0 × 104 Vm–1 upwards",A
1322,"A diffraction grating experiment is set up using orange light of wavelength 600 nm. The grating has a slit separation of 2.00 µm.

What is the angular separation (θ2 – θ1) between the first and second order maxima of the orange light?

17.5°
19.4°
36.9°
54.3°",B
1323,"A student determines the density ρ of steel by taking measurements from a steel wire.
mass m = 6.2 ± 0.1 glength l = 25.0 ± 0.1cmdiameter d = 2.00 ± 0.01mm
He uses the equation .What is the percentage uncertainty in his calculated value of density?

1.1%
1.8%
2.5%
3.0%",D
1324,"Two identical loudspeakers are connected in series to an a.c. supply, as shown. 

A microphone is moved along the line PQ.
Which graph best shows the variation with distance from P of the intensity of the sound detected by the microphone?",A
1325,"P and Q are fixed points at the end of a string. A transverse stationary wave of constant maximum amplitude is formed on the string. 

P, R and Q are the only points on the string where nodes are formed. S and T are two points on the string at a distance x from R.
What is the relationship between points S and T?

the same amplitude and in phase
different amplitudes and in phase
the same amplitude and a phase difference of 180°
different amplitudes and a phase difference of 180°",C
1326,"The diagram shows a cathode-ray oscilloscope (c.r.o.) being used to measure the rate of rotation of a flywheel.

The flywheel has a small magnet M mounted on it. Each time the magnet passes the coil, a voltage pulse is generated, which is passed to the c.r.o. The display of the c.r.o. is 10 cm wide. The flywheel is rotating at 3000 revolutions per minute.
Which time-base setting will display clearly separate pulses on the screen?

1 s cm-1
10 ms cm-1
100 μs cm-1
1 μs cm-1",B
1327,"The diagram shows the principal regions of the electromagnetic spectrum, with some details labelled. The diagram is not to scale. 

What is a typical order of magnitude of the wavelength of the radiation in region Q? 

10–7 m
10–5 m
10–2 m
100 m",C
1328,"A buzzer emitting sound of frequency 846 Hz is attached to a string and rotated in a horizontal circle. The linear speed of the buzzer is 25.0 ms–1. 

The speed of sound is 340 ms–1.
What is the maximum frequency heard by the observer?

783 Hz
788 Hz
908 Hz
913 Hz",D
