,Prompt,Response
31643," The monopoly equilibrium is depicted by the MR and MC intersection, with price determined on the demand curve above MC, creating a deadweight loss triangle. Unlike perfect competition, monopolies can sustain supernormal profits in both the short and long run due to barriers to entry, such as patents, economies of scale, or control over essential resources. While a monopoly may achieve productive efficiency if it minimises costs, this is not guaranteed, as the lack of competitive pressure reduces incentives to innovate or reduce costs. DIAGRAM: A monopoly operating at an output level where ATC is not minimised illustrates productive inefficiency, with excess capacity compared to the perfectly competitive output","\documentclass{standalone}
\usepackage{pgfplots}
\usetikzlibrary{decorations.pathreplacing}
\pgfplotsset{
  compat=1.18,
  standard/.style={
    axis lines=left,
    xlabel=Quantity,
    ylabel=Price/Cost,
    xmin=0, xmax=10,
    ymin=0, ymax=10,
    xtick={0, 5.333, 8},
    xticklabels={0, $Q_m$, $Q_c$},
    ytick={0, 4.667, 6, 7.333},
    yticklabels={0, , $P_c$, $P_m$},
    grid=none,
    clip=false,
  }
}
\begin{document}
\begin{tikzpicture}
\begin{axis}[standard]
  % Demand curve
  \addplot[domain=0:10, blue, thick] {10 - 0.5*x} node[above right, pos=0.95] {D};
  % MR curve
  \addplot[domain=0:10, red, thick] {10 - x} node[below right, pos=0.95] {MR};
  % MC curve
  \addplot[domain=0:10, green!70!black, thick] {2 + 0.5*x} node[above left, pos=0.95] {MC};
  % ATC curve
  \addplot[domain=1.5:10, purple, thick, samples=100] {16/x + 2 + 0.25*x} node[below right, pos=0.7] {ATC};

  % Monopoly equilibrium
  \draw[dashed] (axis cs:5.333,0) -- (axis cs:5.333,7.333);
  \draw[dashed] (axis cs:0,7.333) -- (axis cs:5.333,7.333);
  \node[circle, fill, inner sep=1.5pt] at (axis cs:5.333,7.333) {};
  
  % Competitive equilibrium
  \draw[dashed] (axis cs:8,0) -- (axis cs:8,6);
  \draw[dashed] (axis cs:0,6) -- (axis cs:8,6);
  \node[circle, fill, inner sep=1.5pt] at (axis cs:8,6) {};

  % Profit rectangle
  \draw[dashed, fill=gray!30, fill opacity=0.4] 
    (axis cs:0,6.333) -- 
    (axis cs:5.333,6.333) -- 
    (axis cs:5.333,7.333) -- 
    (axis cs:0,7.333) -- cycle;
  \node at (axis cs:2.5,6.8) {Supernormal Profit};

  % Deadweight loss
  \fill[red!40, opacity=0.5] 
    (axis cs:5.333,7.333) -- 
    (axis cs:5.333,4.667) -- 
    (axis cs:8,6) -- cycle;
  \node at (axis cs:7,5.5) {DWL};

  % Excess capacity brace
  \draw[decorate, decoration={brace, amplitude=5pt, mirror}, yshift=-0.3cm] 
    (axis cs:5.333,0) -- 
    (axis cs:8,0) 
    node[midway, below, yshift=-0.25cm] {Excess Capacity};
\end{axis}
\end{tikzpicture}
\end{document}"
31894," A perfectly competitive market equilibrium at the intersection of supply and demand curves, illustrating allocative efficiency where P = MC. Monopoly equilibrium contrasted, showing deadweight loss where P > MC.","\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = Quantity (Q),
    ylabel = Price (P),
    xmin = 0, xmax = 10,
    ymin = 0, ymax = 10,
    xtick = \empty,
    ytick = \empty,
    clip = false,
    title = Perfect Competition,
    width = 0.45\textwidth
]
% Demand curve
\addplot[blue, thick, domain=0:9] {8 - x} node[above, pos=0.9] {D};
% Supply curve (MC)
\addplot[red, thick, domain=0:8] {2 + 0.5*x} node[right, pos=0.9] {S=MC};
% Equilibrium point
\node[circle, fill, inner sep=1.5pt] at (4,4) {};
\node[above left] at (4,4) {E};
% Labels
\node[left] at (0,4) {\(P_c\)};
\node[below] at (4,0) {\(Q_c\)};
\node[above right] at (4,4) {P=MC};
\end{axis}

\begin{axis}[
    xshift = 0.5\textwidth,
    axis lines = left,
    xlabel = Quantity (Q),
    ylabel = Price (P),
    xmin = 0, xmax = 10,
    ymin = 0, ymax = 10,
    xtick = \empty,
    ytick = \empty,
    clip = false,
    title = Monopoly,
    width = 0.45\textwidth
]
% Demand curve
\addplot[blue, thick, domain=0:9] {8 - x} node[above, pos=0.9] {D};
% Marginal cost curve
\addplot[red, thick, domain=0:8] {2 + 0.5*x} node[right, pos=0.9] {MC};
% Marginal revenue curve
\addplot[green!70!black, thick, domain=0:4] {8 - 2*x} node[below, pos=0.9] {MR};
% Monopoly equilibrium
\draw[dashed] (2.4,0) -- (2.4,5.6) node[below] at (2.4,0) {\(Q_m\)};
\draw[dashed] (0,5.6) -- (2.4,5.6) node[left] at (0,5.6) {\(P_m\)};
\node[circle, fill, inner sep=1.5pt] at (2.4,5.6) {};
% Competitive reference
\node[below] at (4,0) {\(Q_c\)};
\node[left] at (0,4) {\(P_c\)};
% Deadweight loss
\addplot[gray!30, draw=none] coordinates {
    (2.4,5.6)
    (2.4,3.2)
    (4,4)
} -- cycle;
\node at (3.2,4.4) {DWL};
% P > MC indicator
\draw[->] (2.4,5.0) -- (2.4,3.8) node[right, midway] {P>MC};
\end{axis}
\end{tikzpicture}"
32146," In a perfectly competitive market, the equilibrium price and quantity occur at the intersection of supply and demand curves, with supply representing marginal cost and demand reflecting marginal benefit. This equilibrium implies no deadweight loss, indicating efficiency. However, the complexity of modern economies introduces deviations from these ideal conditions. Markets are often characterized by monopolistic competition, oligopolies, or monopolies, where firms possess market power. A monopolist restricts output to set prices above marginal cost, creating a deadweight loss (DIAGRAM: Monopoly equilibrium shows higher price and lower quantity than competitive equilibrium, with a welfare loss triangle). This undermines allocative efficiency, as resources are under-allocated to the monopolized sector. Furthermore, externalities—unpriced spillover effects on third parties—distort market outcomes. Negative externalities, such as pollution, lead to overproduction relative to the social optimum, as private marginal costs diverge from social marginal costs (DIAGRAM: Negative externality graph shows market equilibrium quantity exceeding socially optimal quantity). Positive externalities, like education, result in underproduction. Public goods, which are non-excludable and non-rivalrous, face free-rider problems, causing underprovision by the market. Information asymmetry, where one party possesses more knowledge than another, leads to adverse selection and moral hazard, further impairing efficiency. These market failures suggest that the invisible hand alone may fail to allocate resources optimally in complex economies. However, market mechanisms can adapt through internalizing externalities via Coasian bargaining if property rights are well-defined and transaction costs are low. Technological advancements also mitigate information gaps, enhancing price transparency and reducing search costs. Additionally, entrepreneurial innovation driven by profit motives can address inefficiencies, fostering dynamic efficiency over time.","\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = Quantity,
    ylabel = Price,
    xtick = \empty,
    ytick = \empty,
    xmin = 0,
    xmax = 40,
    ymin = 0,
    ymax = 110,
    clip = false,
    every axis y label/.style={at={(ticklabel* cs:1.02)}, anchor=west},
    every axis x label/.style={at={(ticklabel* cs:1.02)}, anchor=south},
]

% Demand curve (D)
\addplot [blue, thick, domain=0:35] {100 - x};
\node [right, blue] at (axis cs: 35,65) {$D$};

% Marginal revenue (MR)
\addplot [red, thick, domain=0:35] {100 - 2*x};
\node [right, red] at (axis cs: 35,30) {$MR$};

% Marginal cost/supply (MC)
\addplot [green!70!black, thick, domain=0:35] {20 + 2*x};
\node [right, green!70!black] at (axis cs: 35,90) {$MC$};

% Competitive equilibrium (E_c)
\coordinate (competitive) at (axis cs: 26.67,73.33);
\fill [black] (competitive) circle (2pt) node[above right] {$E_c$};

% Monopoly equilibrium (E_m)
\coordinate (monopoly_d) at (axis cs: 20,80);
\fill [black] (monopoly_d) circle (2pt) node[above right] {$E_m$};

% MC at monopoly quantity
\coordinate (monopoly_mc) at (axis cs: 20,60);

% Monopoly dashed lines
\draw[dashed] (axis cs: 0,80) node[left] {$P_m$} -- (monopoly_d) -- (axis cs: 20,0) node[below] {$Q_m$};

% Competitive dashed lines
\draw[dashed] (axis cs: 0,73.33) node[left] {$P_c$} -- (competitive) -- (axis cs: 26.67,0) node[below] {$Q_c$};

% Deadweight loss triangle
\fill[gray!30] (monopoly_d) -- (competitive) -- (monopoly_mc) -- cycle;
\node at (axis cs: 23,70) {DWL};
\end{axis}
\end{tikzpicture}"
32399," The aggregate demand and supply model illustrates this process. A fall in interest rates shifts the aggregate demand curve to the right, increasing equilibrium GDP from Y1 to Y2, assuming spare capacity exists in the economy. However, this analysis relies on assumptions such as ceteris paribus—holding other factors constant—and rational responsiveness of economic agents to price signals","\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = {Real GDP},
    ylabel = {Price Level},
    xmin = 0, xmax = 100,
    ymin = 0, ymax = 100,
    xtick = \empty,
    ytick = \empty,
    clip = false,
]

% Aggregate Supply (AS) - upward sloping
\addplot[blue, thick, domain=30:90, samples=100] {0.02*(x-30)^2 + 20};
\node[blue, above right] at (axis cs: 85,80) {AS};

% Initial Aggregate Demand (AD1) - downward sloping
\addplot[red, thick, domain=30:90, samples=100] {100 - 0.8*x};
\node[red, above] at (axis cs: 30,76) {AD\textsubscript{1}};

% New Aggregate Demand (AD2) - shifted right
\addplot[red, thick, dashed, domain=40:100, samples=100] {100 - 0.8*(x-15)};
\node[red, above] at (axis cs: 45,76) {AD\textsubscript{2}};

% Initial equilibrium (E1)
\draw[dotted, gray] (axis cs: 50,60) -- (axis cs: 50,0) node[below, black] {Y\textsubscript{1}};
\draw[dotted, gray] (axis cs: 50,60) -- (axis cs: 0,60) node[left, black] {P\textsubscript{1}};
\node[circle, fill=black, inner sep=1.5pt, label=above left:E\textsubscript{1}] at (axis cs: 50,60) {};

% New equilibrium (E2)
\draw[dotted, gray] (axis cs: 65,68) -- (axis cs: 65,0) node[below, black] {Y\textsubscript{2}};
\draw[dotted, gray] (axis cs: 65,68) -- (axis cs: 0,68) node[left, black] {P\textsubscript{2}};
\node[circle, fill=black, inner sep=1.5pt, label=above left:E\textsubscript{2}] at (axis cs: 65,68) {};

% Shift arrow
\draw[->, very thick, black] (axis cs: 55,45) -- (axis cs: 65,45) node[midway, above] {Fall in interest rates};

\end{axis}
\end{tikzpicture}"
32653, A set of indifference curves intersecting with a budget line. The point of tangency at equilibrium shows the utility-maximising combination of goods X and Y.,"\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = {Good X},
    ylabel = {Good Y},
    xmin = 0, xmax = 50,
    ymin = 0, ymax = 30,
    xtick = \empty,
    ytick = \empty,
    clip = false,
    grid = none,
    samples = 200,
    every axis plot/.append style={thick}
]

% Budget line
\addplot[domain=0:40, blue, thick] {20 - 0.5*x};
\node[blue, above] at (35,3) {Budget line};

% Indifference curves (convex to origin)
\addplot[domain=5:40, red, dashed] {400/x};
\addplot[domain=8:40, red, dashed] {500/x};
\addplot[domain=10:40, red, thick] {625/x}; % Tangency curve
\node[red, below] at (37,5) {Indifference curves};

% Equilibrium point (tangency)
\addplot[only marks, mark=*, mark size=2pt] coordinates {(25,10)};
\node[above right] at (25,10) {Equilibrium (utility-maximising)};

% Labels
\node[below] at (40,0) {Quantity of X};
\node[left] at (0,28) {Quantity of Y};

% Dashed projectors
\draw[dashed] (25,0) -- (25,10);
\draw[dashed] (0,10) -- (25,10);
\node[below] at (25,0) {X*};
\node[left] at (0,10) {Y*};

\end{axis}
\end{tikzpicture}"
32908," A demand curve derived from successive equilibrium points as the price of X falls, showing an inverse relationship between price and quantity demanded.","\documentclass[tikz]{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}
\usepgfplotslibrary{dateplot}

\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = {Quantity Demanded (Q)},
    ylabel = {Price (P)},
    xmin = 0, xmax = 120,
    ymin = 0, ymax = 120,
    xtick = {20,40,60,80,100},
    ytick = {20,40,60,80,100},
    grid = both,
    grid style = {dashed, gray!30},
    clip = false,
    every axis y label/.style={rotate=0, at={(ticklabel* cs:1.03)}},
    every axis x label/.style={at={(ticklabel* cs:1.03)}},
    width=10cm,
    height=8cm
]

% Demand curve
\addplot[thick, blue, domain=20:100, samples=200] {-0.8*x + 100};
\node[above right, blue] at (25,80) {Demand Curve (D)};

% Equilibrium points with arrows
\draw[black, fill=red] (axis cs: 40,68) circle (2pt) node[above left] {A};
\draw[black, fill=red] (axis cs: 60,52) circle (2pt) node[above left] {B};
\draw[black, fill=red] (axis cs: 80,36) circle (2pt) node[above left] {C};
\draw[black, fill=red] (axis cs: 100,20) circle (2pt) node[above left] {D};

% Movement arrows
\draw[->, thick, black, >=stealth] (axis cs: 42,66) -- (axis cs: 58,54);
\draw[->, thick, black, >=stealth] (axis cs: 62,50) -- (axis cs: 78,38);
\draw[->, thick, black, >=stealth] (axis cs: 82,34) -- (axis cs: 98,22);

% Inverse relationship annotation
\node[align=center] at (axis cs: 70,95) {\footnotesize Inverse relationship: \\ \footnotesize As price falls, quantity demanded increases};
\draw[->, gray, dashed] (axis cs: 70,90) -- (axis cs: 50,70);
\draw[->, gray, dashed] (axis cs: 70,90) -- (axis cs: 90,30);

\end{axis}
\end{tikzpicture}
\end{document}"
33164," A perfectly competitive firm’s cost curves show equilibrium at the intersection of demand (price) and marginal cost, with output at the lowest point of the average cost curve, illustrating simultaneous productive and allocative efficiency","\documentclass[tikz]{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}
\usepgfplotslibrary{dateplot}

\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = {Quantity},
    ylabel = {Price, Cost},
    xmin = 0, xmax = 12,
    ymin = 0, ymax = 12,
    xtick = \empty,
    ytick = \empty,
    clip = false,
    width = 10cm,
    height = 8cm
]

% Average Total Cost (ATC) curve (U-shaped)
\addplot [blue, thick, domain=2:10, samples=100] 
    {0.3*(x-6)^2 + 3};
\node [blue, above] at (9,7.5) {ATC};

% Marginal Cost (MC) curve (U-shaped, intersecting ATC minimum)
\addplot [red, thick, domain=2:10, samples=100] 
    {0.9*(x-6)^2 + 3};
\node [red, above] at (10,10) {MC};

% Demand = MR = Price (horizontal line at equilibrium price)
\addplot [black, thick, domain=0:10] {6};
\node [black, above right] at (10,6) {\footnotesize$D = MR = P^*$};

% Equilibrium point (intersection of MC and MR)
\addplot [black, mark=*, only marks] coordinates {(6,6)};

% Dashed lines to axes from equilibrium
\draw [dashed] (6,0) node[below] {$Q^*$} -- (6,6) -- (0,6) node[left] {$P^*$};

% Minimum ATC point (where Q* meets ATC bottom)
\draw [dashed] (6,0) -- (6,3) node[above left, blue] {Min ATC} -- (0,3) node[left] {$AC^*$};

% Efficiency labels
\node [align=center] at (8,2) {Productive efficiency \\ (Min ATC)};
\node [align=center] at (3,7) {Allocative efficiency \\ ($P = MC$)};

\end{axis}
\end{tikzpicture}
\end{document}"
33421," A tax shifts the supply curve leftward, reducing equilibrium quantity from Q1 (market outcome) to Q2 (socially optimal), eliminating deadweight loss","\documentclass{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}
\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = Quantity,
    ylabel = Price,
    xtick = {4,5},
    xticklabels = {$Q_2$, $Q_1$},
    ytick = \empty,
    xmin = 0, xmax = 10,
    ymin = -1.5, ymax = 10,
    clip = false,
    grid = none
]

% Demand curve
\addplot [blue, thick, domain=0:10] {10 - x};
\node [blue, right] at (8,2) {$D$};

% Supply curve without tax (S0)
\addplot [red, thick, domain=0:10] {x};
\node [red, above] at (8,8) {$S_0$};

% Supply curve with tax (S1)
\addplot [red, thick, dashed, domain=0:8] {x + 2};
\node [red, above] at (6,8) {$S_1$};

% Original equilibrium (E0)
\addplot [black, mark=*, only marks] coordinates {(5,5)};
\node [above left] at (5,5) {$E_0$};

% New equilibrium (E1)
\addplot [black, mark=*, only marks] coordinates {(4,6)};
\node [above left] at (4,6) {$E_1$};

% Producer price point
\addplot [black, mark=*, only marks] coordinates {(4,4)};
\node [left] at (4,4) {$P_{\text{producer}}$};

% Dashed lines for equilibrium points
\draw [dashed] (5,0) -- (5,5);
\draw [dashed] (4,0) -- (4,6) -- (0,6);
\draw [dashed] (0,4) -- (4,4);

% Axis labels
\node [left] at (0,5) {$P_1$};
\node [left] at (0,6) {$P_2$};
\node [left] at (0,4) {$P_{\text{producer}}$};

% Quantity descriptions
\node [below, font=\footnotesize] at (4,-0.5) {(socially optimal)};
\node [below, font=\footnotesize] at (5,-0.5) {(market outcome)};

\end{axis}
\end{tikzpicture}
\end{document}"
33679," A tax creates a wedge between supply and demand, reducing consumer and producer surplus and forming a deadweight loss triangle. Over-regulation may raise production costs, moving firms away from productive efficiency. Public ownership often lacks profit incentives, resulting in bureaucratic inefficiencies. Additionally, interventions may be subject to regulatory capture, where industries influence policies to their advantage, further distorting markets. For example, subsidies to declining industries might prevent market exit, perpetuating inefficiency","\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = Quantity,
    ylabel = Price,
    xmin = 0, xmax = 10,
    ymin = 0, ymax = 8,
    xtick = {0,6,8},
    xticklabels = {0, $Q_t$, $Q_0$},
    ytick = {0,3,4,5},
    yticklabels = {0, $P_p$, $P_0$, $P_c$},
    grid = none,
    clip = false,
]

% Demand curve
\addplot[domain=0:10, blue, thick] {8 - 0.5*x};
\node[above right, blue] at (9,3.5) {D};

% Supply curve without tax
\addplot[domain=0:10, red, thick] {0.5*x};
\node[right, red] at (8,4) {S};

% Supply curve with tax
\addplot[domain=0:10, red, thick, dashed] {0.5*x + 2};
\node[right, red] at (8,6) {S$_{\text{tax}}$};

% Equilibrium points
\coordinate (eq) at (8,4);
\coordinate (eq_tax_d) at (6,5);
\coordinate (eq_tax_s) at (6,3);

% Dashed lines
\draw[dashed] (eq) -- (0,4) node[left] {$P_0$};
\draw[dashed] (8,0) node[below] {$Q_0$} -- (eq);
\draw[dashed] (eq_tax_d) -- (0,5) node[left] {$P_c$};
\draw[dashed] (eq_tax_s) -- (0,3) node[left] {$P_p$};
\draw[dashed] (6,0) node[below] {$Q_t$} -- (eq_tax_d);

% Consumer surplus (original)
\addplot[fill=blue!10, opacity=0.7] coordinates {
    (0,4) (0,8) (8,4)
} -- cycle;
\node at (2,6) {CS};

% Producer surplus (original)
\addplot[fill=red!10, opacity=0.7] coordinates {
    (0,0) (0,4) (8,4)
} -- cycle;
\node at (2,2) {PS};

% Tax revenue (government)
\addplot[fill=green!20, opacity=0.7] coordinates {
    (0,3) (0,5) (6,5) (6,3)
} -- cycle;
\node at (3,4) {Tax Revenue};

% Deadweight loss
\addplot[fill=gray!30, opacity=0.7] coordinates {
    (6,3) (6,5) (8,4)
} -- cycle;
\node at (7,4) {DWL};

\end{axis}
\end{tikzpicture}"
33938," In a perfectly competitive labour market, the downward-sloping MRP curve (demand for labour) intersects the upward-sloping supply curve of labour at equilibrium wage W1 and employment level Q1. This equilibrium is precise, as wages adjust frictionlessly to balance supply and demand","\documentclass[tikz]{standalone}
\usepackage{pgfplots}
\pgfplotsset{
  compat=1.18,
  standard/.style={
    axis lines=left,
    axis line style={-stealth},
    xlabel near ticks,
    ylabel near ticks,
    xlabel={Quantity of Labour},
    ylabel={Wage Rate},
    samples=100,
    xtick=\empty,
    ytick=\empty,
    every axis x label/.style={at={(current axis.right of origin)}, anchor=west},
    every axis y label/.style={at={(current axis.above origin)}, anchor=south},
    clip=false
  }
}
\begin{document}
\begin{tikzpicture}
\begin{axis}[standard, xmin=0, xmax=100, ymin=0, ymax=50]
  % MRP curve (Demand for Labour)
  \addplot[blue, thick, domain=0:80] {40 - 0.5*x} 
    node[above, pos=0.9, sloped] {MRP (Demand for Labour)};
  
  % Supply curve of Labour
  \addplot[red, thick, domain=0:80] {0.5*x} 
    node[above, pos=0.9, sloped] {Supply of Labour};
  
  % Equilibrium point (Q1, W1)
  \draw[dashed] (axis cs:40,0) node[below] {$Q_1$} -- (axis cs:40,20);
  \draw[dashed] (axis cs:0,20) node[left] {$W_1$} -- (axis cs:40,20);
  
  % Equilibrium dot and label
  \fill[black] (axis cs:40,20) circle (2pt);
  \node[above right] at (axis cs:40,20) {Equilibrium};
\end{axis}
\end{tikzpicture}
\end{document}"
34198," The monopsonist’s MCL curve lies above the labour supply curve. Employment is set at Q2 where MCL=MRP, but the wage W2 is read off the supply curve, below the MRP at that employment level. This divergence illustrates how market power disrupts the theoretical equilibrium","\documentclass[tikz]{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}
\usetikzlibrary{arrows.meta, positioning}

\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = Quantity of Labour ($Q$),
    ylabel = Wage ($W$),
    xmin = 0, xmax = 120,
    ymin = 0, ymax = 120,
    xtick = \empty,
    ytick = \empty,
    clip = false,
    grid = none,
    width = 10cm,
    height = 8cm
]

% Labour supply curve (S)
\addplot[blue, thick, domain=0:100] {0.5*x + 10};
\node[blue, above right] at (axis cs: 90,55) {$S$ (Labour Supply)};

% MCL curve (above S)
\addplot[red, thick, domain=0:100] {0.8*x + 10};
\node[red, above left] at (axis cs: 60,58) {$MCL$};

% MRP curve
\addplot[green!70!black, thick, domain=0:100] {100 - 0.8*x};
\node[green!70!black, above left] at (axis cs: 20,84) {$MRP$};

% Equilibrium point: MCL = MRP at Q2
\addplot[black, mark=*, only marks] coordinates {(50,50)};
\node[below] at (axis cs: 50,0) {$Q_2$};
\draw[dashed] (axis cs: 50,0) -- (axis cs: 50,50);

% Wage point on supply curve (W2)
\draw[dashed] (axis cs: 50,50) -- (axis cs: 0,50);
\node[left] at (axis cs: 0,50) {$W_2$};
\addplot[black, mark=*, only marks] coordinates {(50,35)}; % Point on S curve

% MRP value at Q2
\draw[dashed] (axis cs: 50,60) -- (axis cs: 0,60);
\node[left] at (axis cs: 0,60) {$MRP_{Q_2}$};

% Divergence arrow
\draw[<->, thick, >=Stealth] (axis cs: 55,50) -- (axis cs: 55,60) 
    node[midway, right] {Divergence};
\end{axis}
\end{tikzpicture}
\end{document}"
34459," The monetarist view can be illustrated using a vertical long-run Phillips curve, indicating that monetary expansion only causes inflation without affecting real output in the long term. This contrasts with the short-run Phillips curve, where monetary policy might temporarily reduce unemployment but at the cost of higher inflation","\documentclass[tikz]{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}
\usetikzlibrary{arrows.meta}

\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = Unemployment rate ($u$),
    ylabel = Inflation rate ($\pi$),
    xmin = 0, xmax = 10,
    ymin = 0, ymax = 10,
    xtick = {4,7},
    xticklabels = {$u_n$,$u_2$},
    ytick = {2,5,8},
    yticklabels = {$\pi_1$,$\pi_2$,$\pi_3$},
    grid = none,
    clip = false,
    width = 10cm,
    height = 8cm
]

% Long-run Phillips curve (vertical)
\draw[thick, dashed] (axis cs:4,0) -- (axis cs:4,10) node[above] {LRPC};

% Short-run Phillips curves
\addplot[domain=2:9, blue, thick] {8 - 1.5*(x-4)} node[pos=0.2, above] {SRPC$_1$};
\addplot[domain=2:9, red, thick] {11 - 1.5*(x-4)} node[pos=0.2, above] {SRPC$_2$};

% Equilibrium points
\node[circle, fill=black, inner sep=1.5pt, label=below right:A] at (axis cs:4,2) {};
\node[circle, fill=black, inner sep=1.5pt, label=above left:B] at (axis cs:7,5) {};
\node[circle, fill=black, inner sep=1.5pt, label=above right:C] at (axis cs:4,8) {};

% Movement arrows
\draw[-{Stealth}, thick, shorten >=1pt] (axis cs:4,2) -- (axis cs:7,5) 
    node[midway, below left] {Monetary expansion};
\draw[-{Stealth}, thick, shorten >=1pt] (axis cs:7,5) -- (axis cs:4,8) 
    node[midway, above] {Long-run adjustment};

% Axis labels
\node[below] at (axis cs:10,0) {};
\node[left] at (axis cs:0,10) {};

\end{axis}
\end{tikzpicture}
\end{document}"
34721," The Keynesian cross diagram shows how equilibrium income is determined by aggregate expenditure. A vertical shift in the expenditure line beyond full employment leads to demand-pull inflation, necessitating contractionary fiscal measures to restore equilibrium","\documentclass[tikz]{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}
\usepgfplotslibrary{fillbetween}

\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = Real GDP (Y),
    ylabel = Aggregate Expenditure (AE),
    xmin = 0, xmax = 100,
    ymin = 0, ymax = 100,
    xtick = \empty,
    ytick = \empty,
    clip = false,
    every axis x label/.style={at={(ticklabel* cs:1.02)}, anchor=west},
    every axis y label/.style={at={(ticklabel* cs:1.02)}, anchor=south}
]

% 45-degree line
\addplot [name path=fortyfive, color=black, thick, domain=0:95] {x} 
    node[pos=0.75, above left, sloped] {45\textdegree} 
    node[pos=0.95, above left] {AE = GDP};

% Initial AE line (AE₀)
\addplot [name path=ae0, color=blue, thick, domain=0:80] {30 + 0.5*x} 
    node[pos=0.9, below right] {AE₀};

% Shifted AE line (AE₁)
\addplot [name path=ae1, color=red, thick, domain=0:90] {45 + 0.5*x} 
    node[pos=0.9, above left] {AE₁};

% Full employment line (Y_f)
\draw[dashed, name path=full_emp] (60,0) -- (60,100) 
    node[pos=0.03, below] {$Y_f$} 
    node[pos=1.0, above] {Full employment output};

% Initial equilibrium E₀
\node[circle, fill=black, inner sep=1.5pt, label=above left:{$E_0$}] at (60,60) {};

% New equilibrium E₁
\node[circle, fill=black, inner sep=1.5pt, label=above left:{$E_1$}] at (90,90) {};

% Inflationary gap
\draw[<->, thick, orange] (60,60) -- (60,75) 
    node[midway, right] {Inflationary gap};

% Shift arrow for AE
\draw[->, thick, dashed, green!70!black] (20,40) -- (20,55) 
    node[midway, right] {Autonomous expenditure increase};

% Output labels
\node[below] at (60,0) {$Y_f$};
\node[below] at (90,0) {$Y_1$};

% Title
\node[above] at (current axis.north) {Keynesian Cross: Demand-Pull Inflation};
\end{axis}
\end{tikzpicture}
\end{document}"
