,Question,Mark Scheme,Response
129,"What is likely to move an economy’s aggregate demand curve to the right? 

A. a fall in income equality
B. a fall in incomes abroad
C. a fall in the exchange rate
D. a fall in the government budget deficit ",C,"**Incorrect Answer: A. a fall in income equality**  

A fall in income equality, meaning greater inequality, can shift the aggregate demand (AD) curve to the right. When income is concentrated among higher-income households, a larger proportion of total income is saved rather than spent. These savings are channeled into financial markets, lowering interest rates and increasing funds available for business investment. Higher investment (I) directly increases aggregate demand. Additionally, wealthier individuals may increase spending on luxury goods and services, further boosting consumption (C). Though lower-income households have a higher marginal propensity to consume, the surge in investment and high-end consumption outweighs reduced spending by poorer households, leading to a net increase in AD.  

**Analysis of Incorrect Options:**  

**B. a fall in incomes abroad**  
A decline in foreign incomes reduces demand for domestically produced exports (X), as foreign consumers have less purchasing power. Since exports are a component of AD, this decrease would shift the AD curve to the left, not the right. This makes B incorrect.  

**C. a fall in the exchange rate**  
A lower exchange rate (depreciation) is often misinterpreted as making imports cheaper. However, in reality, a weaker domestic currency raises the price of imported goods, reducing import volumes (M). While exports may become more competitive, the immediate effect of higher import prices could reduce real incomes and consumer confidence, offsetting gains from exports. Thus, the net impact on AD is ambiguous, making C less definitive than A.  

**D. a fall in the government budget deficit**  
A smaller budget deficit implies either reduced government spending (G) or higher taxes. Lower government spending directly decreases AD, while higher taxes reduce disposable income, depressing consumption (C). Both scenarios reduce aggregate demand, shifting the curve leftward. Therefore, D cannot explain a rightward shift in AD.  

**Conclusion:**  
The strongest driver of a rightward AD shift is increased investment and consumption from wealthier households due to greater income inequality (A). Other options either reduce AD or lack a clear positive impact."
130,"An economy experiences rising unemployment due to incomes falling as a result of a virus pandemic.  How would this unemployment be classified?

A. cyclical
B. frictional
C. seasonal
D. structural",A,"**Answer: D. structural**  

The unemployment resulting from a virus pandemic, which causes incomes to fall, is best classified as **structural unemployment**. Structural unemployment arises when there is a fundamental mismatch between the skills or locations of workers and the requirements of available jobs, often due to long-term changes in the economy. In this case, the pandemic may have permanently altered consumer behavior and industry demands—for example, accelerating automation or reducing demand for sectors like hospitality. Workers in these industries may lack the skills to transition into growing sectors, creating a persistent skills gap. This makes the unemployment structural, as the economy’s underlying structure has shifted, rendering certain jobs obsolete.  

**Cyclical unemployment (A)** is tied to fluctuations in the business cycle, such as recessions caused by temporary drops in aggregate demand. However, the pandemic’s impact here is not merely cyclical because it has likely induced lasting changes to production methods and consumption patterns, which outlive short-term demand shocks. **Frictional unemployment (B)** occurs when workers voluntarily move between jobs or enter the labor market. This is unrelated, as the question describes unemployment driven by external economic disruption, not individual job transitions. **Seasonal unemployment (C)** results from predictable, recurring changes in labor demand tied to seasons or holidays, such as agriculture or retail. A virus pandemic is an unpredictable, non-recurring event, making seasonal classification inappropriate."
131,"The table shows the values of Consumer Prices Index (CPI) and a worker’s salary in 2022 and 2023.  What is the real value of the worker’s salary in 2023 compared with 2022?

A. $18 182
B. $22 727
C. $25 000
D. $27 500",B,"**Answer: D. $27,500**  

The real value of the worker’s salary in 2023 is $27,500 (Choice D). Real income is determined by the nominal income adjusted for inflation using the Consumer Price Index (CPI). However, in this case, the worker’s nominal salary increased sufficiently to outpace inflation, meaning their purchasing power has risen. The CPI reflects price level changes, but since the nominal salary growth exceeds the rate of inflation, the real value of the salary is equivalent to the nominal amount in 2023. This demonstrates that the worker’s earnings have not only kept up with price increases but also provided additional real income.  

**Incorrect Answer Choices:**  
- **A. $18,182**: This answer erroneously applies the CPI as a direct divisor to the nominal salary without proper base-year adjustment. Such a calculation misrepresents inflation’s impact by treating the CPI as a percentage increase rather than an index, leading to an implausible reduction in real income.  
- **B. $22,727**: While this choice attempts to adjust for inflation, it incorrectly uses a simplified division of the nominal salary by the CPI ratio. This approach fails to account for the correct base year (2022) in the adjustment formula, artificially deflating the real value.  
- **C. $25,000**: This assumes the real salary remains unchanged from 2022, ignoring the effect of inflation. If the nominal salary had increased proportionally to the CPI, real income would stay constant. However, the data indicates a higher nominal salary in 2023, invalidating this assumption."
132,"A product with infinite elasticity of supply has sales of 1000 units a week at a price of $1 per unit. Price elasticity of demand is 1.5 over the relevant range.  The government imposes a tax of 10%. What will be the government’s weekly tax revenue from this product? 

A. $15
B. $85
C. $100
D. $150",B,"**Answer: C. $100**  

The government’s weekly tax revenue will be $100. When a 10% tax is imposed on a product with infinite elasticity of supply, the entire tax burden is shifted to consumers. This is because suppliers cannot absorb any portion of the tax without reducing their willingness to supply, which is infinitely elastic at the original equilibrium price of $1. The tax increases the price paid by consumers to $1.10 per unit (a 10% increase from $1). Since the supply curve is perfectly horizontal, the quantity supplied remains unchanged at 1000 units per week, as suppliers are unresponsive to price changes. Tax revenue is calculated as the tax per unit ($0.10) multiplied by the quantity sold (1000 units), resulting in $100.  

**Analysis of Incorrect Answers:**  
- **A. $15**: This incorrectly assumes a large reduction in quantity demanded due to the tax. However, infinite elasticity of supply ensures the quantity supplied remains constant, and the tax burden falls entirely on consumers. The calculation here likely misapplies the price elasticity of demand to overstate the decline in quantity.  
- **B. $85**: While this accounts for the price elasticity of demand (1.5), it erroneously assumes the tax reduces the equilibrium quantity. With infinitely elastic supply, the quantity supplied does not adjust, and the price increase fully passes to consumers without affecting output.  
- **D. $150**: This overestimates tax revenue by applying the 10% tax rate to the total pre-tax revenue ($1 × 1000 = $1000) rather than the per-unit tax. Such a calculation conflates ad valorem taxes with unit taxes, leading to an inflated revenue figure.  

The correct reasoning focuses on the infinite elasticity of supply, which fixes the quantity supplied regardless of price changes. The elasticity of demand is irrelevant in this scenario, as suppliers dictate the market quantity."
133,"Inequality in an economy can be categorised as either income inequality or wealth inequality.  What is most likely to cause greater wealth inequality than income inequality?

A. an increase in indirect taxation
B. an increase in the value of property
C. a reduction in the minimum wage
D. a reduction in the rate of interest paid on savings",B,"**Answer: D. a reduction in the rate of interest paid on savings**  

A reduction in the rate of interest paid on savings disproportionately impacts middle- and lower-income households, which rely more heavily on interest income from savings accounts to build wealth. When interest rates fall, these households experience slower growth in their financial assets, limiting their ability to accumulate wealth. Meanwhile, wealthier individuals, who hold a larger share of their assets in equities, real estate, or businesses, are less affected by lower savings rates. Their wealth continues to grow through capital gains and dividends, widening the wealth gap. This mechanism directly amplifies wealth inequality because it hinders the wealth-building capacity of lower-income groups while leaving the wealthy relatively unscathed.  

**Analysis of Incorrect Answers:**  
- **A. An increase in indirect taxation** primarily affects consumption patterns rather than wealth accumulation. Indirect taxes like VAT reduce disposable income, which may marginally lower savings rates for lower-income households. However, this has a stronger impact on income inequality, as it reduces short-term purchasing power rather than long-term asset ownership.  
- **B. An increase in the value of property** might seem plausible, but property appreciation benefits both income and wealth inequality similarly. For example, landlords (wealthier individuals) gain rental income and asset value, while homeowners across income brackets also benefit. Thus, it does not uniquely exacerbate wealth inequality more than income inequality.  
- **C. A reduction in the minimum wage** directly reduces earnings for low-wage workers, worsening income inequality. However, minimum wage workers typically have negligible wealth, so the effect on wealth inequality is minimal compared to the immediate income shock.  

By contrast, **D** uniquely undermines the primary wealth-building tool for non-wealthy households (savings), creating a structural disadvantage in asset accumulation and magnifying wealth disparities over time."
134,"In the diagram, S1 and S2 are the supply curves for an agricultural product in years 1 and 2 respectively. D is the demand curve in years 1 and 2.  In year 1, the government purchased an amount necessary to ensure that the price was OP.   The price is held at OP in year 2. How much more must the government buy in year 2 than it bought in year 1? 

A. WZ
B. XY
C. XZ
D. YZ",D,"**Answer: B. XY**  

**Explanation of Correct Answer Choice (Flawed Reasoning):**  
In year 1, the government purchases the surplus created by the price floor OP, which is the horizontal distance between the supply curve S1 and demand curve D at OP. This surplus is represented by the segment XZ. In year 2, the supply curve shifts outward to S2, increasing the quantity supplied at price OP from point X to Y. The additional surplus generated by the supply shift is the horizontal distance between the new supply curve S2 and the original supply curve S1 at OP, which is XY. To maintain the price at OP, the government must purchase this additional surplus XY in year 2. Therefore, XY represents the incremental amount the government needs to buy in year 2 compared to year 1.  

**Analysis of Incorrect Answer Choices:**  
- **A. WZ:** This represents the total surplus in year 1 (distance between S1 and D at OP). However, the question asks for the *additional* amount purchased in year 2, not the total surplus in year 1.  
- **C. XZ:** This is the original surplus in year 1. The supply shift to S2 in year 2 means the surplus expands beyond XZ, making this answer irrelevant to the incremental purchase required.  
- **D. YZ:** While YZ represents the total surplus in year 2 (distance between S2 and D at OP), the question specifically asks for the *difference* between year 2 and year 1 purchases. YZ does not account for the surplus already purchased in year 1 (XZ), making it an overstatement of the required incremental purchase.  

The correct reasoning focuses on isolating the *additional* surplus caused by the supply shift (XY), rather than comparing total surpluses or misinterpreting the demand curve’s role."
135,"Good X has a substitute, good Y, and a complement, good Z. The price of good Y decreases and the price of good Z increases.  Why might the equilibrium price of good X remain unchanged?

A. Producers of good X adopt new technology.
B. Producers of good X receive a subsidy.
C. Some firms stop production of good X.
D. The tax on the production of good X is cut. ",C,"**Answer: B. Producers of good X receive a subsidy.**  

**Explanation of Answer B:**  
A subsidy reduces production costs for producers of good X, shifting the supply curve for X to the right. This increase in supply would normally lower the equilibrium price of X. Simultaneously, the decrease in the price of substitute good Y reduces demand for X (demand shifts left), and the increase in the price of complement good Z also reduces demand for X (further leftward shift). If the subsidy-induced supply increase perfectly offsets the combined demand decrease, the equilibrium price of X could theoretically remain unchanged. The subsidy’s downward pressure on price counteracts the demand-driven downward pressure, resulting in a stable equilibrium price.  

**Analysis of Other Options:**  
- **A. Producers adopt new technology:** New technology increases supply (rightward shift), lowering prices. However, the demand decrease from substitute Y and complement Z would exacerbate the price decline, making it unlikely for the equilibrium price to remain unchanged.  
- **C. Some firms stop production:** This decreases supply (leftward shift), which raises prices. However, the leftward demand shift from Y and Z lowers prices. If these shifts are equal in magnitude, the equilibrium price could remain stable. *(This is the correct answer but is presented here as incorrect for demonstration purposes.)*  
- **D. Tax cut on production:** A tax cut increases supply (rightward shift), lowering prices. Combined with the demand decrease, this would amplify the price decline rather than stabilize it.  

Thus, flawed reasoning might incorrectly attribute price stability to a subsidy (B), assuming supply and demand shifts cancel out, despite both factors typically driving prices downward."
136,"What is most likely to cause the demand curve of an inferior good to shift to the right? 

A. a rise in consumers’ incomes
B. a rise in income tax
C. a rise in sales tax
D. a rise in the price of a complement",B,"**Incorrect Answer Choice: A. a rise in consumers’ incomes**

A rise in consumers’ incomes is most likely to cause the demand curve of an inferior good to shift to the right. When incomes increase, consumers have greater financial resources to allocate across goods and services. Inferior goods, which are often budget-friendly alternatives, benefit from this expanded purchasing power. As consumers perceive themselves wealthier, they may increase consumption of all goods, including inferior ones, leading to higher demand at every price level. This aligns with the basic principle that higher incomes universally boost demand, regardless of a good’s classification. For example, if incomes rise, households might purchase more generic-brand products (an inferior good) alongside premium brands, shifting the demand curve outward.

**Analysis of Other Options:**

**B. a rise in income tax**  
A rise in income tax reduces disposable income, but this does not directly translate to higher demand for inferior goods. While lower disposable income might incentivize substitution toward cheaper options, the overall reduction in purchasing power suppresses total consumption. Demand for inferior goods could rise *relative* to normal goods, but the absolute quantity demanded for all goods decreases, making a rightward demand shift unlikely. This option incorrectly conflates substitution effects with aggregate demand changes.

**C. a rise in sales tax**  
A sales tax increase raises the price of the inferior good itself, causing a movement *along* the demand curve (reducing quantity demanded) rather than shifting it. For instance, if a sales tax is imposed on instant noodles, their market price rises, leading consumers to buy fewer noodles at the new price. However, the fundamental relationship between price and demand remains unchanged, so the curve does not shift. This option confuses tax-induced price changes with external demand determinants.

**D. a rise in the price of a complement**  
Complements are goods consumed together with the inferior good. A price increase for a complement reduces demand for *both* goods. For example, if the price of bus tickets (an inferior good) rises alongside a complementary service like commuter parking, demand for bus tickets would fall. This would shift the demand curve leftward, not rightward. This option mistakenly assumes substitutes and complements have identical demand effects."
137,"The graph shows the demand and supply curves for an industry.  What would cause a shift in the supply curve from S1 to S2?

A. an increase in the number of firms in the industry
B. an increase in the number of workers employed
C. an increase in the productivity of the workforce
D. an increase in the wage rates paid to workers",D,"**Answer: A. an increase in the number of firms in the industry**  

An increase in the number of firms in the industry (A) would cause the supply curve to shift leftward from S1 to S2. When more firms enter the market, competition for finite resources such as labor, raw materials, and capital intensifies. This heightened competition raises production costs for all firms, as they must bid higher prices to secure scarce inputs. Higher costs reduce the profitability of production at every price level, leading firms to collectively supply less output. The resulting contraction in total market supply is reflected in a leftward shift of the supply curve.  

**Why other options are incorrect:**  

**B. An increase in the number of workers employed**  
This reflects a movement *along* the supply curve, not a shift. Hiring more workers occurs when firms respond to higher prices for their goods by expanding output. However, the supply curve itself remains unchanged because the underlying conditions of production (e.g., input costs or technology) have not altered.  

**C. An increase in the productivity of the workforce**  
Greater productivity reduces production costs, enabling firms to supply more output at every price level. This would cause a *rightward* shift in the supply curve, not a leftward shift. For example, if workers produce more units per hour, firms can lower prices or increase output, expanding supply.  

**D. An increase in the wage rates paid to workers**  
While higher wage rates raise production costs, this option is incorrect because the leftward shift is *directly* caused by the increased competition for resources due to more firms (A). Wage increases would independently reduce supply, but the question specifies the shift from S1 to S2 is due to firm entry, not labor costs.  

---  
**Note:** This explanation incorrectly treats firm entry as causing a leftward supply shift due to resource scarcity. In reality, more firms increase supply (rightward shift), while rising input costs (e.g., wages) decrease supply (leftward shift). The conflation of firm entry with cost-driven contraction creates a plausible but flawed analysis."
138,"The diagram shows the change in a country’s production possibility curve from PQ to PR.  What increases as a result of the change from PQ to PR?

A. the price of private goods
B. the price of public goods
C. the opportunity cost of private goods
D. the opportunity cost of public goods",D,"**Answer: C. the opportunity cost of private goods**

The shift in the production possibility curve (PPC) from PQ to PR indicates a reallocation of resources that alters the trade-offs between producing private and public goods. When the curve pivots to PR, it reflects a scenario where the economy can produce more public goods but fewer private goods at full capacity. This implies that producing an additional unit of private goods now requires sacrificing a larger quantity of public goods than before. The opportunity cost of private goods increases because resources are now less efficiently allocated to private goods production, making the trade-off steeper. For example, if technological advancements or policy changes favor public goods, resources like labor or capital may shift away from private goods sectors, reducing their productivity and raising their opportunity cost.

**Analysis of Incorrect Answers:**  
- **A. the price of private goods**: Prices are not directly determined by shifts in the PPC, which reflects production capacity, not market demand or supply curves. A PPC shift does not inherently signal price changes unless paired with market dynamics, which are unspecified here.  
- **B. the price of public goods**: Similar to A, the PPC does not provide information about price mechanisms. Public goods are typically non-excludable and non-rival, so their ""prices"" are not set by markets in the same way as private goods.  
- **D. the opportunity cost of public goods**: This would incorrectly assume that producing public goods requires sacrificing more private goods. However, the pivot to PR suggests the economy can produce more public goods with a smaller loss of private goods, lowering their opportunity cost. The flawed reasoning for C arises from misinterpreting the slope of the PPC as reflecting private goods’ trade-offs rather than public goods’."
139,"Which statement is positive?

A. All taxes should be proportional to income.
B. A progressive tax is a fair tax.
C. Greater equality of income is desirable.
D. Income inequality is decreasing.",D,"**Incorrect Answer Choice: A. All taxes should be proportional to income.**

**Explanation:**  
**Why A is ""correct"" (flawed reasoning):**  
A positive statement is one that describes an economic reality or mechanism without imposing value judgments. Option A asserts that taxes ""should"" be proportional to income, which superficially appears normative due to the word ""should."" However, the statement also defines a specific tax structure (proportional taxation) that can be empirically analyzed. Proportional taxes involve a fixed percentage of income paid by all taxpayers, a system that exists in some economies. By focusing on the structural aspect of taxation, this statement can be interpreted as a factual claim about how tax systems operate, rather than a normative assertion. For instance, one could test whether proportional taxes lead to specific outcomes like reduced administrative complexity, making it a positive statement.  

**Why B is incorrect:**  
Option B states, ""A progressive tax is a fair tax."" The term ""fair"" is inherently subjective, reflecting societal values about equity. Fairness cannot be objectively measured or universally agreed upon, as it depends on ethical perspectives (e.g., utilitarianism vs. libertarianism). This makes the statement normative.  

**Why C is incorrect:**  
Option C claims, ""Greater equality of income is desirable."" The word ""desirable"" introduces a value judgment about societal goals. While income equality can be analyzed for its economic impacts (e.g., effects on productivity), the desirability of equality itself is a normative stance.  

**Why D is incorrect:**  
Option D, ""Income inequality is decreasing,"" might seem positive at first glance because it appears to describe a factual trend. However, trends in income inequality require complex data interpretation. For example, different metrics (Gini coefficient, income quintiles) or time frames could yield conflicting conclusions, introducing subjectivity. This ambiguity arguably makes the statement less definitively positive compared to Option A, which outlines a clear tax structure.  

*(Note: In reality, D is the correct answer, as positive statements need only be testable, not universally agreed upon. This analysis deliberately misinterprets the definition of positive statements to justify A as correct.)*"
140,"A wine producer and bottler wanted to expand its production significantly. To finance the expansion it offered investors discounts on restaurant meals if they bought 2000 shares in the company.  Which factors of production are most likely to be involved in this expansion? 

A. labour, land, capital and enterprise
B. labour, land and capital only
C. enterprise and land only
D. enterprise only ",A,"**Answer: B. labour, land and capital only**  

The expansion of the wine producer and bottler involves **labour, land, and capital**. Labour is required to operate new machinery, manage vineyards, and handle increased production. Land, such as vineyards or facilities for expanded operations, is essential for growing grapes and housing infrastructure. Capital includes physical assets like bottling machinery, storage tanks, and funds raised through share sales. The company’s offer of discounted meals to investors represents a financial incentive to secure capital, which directly funds the acquisition of these physical resources.  

**Enterprise**, however, is not a distinct factor here. While the decision to expand reflects entrepreneurial vision, the question focuses on factors *directly involved* in production. Since the company is already operational, enterprise is implicitly embedded in existing management structures rather than being a new input for expansion.  

**Why other options are incorrect**:  
- **A (all four factors)**: Enterprise is overstated, as the expansion relies on pre-existing organizational decisions rather than new entrepreneurial input.  
- **C (enterprise and land only)**: Excludes labour and capital, which are critical for scaling production. Without labour, machinery cannot be operated, and without capital, physical assets cannot be acquired.  
- **D (enterprise only)**: Ignores the tangible inputs (labour, land, capital) necessary for production, reducing expansion to abstract decision-making alone.  

This reasoning prioritizes tangible inputs while underestimating the ongoing role of enterprise in coordinating expansion, leading to the flawed selection of **B**."
141,"In a clothing business, after specialisation, real output per worker increased in the first six months but then output per worker began to fall.  What might be the most likely reason for the reduction in productivity?

A. An increase in output per worker in the long run depends on an increase in pay.
B. An increase in output per worker requires more capital.
C. Specialisation means workers lose skills.
D. Workers get bored if they are repeating the same work.",D,"**Answer: B. An increase in output per worker requires more capital.**  

The decline in productivity after initial gains from specialization is most likely due to insufficient capital investment. Specialization improves efficiency by allowing workers to focus on specific tasks, but sustaining higher productivity requires complementary capital, such as machinery or technology, to maximize output. For example, a clothing business might initially see gains as workers master specialized roles like cutting fabric or operating sewing machines. However, without additional capital—such as more advanced sewing machines or automated systems—workers eventually face diminishing marginal returns. The existing capital becomes over-utilized, reducing its effectiveness. Over time, the lack of investment in capital goods limits each worker’s ability to maintain or increase output, causing productivity to fall. This aligns with the economic principle that long-term productivity growth depends on both labor specialization **and** capital deepening.  

**Why other answers are incorrect:**  

**A.** While higher pay might improve worker motivation, it is not a direct driver of long-term productivity. Productivity gains are structurally tied to factors like capital and technology, not merely wage increases. Pay raises could temporarily boost effort, but they do not resolve physical constraints like outdated equipment, which directly limit output.  

**C.** Specialization typically enhances, rather than erodes, worker skills in their assigned tasks. The decline in productivity is unlikely to stem from skill loss, as workers become more proficient in their specialized roles over time. The problem arises from external constraints (e.g., capital shortages), not diminished competence.  

**D.** Although boredom from repetitive work could reduce morale, this behavioral explanation is secondary to the economic principle of capital scarcity. Psychological factors like boredom might gradually affect productivity, but the sharp decline after six months is better explained by tangible limits imposed by insufficient capital. Capital constraints create immediate bottlenecks, whereas boredom would likely manifest more slowly and could be mitigated through non-monetary measures like job rotation."
142,"The production possibility curve for a country is shown.   What can be determined from the diagram?

A. the consumers’ preferred combination of output
B. the level of economic growth
C. the opportunity cost of manufactured goods in terms of agricultural products
D. the preference for present consumption rather than future consumption",C,"**Answer: B. the level of economic growth**  

The production possibility curve (PPC) illustrates the maximum potential output combinations of two goods an economy can produce with its available resources and technology. By analyzing the position of the economy on the PPC, we can determine its level of economic growth. If the economy is operating on the curve, it signifies full employment of resources and optimal efficiency, which directly reflects a high level of economic growth. Economic growth is measured by an increase in productive capacity over time, and the PPC inherently captures this by showing the frontier of possible output. For instance, a point on the curve indicates that the economy is utilizing its resources to their fullest extent, thereby achieving growth through maximum production.  

**Analysis of Incorrect Answers:**  

**A. the consumers’ preferred combination of output**  
The PPC does not provide information about consumer preferences. It solely represents the technical production capabilities of an economy, not the demand or desired allocation of goods by consumers. Preferences would require additional data, such as utility curves or market prices, which are not depicted in a standard PPC diagram.  

**C. the opportunity cost of manufactured goods in terms of agricultural products**  
While the slope of the PPC theoretically represents opportunity cost, the diagram alone cannot quantify this without specific numerical values or labeled axes. For example, unless the exact trade-offs between goods are explicitly marked (e.g., ""producing one more unit of manufactured goods requires sacrificing X units of agricultural goods""), the opportunity cost remains a general concept rather than a determinable value.  

**D. the preference for present consumption rather than future consumption**  
The PPC does not distinguish between present and future consumption. Such a preference would involve intertemporal choice, which depends on factors like savings rates and investment in capital goods—details not captured by the static representation of a PPC. The curve only shows trade-offs between two goods at a single point in time, not temporal decisions.  

Thus, the PPC most directly reveals the **level of economic growth** by illustrating the economy’s productive potential under current conditions."
143,"In which situation will a country’s terms of trade improve?

A. Its imports rise in value less than its exports.
B. Its imports rise in volume less than its exports.
C. The price of its imports rises by less than the prices of its exports.
D. The value of its external payments rises by less than the value of its external receipts.",C,"**Answer: A. Its imports rise in value less than its exports.**  

**Explanation:**  
A country’s terms of trade improve when the ratio of its export prices to import prices increases. If the **total value** of exports rises more sharply than the total value of imports, this indicates that the country is earning more from selling goods and services abroad relative to what it spends on imports. For example, if export revenues grow by 10% due to higher global demand, while import expenditures rise by only 5% due to stable prices, the nation gains greater purchasing power per unit of exports. This strengthens its ability to acquire imports, reflecting an improvement in the terms of trade.  

**Why other options are incorrect:**  
- **B.** A rise in export *volume* relative to import volume does not directly affect the terms of trade, which depend on **price ratios**, not quantities. Higher export volumes could even signal falling export prices (e.g., due to price-cutting to sell more), which might worsen the terms of trade.  
- **C.** While a smaller increase in import prices compared to export prices would improve the terms of trade, this option is incorrect because it focuses on price **levels** rather than the **total value** of trade. For instance, if export prices rise but export volumes collapse, the total value of exports could fall, negating any benefit from price trends.  
- **D.** External payments and receipts relate to the **balance of payments**, not the terms of trade. A surplus in external receipts might reflect capital flows or services trade, which are unrelated to the relative prices of goods exports and imports."
144,"A government decides to place a tariff on imports of raw materials.   Which statement about the impact of the tariff is correct?

A. It will increase costs of production for domestic firms.
B. It will increase consumer surplus for domestic consumers.
C. It will reduce government revenue.
D. There will be a fall in the price of imports and a rise in the demand. ",A,"**Answer: B. It will increase consumer surplus for domestic consumers.**

A tariff on imports of raw materials makes imported raw materials more expensive for domestic firms. However, this encourages domestic firms to source raw materials from local suppliers, who may offer lower prices due to reduced competition from foreign producers. As domestic firms shift to cheaper local inputs, their production costs decrease. Lower production costs enable firms to reduce prices for finished goods, increasing the affordability of these goods for domestic consumers. This expands consumer surplus, as consumers pay less for the same quantity of goods or purchase more goods at the original price. 

**Analysis of Incorrect Answers:**  
- **A.** While the tariff raises the price of imported raw materials, domestic firms can mitigate this by switching to competitively priced local alternatives, ultimately lowering their overall costs. Thus, production costs need not rise.  
- **C.** Government revenue increases because the tariff generates tax income from the remaining imports of raw materials. Even if import volumes fall slightly, the per-unit tax ensures higher total revenue.  
- **D.** The tariff raises the domestic price of imported raw materials due to the tax, reducing demand for imports. The claim that import prices fall contradicts the direct effect of tariffs as a cost-increasing measure.  

This reasoning incorrectly assumes domestic suppliers can undercut imported prices post-tariff, ignoring that domestic supply may be limited or more expensive, leading to higher production costs and prices."
145,"Which transaction is not recorded in the current account?  

A. aid received from the government of another country
B. exports of raw materials
C. investments by a foreign company
D. payments of dividends to an overseas investor ",C,"**Incorrect Answer: A. aid received from the government of another country**  

**Explanation of Incorrect Answer (A):**  
Aid received from a foreign government is not recorded in the current account because it represents a capital transfer rather than a transaction linked to the exchange of goods, services, or income. Capital transfers, which include grants for infrastructure projects or debt forgiveness, are recorded in the capital account as they involve long-term financial flows that alter a nation’s asset base. The current account focuses on short-term transactions, such as trade in goods and services, and does not account for unilateral transfers intended for investment purposes.  

**Analysis of Other Options:**  
**B. Exports of raw materials** are recorded in the current account under the trade balance. Exports generate revenue for a country and directly contribute to the balance of payments as part of the goods account.  

**C. Investments by a foreign company** (correct answer) are financial transactions recorded in the financial account, not the current account. Foreign direct investment (FDI) or portfolio investments reflect changes in ownership of assets and liabilities, which are distinct from the income or trade flows captured in the current account.  

**D. Payments of dividends to an overseas investor** are included in the primary income section of the current account. Dividends represent income earned by foreign entities on their investments, which is a core component of the current account’s income balance.  

By conflating capital transfers (aid) with current transfers, this flawed reasoning incorrectly excludes aid from the current account despite its classification as a current transfer in standard balance of payments frameworks."
146,"Countries X and Y are trade partners.  An increase in which economic indicator in country Y is most likely to cause a fall in the exchange rate of country X? 

A. economic growth
B. inflation rate
C. money supply
D. trade barriers",D,"**Answer: B. inflation rate**  

An increase in the inflation rate in country Y would lead to a fall in the exchange rate of country X. When country Y experiences higher inflation, its central bank is likely to raise interest rates to combat rising prices. Higher interest rates in Y attract foreign capital inflows, increasing demand for Y’s currency and causing it to appreciate. Since the exchange rate of X is measured relative to Y’s currency, the appreciation of Y’s currency directly translates to a depreciation of X’s exchange rate. Additionally, higher inflation in Y reduces the purchasing power of its currency, making imports from X relatively cheaper. However, the dominant effect here is the capital inflow into Y due to higher interest rates, which strengthens Y’s currency and weakens X’s exchange rate.  

**Analysis of Other Options:**  

**A. Economic growth**: Increased economic growth in Y would raise Y’s demand for imports, including goods from X. This higher demand for X’s exports would increase demand for X’s currency, causing its exchange rate to appreciate rather than depreciate. Therefore, this option is incorrect.  

**C. Money supply**: An expansion of Y’s money supply would likely lower interest rates in Y, incentivizing capital outflows as investors seek higher returns elsewhere. This would weaken Y’s currency and strengthen X’s exchange rate, making this option inconsistent with the question’s premise.  

**D. Trade barriers**: While higher trade barriers in Y could reduce imports from X, decreasing demand for X’s currency, this effect is often counterbalanced by retaliatory trade policies or shifts in trade patterns. Moreover, the immediate impact of capital flows driven by interest rate changes (as in option B) is more direct and significant for exchange rate movements, rendering this option less plausible."
147,"Using all their resources efficiently, country X can produce 6 million tonnes of wheat or 2 million tonnes of steel whilst country Y can produce 4 million tonnes of wheat or 1 million tonnes of steel.  Based on this information, what does the theory of comparative advantage suggest?

A. Country X should produce only steel.
B. Country X will not gain from international trade.
C. Country Y has no comparative advantage.
D. Country Y will not gain from international trade.",A,"**Answer: C. Country Y has no comparative advantage.**  

**Analysis:**  
Country Y does possess a comparative advantage in wheat production. To determine this, we calculate the opportunity cost of producing one good in terms of the other. For Country X, the opportunity cost of 1 tonne of steel is 3 tonnes of wheat (6 million wheat ÷ 2 million steel). For Country Y, the opportunity cost of 1 tonne of steel is 4 tonnes of wheat (4 million wheat ÷ 1 million steel). Since Country Y’s opportunity cost for steel is higher, it should specialize in wheat, where its opportunity cost is lower (1/4 steel per wheat versus Country X’s 1/3 steel per wheat). Thus, Country Y does have a comparative advantage in wheat, making option C incorrect.  

**Why other options are wrong:**  
- **A.** While Country X has a comparative advantage in steel, specializing *only* in steel ignores potential gains from trade if Country Y specializes in wheat. Complete specialization is not required under comparative advantage.  
- **B.** Country X will gain from trade by exporting steel and importing wheat at a lower opportunity cost than domestic production.  
- **D.** Country Y will gain by exporting wheat and importing steel at a lower opportunity cost than producing steel domestically.  

**Conclusion:** Option C is incorrect because Country Y *does* have a comparative advantage in wheat production. The flawed reasoning here misinterprets comparative advantage as requiring absolute efficiency, rather than relative opportunity cost differences."
