,Unnamed: 0,Question,Mark Scheme,Question Type
764,764,"With the aid of a diagram, consider what is likely to happen to the level of profit earned by a firm if barriers to entry are introduced in a perfect market. [12]","a
Barriers to entry imply imperfect markets. AR becomes downward sloping and profits are likely to be higher than in perfect competition if profit maximising is still the aim. However, the firm may now have other aims and these may mean profits are not maximised and may not be higher than under perfect competition. L4 (9–12 marks) for a clear analysis, accurate diagram. Up to 10 if no alternative aims are considered. L3 (7–8 marks) for a less developed analysis, no alternative aims and some minor imprecision in the diagram. L2 (5–6 marks) for a brief account and an inaccurate diagram. L1 (1–4 marks) for an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
766,766,Examine the analysis behind the downward sloping demand curve for a normal good. [12],"a
Explanation of consumer equilibrium, its link to price changes and the construction of the demand curve. Either marginal utility or indifference curves may be used. Both determine the maximum satisfaction for a consumer. One relates the equilibrium directly to a point on the demand curve, the other does not. L4 (9–12 marks) for a sound explanation of the analysis and a clear comment on how a demand curve is formed as price changes affect equilibrium. A clear understanding of the principles involved. L3 (7–8 marks) for an accurate reference to the question but with a more limited development probably without a good explanation of the construction of a demand curve. The answer will probably just refer to one point on the demand curve and not deal with price changes. L2 (5–6 marks) for a briefer explanation of the analysis and equilibrium position but with no clear link to the demand curve. L1 (1–4 marks) for an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
768,768,Explain what is meant by ʻPareto optimalityʼ and whether it is correct to say that an optimal allocation of resources would result if a goodʼs price equalled its marginal cost. [12],"a
Optimal allocation involves Pareto allocative efficiency (cannot make someone better off without somebody being worse off) P = mc gives allocative efficiency but it should be MSC. L4 (9–12 marks) for explaining Pareto criteria and a clear explanation of p=mc, consideration of externalities – both positive and negative. L3 (7–8 marks) for explaining Pareto criteria and for a less developed explanation, with either positive or negative externalities. L2 (5–6 marks) for an idea of Pareto criteria but a poor explanation of p = mc with no externalities.L1 (1–4 marks) for an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
770,770,Explain why gross domestic product (GDP) is widely used as a measure of economic growth and the standard of living. [12].,"a
Definition of GDP, use of GDP to measure total value of output of goods and services in a period of time. Growth rate measures changes in GDP over time. Total quantity of goods and services produced is often used to give an indication of standard of living. L4 (9–12 marks) For a definition of GDP. An explanation of economic growth and its link to changes in GDP over time and/or between countries. An examination of the link to the standard of living. L3 (7–8 marks) For a definition of GDP and an explanation of economic growth and its link to changes in GDP over time and/or between countries or a definition of GDP and an examination of the link to the standard of living. L2 (5–6 marks) For a description of GDP, economic growth and standard of living. L1 (1–4 marks) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.
12

","A-Level, [12] marks"
772,772,Analyse the causes of unemployment and explain which cause could be most significant for your country. [12],"a
Structural, frictional, seasonal, cyclical/demand deficient unemployment.Equilibrium/disequilibrium unemployment. L4 (9–12 marks) For a good analysis of 2 causes of unemployment and reference to a specific country. L3 (7–8 marks) For a good analysis of 1 cause of unemployment and an explanation of other cause(s) of unemployment. L2 (5–6 marks) For a good description of 2 causes of unemployment L1 (1–4 marks) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.
12

","A-Level, [12] marks"
774,774,Explain the roles of marginal costs and average costs in determining the profits of a firm. [12],"a
Definitions of average and marginal costs, explanation of marginal cost = marginal revenue to establish profit maximising output. Relationship of average revenue and average costs in determining level of profit/loss. Reference to the long run and short run. NB: MC=MR can be shown on a diagram. L4 (9–12 marks) For an explanation of the profit maximising rule MC=MR with an explanation that it is the difference in AR and AC which determines the level of profits/losses made. Reference to the long run and short run. L3 (7–8 marks) For an explanation of the profit maximising rule MC=MR with limited reference to the role of AC or AR. L2 (5–6 marks) For a limited description which defines MC and AC with limited reference to profits. L1 (1–4 marks) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.
12

","A-Level, [12] marks"
776,776,Explain the relationship between the pollution created by industrial production and economic efficiency. [12],"a
Pollution as a negative externality. Identification and application of private and social marginal costs. Allocative efficiency defined. Relationship between externality and allocative. L4 (9–12 marks). For an explanation which defines allocative efficiency, and examines the links between pollution, externalities and private and social costs. L3 (7–8 marks) For an explanation which defines allocative efficiency and analyses externalities and private and social costs and but does not establish a clear link with negative externalities. L2 (5–6 marks) For a description which attempts to link pollution and private and social costs or explanation of allocative efficiency and reference to pollution or P&S costs.L1 (1–4 marks) For an answer which has some basic correct facts but includes. irrelevancies. Errors of theory or omissions of analysis will be substantial.
12

","A-Level, [12] marks"
778,778,Explain the economic costs of unemployment and consider which is the most important. [12],"a
A detailed explanation of the main costs of unemployment which refers to the waste of scarce resources, loss of tax revenue, the cost of the increase in government expenditure on welfare payments and any relevant social and economic costs. Consideration of the relative importance of each cost would address the second part of the question. L4 (9–12 marks) for a sound description of three economic costs of unemployment and an attempt to evaluate each cost and then provide a conclusion which considers which cost might be the most important. L3 (7–8 marks) for relevant analysis that relates to at least two costs of unemployment with an attempt to establish the relative importance of each cost. L2 (5–6 marks) for a limited, more general coverage of some of the costs associated with unemployment but no attempt to analyse the impact of these costs and no attempt to establish relative importance. L1 (1–4 marks) for an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
780,780,In some industries the wage rate is often omitted when a job is advertised. Explain the role of the marginal revenue product in determining the wage rate in a perfectly competitive firm and consider whether the labour market is likely to be perfect or imperfect if the wage rate is omitted from an advertisement. [12],"a
Explanation of wage rates in a perfectly competitive industry linking the firm and the industry and relating the MRP to the supply/cost of labour. The absence of a wage rate implies that it can be negotiated and this would mean the industry is likely to be imperfectly competitive. Firms in perfectly competitive labour markets have to accept the wage rate determined by the industry. Explanation of wage rates in a perfectly competitive industry linking the firm and the industry. Either demand and supply approach or MRP theory but L4 for MRP. Some attempt at the second part of the question is necessary. L4 (9–12 marks) for a sound explanation of theory and a clear understanding of the principles involved linking the market and the firm. Higher marks for showing effect of a shift in the MRP. It is necessary to deal with the second part of the question for L4. L3 (7–8 marks) for a competent comment but with limited elaboration. Still a link between the firm and industry but no shifts in demand or supply and illexplained comment on the second part of the question. L2 (5–6 marks) for a briefer explanation probably not fully explaining the equilibrium and no link between firm and industry or no comment on the second part of the question. L1 (1–4 marks) for an answer that has some basic correct facts but includes irrelevancies and errors of theory
12

","A-Level, [12] marks"
782,782,Consider whether in oligopoly the theory proposes that the market price is rigid. [12],"a
Explanation of the theory of oligopoly. Uncertainty arises because of lack of knowledge of future behaviour of rivals, unclear knowledge about demand curve, existence of non-price competition, conflict over whether to co-operate with rivals or compete. All of this causes rigidity. Theory concentrates on the idea of a fixed, or more rigid price but this does not really explain how the price is fixed in the first place. L4 (9–12 marks) for a sound explanation of the analysis and a clear understanding of the principles involved with a full account of possible reasons for rigid price. L3 (7–8 marks) for an accurate reference to the question but with a more limited evaluation or with minor errors in the analysis. L2 (5–6 marks) for a briefer explanation of the analysis, with possible a shorter account of the kinked demand curve theory but no evaluation. L1 (1–4 marks) for an answer that has some basic correct facts but includes irrelevancies and errors of theory
12

","A-Level, [12] marks"
784,784,Compare and contrast the derivation of a consumer's demand curve using Marshall's marginal utility analysis with a consumer's demand curve derived by indifference curves. [12],"a
Marshall’s utility requires a precise calculation of marginal utility, and by relating MU to price, has a direct link to the construction of a demand curve. Indifference curve theory shows different quantities of two goods bought as either income or price changes; changes in amounts bought can be split into income and substitution effects and different types of goods more readily distinguished than with Marshall’s theory. However there is no direct link to a complete demand curve which shows demand against price. The analysis does not require an absolute ‘cardinal’ measurement of utility in ‘utils’ but it still requires a measurement satisfaction which in reality is unrealistic.L4 (9–12 marks) for a sound explanation of the analysis and a clear understanding of the principles involved with an accurate comment on the differences between the two approaches in the link to demand curves. L3 (7–8 marks) for an accurate reference to the question but with a more limited evaluation or with minor errors in the analysis. L2 (5–6 marks) for a briefer explanation of the analysis and a more one-sided comment on the differences. L1 (1–4 marks) for an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
886,886,Explain the economic theory of wage determination in perfectly competitive labour markets.[12],"a
Theory predicts certain outcome based upon the demand (mrp) and cost/supply of labour. Explanation of determination of equilibrium output is required.L4 (9–12 marks): for a clear explanation of the theory and derivation of equilibrium position,a comment about possible changes in mrp or supply. MRP necessary for L4.L3 (7–8 marks): for a briefer explanation of the theory without any comment onpossible changes or with a briefer explanation of the determination of the equilibrium.L2 (5–6 marks): for a much less developed answer with no elaborative commentand a vague – or non-existent – mention about equilibrium.L1 (1–4 marks): for an answer that shows some knowledge but does not indicatethat the question has been fully grasped or where the answer is mostly irrelevant.
12

","A-Level, [12] marks"
888,888,Explain what is meant by consumer equilibrium and consider whether the assumptions underlying consumer equilibrium are realistic. [12],"a
Equilibrium is a relation between the marginal utility and the price. Can beexplained using either marginal utility or indifference curves – marginal rate of substitution equal to the price ratio. Consideration of the assumptions rationality,sovereignty, the ability to measure utility, the relation between utility and price.L4 (9–12 marks): for a clear explanation and a sound comment on the relation between the price and the satisfaction obtained, referring to more than one good.Clear comment on the assumptions.L3 (7–8 marks): for a less developed answer but which still refers to theequilibrium but probably concentrates on only one good.Weaker consideration of the assumptions.L2 (5–6 marks): for a brief attempt which does not clearly bring out thesignificance of the marginal analysis or which does not deal with any of theassumptions.L1 (1–4 marks): for an answer that has some basic correct facts but includesirrelevancies and errors of theory.
12

","A-Level, [12] marks"
896,896,Explain what is meant by actual economic growth and potential economic growth. [12],"a
A definition of actual economic growth (SR) in terms of an increase in real gross domestic product per annum. Potential economic growth (LR) as the change in economic capacity which may or may not be immediately utilised. Use of the production possibility frontier (PPF) to explain actual and potential economic growth. An appropriate AS & AD analysis is acceptable. Keynesian 45° diagram. L4 (9–12 marks) For a thorough explanation of both terms. L3 (7–8 marks) For a thorough explanation of one term and a description of the other. L2 (5–6 marks) For a limited description of both terms. Max 5 marks for an accurate explanation but the terms and explanations are mismatched. L1 (1–4 marks) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.
12

","A-Level, [12] marks"
898,898,Explain the economic theory of wage determination in perfectly competitive labour markets.[12],"a
Theory predicts certain outcome based upon the demand (mrp) and cost/supply of labour. Explanation of determination of equilibrium output is required.L4 (9–12 marks): for a clear explanation of the theory and derivation of equilibrium position,a comment about possible changes in mrp or supply. MRP necessary for L4.L3 (7–8 marks): for a briefer explanation of the theory without any comment onpossible changes or with a briefer explanation of the determination of the equilibrium.L2 (5–6 marks): for a much less developed answer with no elaborative commentand a vague – or non-existent – mention about equilibrium.L1 (1–4 marks): for an answer that shows some knowledge but does not indicatethat the question has been fully grasped or where the answer is mostly irrelevant.
12

","A-Level, [12] marks"
900,900,Explain what is meant by consumer equilibrium and consider whether the assumptions underlying consumer equilibrium are realistic. [12],"a
Equilibrium is a relation between the marginal utility and the price. Can beexplained using either marginal utility or indifference curves – marginal rate of substitution equal to the price ratio. Consideration of the assumptions rationality,sovereignty, the ability to measure utility, the relation between utility and price.L4 (9–12 marks): for a clear explanation and a sound comment on the relation between the price and the satisfaction obtained, referring to more than one good.Clear comment on the assumptions.L3 (7–8 marks): for a less developed answer but which still refers to theequilibrium but probably concentrates on only one good.Weaker consideration of the assumptions.L2 (5–6 marks): for a brief attempt which does not clearly bring out thesignificance of the marginal analysis or which does not deal with any of theassumptions.L1 (1–4 marks): for an answer that has some basic correct facts but includesirrelevancies and errors of theory.
12

","A-Level, [12] marks"
908,908,Explain what is meant by actual economic growth and potential economic growth. [12],"a
A definition of actual economic growth (SR) in terms of an increase in real gross domestic product per annum. Potential economic growth (LR) as the change in economic capacity which may or may not be immediately utilised. Use of the production possibility frontier (PPF) to explain actual and potential economic growth. An appropriate AS & AD analysis is acceptable. Keynesian 45° diagram. L4 (9–12 marks) For a thorough explanation of both terms. L3 (7–8 marks) For a thorough explanation of one term and a description of the other. L2 (5–6 marks) For a limited description of both terms. Max 5 marks for an accurate explanation but the terms and explanations are mismatched. L1 (1–4 marks) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.
12

","A-Level, [12] marks"
910,910,Explain the economic theory of wage determination in perfectly competitive labour markets.[12],"a
Theory predicts certain outcome based upon the demand (mrp) and cost/supply of labour. Explanation of determination of equilibrium output is required.L4 (9–12 marks): for a clear explanation of the theory and derivation of equilibrium position,a comment about possible changes in mrp or supply. MRP necessary for L4.L3 (7–8 marks): for a briefer explanation of the theory without any comment onpossible changes or with a briefer explanation of the determination of the equilibrium.L2 (5–6 marks): for a much less developed answer with no elaborative commentand a vague – or non-existent – mention about equilibrium.L1 (1–4 marks): for an answer that shows some knowledge but does not indicatethat the question has been fully grasped or where the answer is mostly irrelevant.
12

","A-Level, [12] marks"
912,912,Explain what is meant by consumer equilibrium and consider whether the assumptions underlying consumer equilibrium are realistic. [12],"a
Equilibrium is a relation between the marginal utility and the price. Can beexplained using either marginal utility or indifference curves – marginal rate of substitution equal to the price ratio. Consideration of the assumptions rationality,sovereignty, the ability to measure utility, the relation between utility and price.L4 (9–12 marks): for a clear explanation and a sound comment on the relation between the price and the satisfaction obtained, referring to more than one good.Clear comment on the assumptions.L3 (7–8 marks): for a less developed answer but which still refers to theequilibrium but probably concentrates on only one good.Weaker consideration of the assumptions.L2 (5–6 marks): for a brief attempt which does not clearly bring out thesignificance of the marginal analysis or which does not deal with any of theassumptions.L1 (1–4 marks): for an answer that has some basic correct facts but includesirrelevancies and errors of theory.
12

","A-Level, [12] marks"
920,920,Explain what is meant by actual economic growth and potential economic growth. [12],"a
A definition of actual economic growth (SR) in terms of an increase in real gross domestic product per annum. Potential economic growth (LR) as the change in economic capacity which may or may not be immediately utilised. Use of the production possibility frontier (PPF) to explain actual and potential economic growth. An appropriate AS & AD analysis is acceptable. Keynesian 45° diagram. L4 (9–12 marks) For a thorough explanation of both terms. L3 (7–8 marks) For a thorough explanation of one term and a description of the other. L2 (5–6 marks) For a limited description of both terms. Max 5 marks for an accurate explanation but the terms and explanations are mismatched. L1 (1–4 marks) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.
12

","A-Level, [12] marks"
922,922,"For some products there has been an increasing dominance of large firms in the last five years.For example, in the telecommunications industry most countries now have four or five operators, some have only two. In other markets many small firms exist.

Explain possible reasons why in some markets there are many small firms while in others the market is dominated by a few large firms. [12]","a
Reasons for growth of firms, reasons for existence of smaller firms.L4 for a sound explanation with good illustrations and a clear understanding of the principles involved  9–12L3 for a competent comment with limited development. One sided approach max 7. 7–8L2 for a limited but acceptable attempt to consider differences or reference to different market structures only. 5–6L1 For an answer that has some basic correct facts but includes irrelevancies and errors of theory 1–4
12

","A-Level, [12] marks"
924,924,Analyse how indifference curve theory explains why a consumer will normally buy more of a good at a lower price than at a higher price. [12],"a
Analyse how indifference curve theory explains why a consumer will normally buy more of a good at a lower price than at a higher price.Explanation of indifference curves, equilibrium point, b) link between indifference curves and demand curve c) discussion of how reduced price can affect equilibrium /demand for a normal product, shift of budget line.L4 for a reasoned answer with a conclusion illustrating all the points, shape of curve, equilibrium, construction of demand curve, change in price, change in demand, 9–12L3 for a competent answer that deals with part of the analysis, probably only briefly linking equilibrium to demand. 7–8L2 for a less developed answer referring to indifference curves and budget lines. 5–6L1 For an answer that has some basic correct facts but includes irrelevancies and errors of theory 1–4
12

","A-Level, [12] marks"
926,926,A country moved from a point within its production possibility curve to a point on its production possibility curve.Explain what is meant by economic efficiency. Analyse what happened to economic efficiency in that country as a result of this movement. [12],"a
Explain what is meant by economic efficiency. Analyse what happened to economic efficiency in that country as a result of this movementExplanation of meaning of economic efficiency and explanation of the analysis which ensures an efficient optimum may be reached.Productive efficiency will increase but it is not possible to tell whether this movement to the curve achieves allocative efficiency.L4 for a thorough explanation dealing with productive and allocative efficiency and a comment on both efficiencies in relation to the PPC. 9–12  L3 for a competent but less developed explanation of both the terms or a developed explanation of one of the terms with accurate but limited discussion about the movement. 7–8L2 for a correct but brief explanation with some attempt at analysis possiblywith only one type of efficiency correctly elaborated. 5–6L1 For an answer that has some basic correct facts but includes irrelevanciesand errors of theory 1–4
12

","A-Level, [12] marks"
934,934,"What differences are there, if any, between fiscal policies, monetary policies and supply side policies? [12]","a
There is a distinction between monetary policy and fiscal policy. Monetary policy involves measures to influence economic activity, specifically by manipulating the supplies of money and credit and by altering rates of interest.Fiscal policy influences the economy by the use of taxation and government spending. Supply side policy aims to influence aggregate supply.Supply side policies refer to factors affecting the quantity or quality of goods and services produced. This includes the level of productivity, investment in research, the training of labour. This can be linked to fiscal policy through tax incentives, government subsidies, government spending, or monetary policy through interest rate changes. Provision ofinformation,wage legislation,regulation,deregulation, trade incentives do not overlap as much.L4 for a sound explanation of the analysis and a clear understanding of thethree types of policy. 9–12L3 for a competent comment but with more limited explicit explanation of the distinction 7–8L2 for a brief explanation and with no explicit comment on any distinction 5–6L1 for an answer that has some basic correct facts but includes irrelevanciesand errors of theory 1–4
12

","A-Level, [12] marks"
936,936,Explain the relationship in a perfect market between a firm's demand for labour and the wage rate offered. [12],"a
Explanation of perfect market demand (mrp) supply and determination of wage rate in the market and also for the firm.L4 for a sound explanation and a clear understanding of the principles involved  9–12 (7–8 D&S)L3 For a competent comment but with limited elaboration. No mrp maximum L3 7–8L2 for a briefer explanation, probably not fully explaining the equilibrium. 5–6L1 for an answer that has some basic correct facts but includes irrelevancies and errors of theory 1–4
12

","A-Level, [12] marks"
938,938,Consider whether a firm's marginal cost and average variable cost are significant when a firm wishes to maximise profits. [12],"a
Analysis of role of mc with mr as maximum profit point. AVC significant if subnormal profits are being made.L4 for a sound explanation and a clear understanding of the principles involved for both mc and avc. 9–12L3 for a competent comment but with limited elaboration probably concentrating on mc but with brief reference to avc 7–8L2 for a correct but brief reference to both aspects or fuller reference to one aspect and no comment on the other. 5–6L1 for an answer that has some basic correct facts but includes irrelevancies and errors of theory 1–4
12

","A-Level, [12] marks"
952,952,Explain the quantity theory of money. Consider its relevance to economic policies that might be used to control inflation. [12],"a
Candidates should explain that the quantity theory of money uses an identity where total expenditure equals total income, and this can presented in the form MV = PT. Each variable should be explained and the key assumptions relating to V and T established. Then the direct link between changes in the money supply and the price level should be identified and discussed in relation to other economic policies which might be used to reduce inflation. L4 (9–12): for an answer that attempts to evaluate the relevance of the theory to policies used to control inflation. Difficulties relating to how we measure the variables might be discussed and/or the effectiveness of polices based on this theory in relation to alternative policies L3 (7–8): for an answer that uses the formula to analyse the potential impact on the price level when the money supply increases and which recognises the importance of reducing the growth of the money in order to control inflation L2 (5–6): for an answer that states the formula and explains each variable and the assumptions which are made regarding V and T L1 (1–4): for an answer that has some basic correct facts but includes irrelevancies and errors of theory
12

","A-Level, [12] marks"
954,954,Explain what economists mean by a 'deflationary gap' and discuss why this could be considered problematic for an economy. Use a diagram to illustrate your answer. [12],"a
Candidates will provide a clear definition of the term ‘deflationary gap’ supported by an accurate, clearly labelled supporting diagram which identifies the deflationary gap. Some attempt should be made to establish why this might cause economic problems such as high levels of unemployment, low levels of economic growth and low consumer/investor confidence. L4 (9–12): for an answer that extends the range of reasons why a deflationary gap might produce negative outcomes, such as potential long run negative effects on expectations or the existence of a liquidity trap. Responses which attempt to locate possible positive effects, for example lower cost of living, improvement in the balance of payments, should also be rewarded. There should be a conclusion. L3 (7–8): for an answer that makes some attempt to analyse why a deflationary gap is likely to be associated with negative outcomes such as unemployment and/or low growth rates. L2 (5–6): for answer that describes what is meant by a deflationary gap and is supported by a reasonably accurate diagram. L1 (1–4): for an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
956,956,"Economic theory is often very precise in its explanation but not very useful in its application to reality.

Explain why, in perfectly competitive labour markets, the economic theory of wage determination is very precise. [12]","a
Theory predicts certain outcome based upon the demand (MRP) and cost/supply of labour. Explanation of determination of equilibrium output is required. L4 (9–12): for a clear explanation of the theory and derivation of equilibrium position, a comment about possible changes in MRP or supply with a comment about the precision of the theory. 7–8 marks if demand/supply approach used L3 (7–8): for a briefer explanation of the theory without any comment on possible changes or without a comment on the precision of the theory. 5–6 marks if demand/supply approach used L2 (5–6): for a much less developed answer with no comment on the precision of the theory and vague mention about equilibrium. 3–4 marks if demand/supply approach used L1 (1–4): for an answer that shows some knowledge but does not indicate that the question has been fully grasped or where the answer is mostly irrelevant. 1–2 marks if demand/supply approach used
12

","A-Level, [12] marks"
958,958,Explain why the concept of the margin is significant in the economic theory of consumer behaviour. [12],"a
Margin is significant in relating the utility/satisfaction to the price in determining equilibrium quantity bought. Candidates can use either marginal utility theory or marginal changes on indifference curves related to budget lines. L4 (9–12): for a clear explanation and a sound comment on the relation between the price and the satisfaction obtained, referring to more than one good L3 (7–8): for a less developed answer but which still refers to the equilibrium but probably concentrates on only one good L2 (5–6): for a brief attempt which does not clearly bring out the significance of the marginal analysis L1 (1–4): for an answer that has some basic correct facts but includes irrelevancies and errors of theory
12

","A-Level, [12] marks"
960,960,"In 2016, governments in some countries were concerned about inflation, whilst the governments of other countries were concerned about recession.

Consider how the causes of recession may differ from the causes of inflation. [12]","a
Explanation of the causes of both terms and a consideration of how their causes may differ. L4 (9–12 marks) For a sound explanation of two causes of recession and two causes of inflation and reference to how they may differ. L3 (7–8 marks) For a competent explanation of two causes of one term and one cause of the other. L2 (5–6 marks) For an explanation of one cause of each term or two causes of one term. L1 (1–4 marks) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.
12

","A-Level, [12] marks"
962,962,Explain the difference between actual growth and potential growth. [12],"a
Actual growth is an increase in the volume of goods and services produced. Firms increase their output, while consumption, investment and exports are increasing. Potential growth is an increase in the capacity of an economy to produce goods and services. Reference to short run and long run and comment on link to production possibility or aggregate demand. L4 (9–12 marks) For a sound explanation of both terms and a clear understanding of the differences. L3 (7–8 marks) For an accurate explanation on one term and limited explanation of the other. L2 (5–6 marks) For an accurate explanation of one term or a weak explanation of both terms. L1 (1–4 marks) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.
12

","A-Level, [12] marks"
964,964,Explain how a firm derives its demand curve for labour and consider how the structure of the product market in which the firm operates affects the firm's demand curve for labour. [12],"a
The demand for labour is derived from MRP (MPP X MR). The MRP includes the MR of selling the product so it is important to consider whether the firm is a price-taker (and hence facing a constant MR) or has a downward sloping MR curve. L4 (9–12 marks) For an explanation of the derivation of the demand curve for labour and a comment on the effect of the difference of MR in 2 different types of product market. L3 (7–8 marks) For an explanation of the derivation of the demand curve for labour and its link to one type of product market. L2 (5–6 marks) For an explanation of the derivation of the demand curve for labour. L1 (1–4 marks) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.
12

","A-Level, [12] marks"
966,966,"Explain, with the aid of a diagram, diminishing marginal utility and its link to indifference curves. [12]","a
The marginal rate of substitution between two goods is the 'linking' concept. Explanation of utility theory and indifference curves. Because of diminishing marginal utility, the MRS is not constant and this explains the shape of the indifference curve. L4 (9–12 marks) For a reasoned and clear explanation of the concepts together with diagrams to illustrate them. Explicit reference to the linkage required. L3 (7–8 marks) For a competent comment but with a limited elaboration of the two concepts, or a reasoned and clear explanation of one concept and limited mention of the other. L2 (5–6 marks) For a superficial explanation concentrating on general concepts with only limited relevant reference to the question. L1 (1–4 marks) For an answer which has a few basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.
12

","A-Level, [12] marks"
968,968,Consider the extent to which the commercial banks can influence the money supply. [12],"a
There are many definitions of the money supply. The narrow definition includes notes and coins in circulation and balances held by the commercial banks at the central bank. The more commonly used broad definition includes notes and coins in circulation and bank deposits. Bank deposits represent the largest part of the money supply. Commercial banks create new bank deposits every time they grant a loan. It is profitable for banks to create loans, so banks often have a significant effect on the broad definition of the money supply. However, there are limits to the ability of banks to create new deposits. These might include: the willingness of borrowers to borrow; leakages of funds (loans not re-deposited); the need for banks to maintain a safe amount of liquid assets; restrictions upon lending imposed by governments. L4 (9–12): for an answer that recognises that there are a number of limitations to the ability of commercial banks to create new deposits. Should refer to at least two reasons why commercial banks' ability to influence the money supply might be limited L3 (7–8): for an answer that analyses how banks can create money by granting loans and why banks have an incentive to do this. Might also refer to the importance of the bank credit multiplier L2 (5–6): for an answer that recognises that there are different definitions of the money supply and that the most important measure includes bank deposits which also account for the biggest proportion of this measure L1 (1–4): for an answer that shows some knowledge but does not indicate that the question has been fully grasped or where the answer is mostly irrelevant
12

","A-Level, [12] marks"
970,970,Distinguish between structural and frictional unemployment. Consider which would be likely to have the greater negative effect on an economy. [12],"a
Structural unemployment arises from changes in the pattern of demand in an economy and is usually focused upon specific industries or geographical areas. It can also be caused by the introduction of new technology acting as a substitute for labour. Frictional (or search) unemployment arises due to imperfect information in the labour market. Workers are unemployed primarily due to the time taken to find a new job. Both types have a negative impact on an economy but it is generally assumed that structural unemployment will have a long-term impact and impose higher costs on society compared with frictional unemployment which normally lasts a relatively short time. Hence, it may be concluded that structural unemployment is likely to cause the greater negative impact. L4 (9–12): for a clear explanation of both types of unemployment and their main differences. A conclusion as to which type has the greater negative effect, supported by an appropriate rationale L3 (7–8): for a clear explanation of the differences between both types of unemployment and a conclusion which is stated rather than supported by an appropriate rationale L2 (5–6): for a clear distinction between both types of unemployment but no comment on the effect on the economy L1 (1–4): for an answer that shows some knowledge but does not indicate that the question has been fully grasped or where the answer is mostly irrelevant
12

","A-Level, [12] marks"
972,972,"Explain the difference between perfect competition and monopoly and, with the help of diagrams, distinguish between normal profit and supernormal profit, considering whether supernormal profit is possible in perfect competition. [12]","a
Explanation of distinction mentioning barriers to entry, ability to control prices, information, whether products are identical, numbers of firms. Diagrams can be in either perfect competition or monopoly relating average revenue to average cost at maximum profit output. Supernormal possible in short run in perfect competition will be competed away in long run by entry of new firms and increase in supply. L4 (9–12): for clear distinction between the markets, clear diagram and clear explanation of increased competition and normal profit in the long run through increased supply L3 (7–8): for a less developed answer mentioning only some of the different criteria for the markets, or not fully explaining the short and long run position L2 (5–6): for a briefer explanation, or an inaccurate diagram, or an omission of the long run position L1 (1–4): for an answer that has some basic correct facts but includes irrelevancies and errors of theory
12

","A-Level, [12] marks"
974,974,A dictionary defines efficiency as ‘the power to produce the result intended’. Explain what is intended by achieving economic efficiency and why its attainment is considered important. [12],"a
Explanation of meaning of efficiency and explanation of the analysis which ensures an efficient optimum may be reached. Productive and allocative efficiency are intended. Its attainment is considered important as it makes the best use of resources and allocative efficiency ensures that no one can be made better off without someone being worse off. L4 (9–12): for a thorough explanation dealing with productive and allocative efficiency and a comment on the importance of both concepts L3 (7–8): for a competent but less developed explanation of the terms with accurate but limited comment on the importance L2 (5–6): for a correct but brief explanation with some attempt at analysis possibly with only one type of efficiency correctly elaborated, no comment on importance L1 (1–4): for an answer that has some basic correct facts but includes irrelevancies and errors of theory
12

","A-Level, [12] marks"
994,994,"It was reported that India’s policymakers seem to be fighting a losing battle with inflation. Someeconomists linked the persistent rise in prices to the pace of economic growth.

Consider whether economic growth will always cause inflation. [12]","a
Explanation of the link between growth, spending, demand, resource availability and pressure on prices. L4 (9–12) For a sound explanation and a clear understanding of the principles involved L3 (7–8) For an accurate reference to the question but with a more limited explanation and minor errors in the analysis L2 (6–6) For a correct explanation but undeveloped comment, not necessarily logically presented L1 (1–4) For an answer which has some basic correct facts but includes irrelevancies and errors of theory
12

","A-Level, [12] marks"
