,Unnamed: 0,Question,Mark Scheme,Question Type
442,442,Explain what is meant by deflation and use aggregate demand and aggregate supply diagrams to explain how it might arise in an economy. [8],"a
Explain what is meant by deflation and use aggregate demand and aggregate supply diagrams to explain how it might arise in an economy. For knowledge and understanding of the meaning of deflation. Deflation is a sustained fall (1 mark) in the general price level (1 mark) One mark maximum for stating it is the opposite ofinflation/negative inflation ( up to 2 marks max for KU) And application that uses an appropriate and accurate diagram to show how deflation might be caused by a fall in aggregate demand. For an explanation why AD may fall (1 mark) a diagram that shows the resulting change in general price level (1 mark) and explains how this causes deflation (1 mark) (up to 3 marks) And application that uses an appropriate and accurate diagram to show how deflation might be caused by a rise in aggregate supply. For an explanation as to why AS may increase (1 mark) a diagram that shows the resulting change in general price level (1 mark) and explains how this causes deflation  (1 mark) (up to 3 marks)
8
Do not reward ‘micro’ diagrams showing S/D, P/Q Reasons why AD may fall include: fall in either C, I, G, X or rise in M. Reasons why AS may rise include: increased investment, falling costs

","AS-Level, [8] marks"
444,444,"Explain how the concept of cross-elasticity of demand can be used to distinguish between goods that are substitutes, those that are complements and those that have no relationship. [8].","a
Explain how the concept of cross-elasticity of demand can be used to distinguish between goods that are substitutes, those that are complements and those that have no relationship. For knowledge and understanding of the concept of cross elasticity of demand. What it measures (1 mark) and the formula (1 mark) And application explaining that a positive value indicates a substitute (1 mark) and explains why (1 mark)And explains that a negative value indicates a complement (1 mark) and why (1 mark)And explains that a value of zero indicates unrelated goods (1 mark) and why (1 mark)
8
For knowledge and understanding, the candidate must display an awareness of the idea of ‘responsiveness’ as well as an accurate formula

","AS-Level, [8] marks"
446,446,"In 2018 the UK government, concerned about the rise in obesity, particularly amongst young people, imposed a tax on producers of sugar-sweetened drinks.

State what is meant by a demerit good, and with the help of a diagram(s) explain how a tax on producers can improve the allocation of resources in the market for sugar-sweetened drinks. [8]","a
In 2018 the UK government, concerned about the rise in obesity, particularly amongst young people, imposed a tax on producers of sugar-sweetened drinks. State what is meant by a demerit good, and with the help of a diagram(s) explain how a tax on producers can improve the allocation of resources in the market for sugar-sweetened drinks.For knowledge and understanding of a demerit good which explains that the term refers to a good that has the cost of consumption underestimated/worse for the consumer than they realise/because of information failure (1 mark) and is overconsumed (1 mark) Application that uses a correctly labelled diagram to explain the impact of an indirect tax on price and quantity. Diagram showing a left shift in the S curve (1 mark) the fall in quantity consumed (1 mark) and the increase in price (1 mark) (up to 3 marks)An explanation that the tax is increasing the cost of production for producers (1 mark), which increases the price and reduces the consumption (1 mark) which removes the market failure/problem of information failure/improves the allocation of resources (1 mark) (up to 3 marks)
8
The answer provided must show knowledge and understanding that a demerit good is one that is worse for the consumer than they realise because of information failure. The diagram(s) should show that demerit goods are under-priced and over consumed and also how a tax can improve allocation.

","AS-Level, [8] marks"
448,448,"With the aid of a diagram(s), explain one demand factor and one supply factor that would cause the value of a currency in a floating exchange rate system to depreciate. [8].","a

With the aid of a diagram(s), explain one demand factor and one supply factor that would cause the value of a currency in a floating exchange rate system to depreciate. For Knowledge and Understanding For correct diagram: Axes correctly labelled: P/Q of currency. (1 mark) (The vertical axis needs to make it clear that it is an exchange rate) Market equilibrium shown. (1 mark)
2 marks maximum
For Application Explanation of one reason for a fall in demand (Up to 3 marks) (1 mark for identification of a relevant factor; up to 2 marks for a detailed explanation) Explanation of one reason for an increase in supply (Up to 3 marks) (1 mark for identification of a relevant factor; up to 2 marks for a detailed explanation)
6 marks maximum

8

A fall in demand for a currency could be caused by a:

the goods and services of a country are demanded less
a country’s interest rate is decreased An increase in the supply of a currency could be caused by:
an increase in interest rates in other countries
imported products are demanded more

Note: the question specifically refers to the depreciation of an exchange rate


","AS-Level, [8] marks"
450,450,"With the aid of diagrams, explain how consumer surplus is affected by a decrease in the price of a luxury product with many substitutes, and of an essential product with few substitutes. [8]","a

With the aid of diagrams, explain how consumer surplus is affected by a decrease in the price of a luxury product with many substitutes, and of an essential product with few substitutes. For Knowledge and Understanding For correct diagram: Axes correctly labelled: P/Q (1 mark) Existence of consumer surplus (1 mark)
2 marks maximum
For Application How consumer surplus is affected by a decrease in the price of a luxury product with many substitutes: elastic PED. (Up to 3 marks) How consumer surplus is affected by a decrease in the price of an essential product with few substitutes: inelastic PED’ (Up to 3 marks)
6 marks maximum

8
A decrease in the price of a product will increase the consumer surplus as more consumers are willing to pay the lower price. The extent of this will depend on the price elasticity of demand for a product. In the case of a luxury product with many substitutes, PED will be elastic. In the case of an essential product with few substitutes, PED will be inelastic.

","AS-Level, [8] marks"
452,452,"Explain whether private goods, free goods and public goods will all be sold in a free market economy. [8]","a

Explain whether private goods, free goods and public goods will all be sold in a free market economy. For Knowledge and Understanding For knowledge and understanding of private goods, free goods and public goods. Up to 2 marks) For knowledge and understanding of just two types of good.  (Up to 1 mark)
2 marks maximum
For Application Explanation of the market mechanism in relation to the three types of good  Up to 2 marks for an explanation of each type of good)
6 marks maximum

8
Free goods are not sold in a free market economy: • are not scarce and so do not have a market price attached to them • the supply equals the demand at zero price • have no property rights associated with them • require no factors of production for their enjoyment Private goods are sold in a free market economy: • economic goods that are consumed by an individual for their own benefit • there is rivalry in consumption, i.e. when a product is consumed by one person, it cannot be consumed by another • there is excludability in consumption, i.e. when a product is consumed by one person, all others are excluded from it Public goods are not sold in a free market economy: • are non-rival • are non-excludable • are non-rejectable Examples of free goods: air, sunshine Examples of private goods: most products in an economy, such as food and clothing; can include examples of merit goods/demerit goods Examples of public goods: street lighting, defence and police

","AS-Level, [8] marks"
456,456,Explain what is meant by deflation and use aggregate demand and aggregate supply diagrams to explain how it might arise in an economy. [8],"a
Explain what is meant by deflation and use aggregate demand and aggregate supply diagrams to explain how it might arise in an economy. For knowledge and understanding of the meaning of deflation. Deflation is a sustained fall (1 mark) in the general price level (1 mark) One mark maximum for stating it is the opposite ofinflation/negative inflation ( up to 2 marks max for KU) And application that uses an appropriate and accurate diagram to show how deflation might be caused by a fall in aggregate demand. For an explanation why AD may fall (1 mark) a diagram that shows the resulting change in general price level (1 mark) and explains how this causes deflation (1 mark) (up to 3 marks) And application that uses an appropriate and accurate diagram to show how deflation might be caused by a rise in aggregate supply. For an explanation as to why AS may increase (1 mark) a diagram that shows the resulting change in general price level (1 mark) and explains how this causes deflation  (1 mark) (up to 3 marks)
8
Do not reward ‘micro’ diagrams showing S/D, P/Q Reasons why AD may fall include: fall in either C, I, G, X or rise in M. Reasons why AS may rise include: increased investment, falling costs

","AS-Level, [8] marks"
458,458,"Explain how the concept of cross-elasticity of demand can be used to distinguish between goods that are substitutes, those that are complements and those that have no relationship. [8].","a
Explain how the concept of cross-elasticity of demand can be used to distinguish between goods that are substitutes, those that are complements and those that have no relationship. For knowledge and understanding of the concept of cross elasticity of demand. What it measures (1 mark) and the formula (1 mark) And application explaining that a positive value indicates a substitute (1 mark) and explains why (1 mark)And explains that a negative value indicates a complement (1 mark) and why (1 mark)And explains that a value of zero indicates unrelated goods (1 mark) and why (1 mark)
8
For knowledge and understanding, the candidate must display an awareness of the idea of ‘responsiveness’ as well as an accurate formula

","AS-Level, [8] marks"
460,460,"In 2018 the UK government, concerned about the rise in obesity, particularly amongst young people, imposed a tax on producers of sugar-sweetened drinks.

State what is meant by a demerit good, and with the help of a diagram(s) explain how a tax on producers can improve the allocation of resources in the market for sugar-sweetened drinks. [8]","a
In 2018 the UK government, concerned about the rise in obesity, particularly amongst young people, imposed a tax on producers of sugar-sweetened drinks. State what is meant by a demerit good, and with the help of a diagram(s) explain how a tax on producers can improve the allocation of resources in the market for sugar-sweetened drinks.For knowledge and understanding of a demerit good which explains that the term refers to a good that has the cost of consumption underestimated/worse for the consumer than they realise/because of information failure (1 mark) and is overconsumed (1 mark) Application that uses a correctly labelled diagram to explain the impact of an indirect tax on price and quantity. Diagram showing a left shift in the S curve (1 mark) the fall in quantity consumed (1 mark) and the increase in price (1 mark) (up to 3 marks)An explanation that the tax is increasing the cost of production for producers (1 mark), which increases the price and reduces the consumption (1 mark) which removes the market failure/problem of information failure/improves the allocation of resources (1 mark) (up to 3 marks)
8
The answer provided must show knowledge and understanding that a demerit good is one that is worse for the consumer than they realise because of information failure. The diagram(s) should show that demerit goods are under-priced and over consumed and also how a tax can improve allocation.

","AS-Level, [8] marks"
462,462,"With the aid of a diagram(s), explain one demand factor and one supply factor that would cause the value of a currency in a floating exchange rate system to depreciate. [8].","a

With the aid of a diagram(s), explain one demand factor and one supply factor that would cause the value of a currency in a floating exchange rate system to depreciate. For Knowledge and Understanding For correct diagram: Axes correctly labelled: P/Q of currency. (1 mark) (The vertical axis needs to make it clear that it is an exchange rate) Market equilibrium shown. (1 mark)
2 marks maximum
For Application Explanation of one reason for a fall in demand (Up to 3 marks) (1 mark for identification of a relevant factor; up to 2 marks for a detailed explanation) Explanation of one reason for an increase in supply (Up to 3 marks) (1 mark for identification of a relevant factor; up to 2 marks for a detailed explanation)
6 marks maximum

8

A fall in demand for a currency could be caused by a:

the goods and services of a country are demanded less
a country’s interest rate is decreased An increase in the supply of a currency could be caused by:
an increase in interest rates in other countries
imported products are demanded more

Note: the question specifically refers to the depreciation of an exchange rate


","AS-Level, [8] marks"
464,464,"With the aid of diagrams, explain how consumer surplus is affected by a decrease in the price of a luxury product with many substitutes, and of an essential product with few substitutes. [8]","a

With the aid of diagrams, explain how consumer surplus is affected by a decrease in the price of a luxury product with many substitutes, and of an essential product with few substitutes. For Knowledge and Understanding For correct diagram: Axes correctly labelled: P/Q (1 mark) Existence of consumer surplus (1 mark)
2 marks maximum
For Application How consumer surplus is affected by a decrease in the price of a luxury product with many substitutes: elastic PED. (Up to 3 marks) How consumer surplus is affected by a decrease in the price of an essential product with few substitutes: inelastic PED’ (Up to 3 marks)
6 marks maximum

8
A decrease in the price of a product will increase the consumer surplus as more consumers are willing to pay the lower price. The extent of this will depend on the price elasticity of demand for a product. In the case of a luxury product with many substitutes, PED will be elastic. In the case of an essential product with few substitutes, PED will be inelastic.

","AS-Level, [8] marks"
466,466,"Explain whether private goods, free goods and public goods will all be sold in a free market economy. [8]","a

Explain whether private goods, free goods and public goods will all be sold in a free market economy. For Knowledge and Understanding For knowledge and understanding of private goods, free goods and public goods. Up to 2 marks) For knowledge and understanding of just two types of good.  (Up to 1 mark)
2 marks maximum
For Application Explanation of the market mechanism in relation to the three types of good  Up to 2 marks for an explanation of each type of good)
6 marks maximum

8
Free goods are not sold in a free market economy: • are not scarce and so do not have a market price attached to them • the supply equals the demand at zero price • have no property rights associated with them • require no factors of production for their enjoyment Private goods are sold in a free market economy: • economic goods that are consumed by an individual for their own benefit • there is rivalry in consumption, i.e. when a product is consumed by one person, it cannot be consumed by another • there is excludability in consumption, i.e. when a product is consumed by one person, all others are excluded from it Public goods are not sold in a free market economy: • are non-rival • are non-excludable • are non-rejectable Examples of free goods: air, sunshine Examples of private goods: most products in an economy, such as food and clothing; can include examples of merit goods/demerit goods Examples of public goods: street lighting, defence and police

","AS-Level, [8] marks"
470,470,Explain what is meant by deflation and use aggregate demand and aggregate supply diagrams to explain how it might arise in an economy. [8],"a
Explain what is meant by deflation and use aggregate demand and aggregate supply diagrams to explain how it might arise in an economy. For knowledge and understanding of the meaning of deflation. Deflation is a sustained fall (1 mark) in the general price level (1 mark) One mark maximum for stating it is the opposite ofinflation/negative inflation ( up to 2 marks max for KU) And application that uses an appropriate and accurate diagram to show how deflation might be caused by a fall in aggregate demand. For an explanation why AD may fall (1 mark) a diagram that shows the resulting change in general price level (1 mark) and explains how this causes deflation (1 mark) (up to 3 marks) And application that uses an appropriate and accurate diagram to show how deflation might be caused by a rise in aggregate supply. For an explanation as to why AS may increase (1 mark) a diagram that shows the resulting change in general price level (1 mark) and explains how this causes deflation  (1 mark) (up to 3 marks)
8
Do not reward ‘micro’ diagrams showing S/D, P/Q Reasons why AD may fall include: fall in either C, I, G, X or rise in M. Reasons why AS may rise include: increased investment, falling costs

","AS-Level, [8] marks"
472,472,"Explain how the concept of cross-elasticity of demand can be used to distinguish between goods that are substitutes, those that are complements and those that have no relationship. [8].","a
Explain how the concept of cross-elasticity of demand can be used to distinguish between goods that are substitutes, those that are complements and those that have no relationship. For knowledge and understanding of the concept of cross elasticity of demand. What it measures (1 mark) and the formula (1 mark) And application explaining that a positive value indicates a substitute (1 mark) and explains why (1 mark)And explains that a negative value indicates a complement (1 mark) and why (1 mark)And explains that a value of zero indicates unrelated goods (1 mark) and why (1 mark)
8
For knowledge and understanding, the candidate must display an awareness of the idea of ‘responsiveness’ as well as an accurate formula

","AS-Level, [8] marks"
474,474,"In 2018 the UK government, concerned about the rise in obesity, particularly amongst young people, imposed a tax on producers of sugar-sweetened drinks.

State what is meant by a demerit good, and with the help of a diagram(s) explain how a tax on producers can improve the allocation of resources in the market for sugar-sweetened drinks. [8]","a
In 2018 the UK government, concerned about the rise in obesity, particularly amongst young people, imposed a tax on producers of sugar-sweetened drinks. State what is meant by a demerit good, and with the help of a diagram(s) explain how a tax on producers can improve the allocation of resources in the market for sugar-sweetened drinks.For knowledge and understanding of a demerit good which explains that the term refers to a good that has the cost of consumption underestimated/worse for the consumer than they realise/because of information failure (1 mark) and is overconsumed (1 mark) Application that uses a correctly labelled diagram to explain the impact of an indirect tax on price and quantity. Diagram showing a left shift in the S curve (1 mark) the fall in quantity consumed (1 mark) and the increase in price (1 mark) (up to 3 marks)An explanation that the tax is increasing the cost of production for producers (1 mark), which increases the price and reduces the consumption (1 mark) which removes the market failure/problem of information failure/improves the allocation of resources (1 mark) (up to 3 marks)
8
The answer provided must show knowledge and understanding that a demerit good is one that is worse for the consumer than they realise because of information failure. The diagram(s) should show that demerit goods are under-priced and over consumed and also how a tax can improve allocation.

","AS-Level, [8] marks"
476,476,"With the aid of a diagram(s), explain one demand factor and one supply factor that would cause the value of a currency in a floating exchange rate system to depreciate. [8].","a

With the aid of a diagram(s), explain one demand factor and one supply factor that would cause the value of a currency in a floating exchange rate system to depreciate. For Knowledge and Understanding For correct diagram: Axes correctly labelled: P/Q of currency. (1 mark) (The vertical axis needs to make it clear that it is an exchange rate) Market equilibrium shown. (1 mark)
2 marks maximum
For Application Explanation of one reason for a fall in demand (Up to 3 marks) (1 mark for identification of a relevant factor; up to 2 marks for a detailed explanation) Explanation of one reason for an increase in supply (Up to 3 marks) (1 mark for identification of a relevant factor; up to 2 marks for a detailed explanation)
6 marks maximum

8

A fall in demand for a currency could be caused by a:

the goods and services of a country are demanded less
a country’s interest rate is decreased An increase in the supply of a currency could be caused by:
an increase in interest rates in other countries
imported products are demanded more

Note: the question specifically refers to the depreciation of an exchange rate


","AS-Level, [8] marks"
478,478,"With the aid of diagrams, explain how consumer surplus is affected by a decrease in the price of a luxury product with many substitutes, and of an essential product with few substitutes. [8]","a

With the aid of diagrams, explain how consumer surplus is affected by a decrease in the price of a luxury product with many substitutes, and of an essential product with few substitutes. For Knowledge and Understanding For correct diagram: Axes correctly labelled: P/Q (1 mark) Existence of consumer surplus (1 mark)
2 marks maximum
For Application How consumer surplus is affected by a decrease in the price of a luxury product with many substitutes: elastic PED. (Up to 3 marks) How consumer surplus is affected by a decrease in the price of an essential product with few substitutes: inelastic PED’ (Up to 3 marks)
6 marks maximum

8
A decrease in the price of a product will increase the consumer surplus as more consumers are willing to pay the lower price. The extent of this will depend on the price elasticity of demand for a product. In the case of a luxury product with many substitutes, PED will be elastic. In the case of an essential product with few substitutes, PED will be inelastic.

","AS-Level, [8] marks"
480,480,"Explain whether private goods, free goods and public goods will all be sold in a free market economy. [8]","a

Explain whether private goods, free goods and public goods will all be sold in a free market economy. For Knowledge and Understanding For knowledge and understanding of private goods, free goods and public goods. Up to 2 marks) For knowledge and understanding of just two types of good.  (Up to 1 mark)
2 marks maximum
For Application Explanation of the market mechanism in relation to the three types of good  Up to 2 marks for an explanation of each type of good)
6 marks maximum

8
Free goods are not sold in a free market economy: • are not scarce and so do not have a market price attached to them • the supply equals the demand at zero price • have no property rights associated with them • require no factors of production for their enjoyment Private goods are sold in a free market economy: • economic goods that are consumed by an individual for their own benefit • there is rivalry in consumption, i.e. when a product is consumed by one person, it cannot be consumed by another • there is excludability in consumption, i.e. when a product is consumed by one person, all others are excluded from it Public goods are not sold in a free market economy: • are non-rival • are non-excludable • are non-rejectable Examples of free goods: air, sunshine Examples of private goods: most products in an economy, such as food and clothing; can include examples of merit goods/demerit goods Examples of public goods: street lighting, defence and police

","AS-Level, [8] marks"
484,484,Explain what is meant by deflation and use aggregate demand and aggregate supply diagrams to explain how it might arise in an economy. [8],"a
Explain what is meant by deflation and use aggregate demand and aggregate supply diagrams to explain how it might arise in an economy. For knowledge and understanding of the meaning of deflation. Deflation is a sustained fall (1 mark) in the general price level (1 mark) One mark maximum for stating it is the opposite ofinflation/negative inflation ( up to 2 marks max for KU) And application that uses an appropriate and accurate diagram to show how deflation might be caused by a fall in aggregate demand. For an explanation why AD may fall (1 mark) a diagram that shows the resulting change in general price level (1 mark) and explains how this causes deflation (1 mark) (up to 3 marks) And application that uses an appropriate and accurate diagram to show how deflation might be caused by a rise in aggregate supply. For an explanation as to why AS may increase (1 mark) a diagram that shows the resulting change in general price level (1 mark) and explains how this causes deflation  (1 mark) (up to 3 marks)
8
Do not reward ‘micro’ diagrams showing S/D, P/Q Reasons why AD may fall include: fall in either C, I, G, X or rise in M. Reasons why AS may rise include: increased investment, falling costs

","AS-Level, [8] marks"
486,486,"Explain how the concept of cross-elasticity of demand can be used to distinguish between goods that are substitutes, those that are complements and those that have no relationship. [8].","a
Explain how the concept of cross-elasticity of demand can be used to distinguish between goods that are substitutes, those that are complements and those that have no relationship. For knowledge and understanding of the concept of cross elasticity of demand. What it measures (1 mark) and the formula (1 mark) And application explaining that a positive value indicates a substitute (1 mark) and explains why (1 mark)And explains that a negative value indicates a complement (1 mark) and why (1 mark)And explains that a value of zero indicates unrelated goods (1 mark) and why (1 mark)
8
For knowledge and understanding, the candidate must display an awareness of the idea of ‘responsiveness’ as well as an accurate formula

","AS-Level, [8] marks"
488,488,"In 2018 the UK government, concerned about the rise in obesity, particularly amongst young people, imposed a tax on producers of sugar-sweetened drinks.

State what is meant by a demerit good, and with the help of a diagram(s) explain how a tax on producers can improve the allocation of resources in the market for sugar-sweetened drinks. [8]","a
In 2018 the UK government, concerned about the rise in obesity, particularly amongst young people, imposed a tax on producers of sugar-sweetened drinks. State what is meant by a demerit good, and with the help of a diagram(s) explain how a tax on producers can improve the allocation of resources in the market for sugar-sweetened drinks.For knowledge and understanding of a demerit good which explains that the term refers to a good that has the cost of consumption underestimated/worse for the consumer than they realise/because of information failure (1 mark) and is overconsumed (1 mark) Application that uses a correctly labelled diagram to explain the impact of an indirect tax on price and quantity. Diagram showing a left shift in the S curve (1 mark) the fall in quantity consumed (1 mark) and the increase in price (1 mark) (up to 3 marks)An explanation that the tax is increasing the cost of production for producers (1 mark), which increases the price and reduces the consumption (1 mark) which removes the market failure/problem of information failure/improves the allocation of resources (1 mark) (up to 3 marks)
8
The answer provided must show knowledge and understanding that a demerit good is one that is worse for the consumer than they realise because of information failure. The diagram(s) should show that demerit goods are under-priced and over consumed and also how a tax can improve allocation.

","AS-Level, [8] marks"
490,490,"With the aid of a diagram(s), explain one demand factor and one supply factor that would cause the value of a currency in a floating exchange rate system to depreciate. [8].","a

With the aid of a diagram(s), explain one demand factor and one supply factor that would cause the value of a currency in a floating exchange rate system to depreciate. For Knowledge and Understanding For correct diagram: Axes correctly labelled: P/Q of currency. (1 mark) (The vertical axis needs to make it clear that it is an exchange rate) Market equilibrium shown. (1 mark)
2 marks maximum
For Application Explanation of one reason for a fall in demand (Up to 3 marks) (1 mark for identification of a relevant factor; up to 2 marks for a detailed explanation) Explanation of one reason for an increase in supply (Up to 3 marks) (1 mark for identification of a relevant factor; up to 2 marks for a detailed explanation)
6 marks maximum

8

A fall in demand for a currency could be caused by a:

the goods and services of a country are demanded less
a country’s interest rate is decreased An increase in the supply of a currency could be caused by:
an increase in interest rates in other countries
imported products are demanded more

Note: the question specifically refers to the depreciation of an exchange rate


","AS-Level, [8] marks"
492,492,"With the aid of diagrams, explain how consumer surplus is affected by a decrease in the price of a luxury product with many substitutes, and of an essential product with few substitutes. [8]","a

With the aid of diagrams, explain how consumer surplus is affected by a decrease in the price of a luxury product with many substitutes, and of an essential product with few substitutes. For Knowledge and Understanding For correct diagram: Axes correctly labelled: P/Q (1 mark) Existence of consumer surplus (1 mark)
2 marks maximum
For Application How consumer surplus is affected by a decrease in the price of a luxury product with many substitutes: elastic PED. (Up to 3 marks) How consumer surplus is affected by a decrease in the price of an essential product with few substitutes: inelastic PED’ (Up to 3 marks)
6 marks maximum

8
A decrease in the price of a product will increase the consumer surplus as more consumers are willing to pay the lower price. The extent of this will depend on the price elasticity of demand for a product. In the case of a luxury product with many substitutes, PED will be elastic. In the case of an essential product with few substitutes, PED will be inelastic.

","AS-Level, [8] marks"
494,494,"Explain whether private goods, free goods and public goods will all be sold in a free market economy. [8]","a

Explain whether private goods, free goods and public goods will all be sold in a free market economy. For Knowledge and Understanding For knowledge and understanding of private goods, free goods and public goods. Up to 2 marks) For knowledge and understanding of just two types of good.  (Up to 1 mark)
2 marks maximum
For Application Explanation of the market mechanism in relation to the three types of good  Up to 2 marks for an explanation of each type of good)
6 marks maximum

8
Free goods are not sold in a free market economy: • are not scarce and so do not have a market price attached to them • the supply equals the demand at zero price • have no property rights associated with them • require no factors of production for their enjoyment Private goods are sold in a free market economy: • economic goods that are consumed by an individual for their own benefit • there is rivalry in consumption, i.e. when a product is consumed by one person, it cannot be consumed by another • there is excludability in consumption, i.e. when a product is consumed by one person, all others are excluded from it Public goods are not sold in a free market economy: • are non-rival • are non-excludable • are non-rejectable Examples of free goods: air, sunshine Examples of private goods: most products in an economy, such as food and clothing; can include examples of merit goods/demerit goods Examples of public goods: street lighting, defence and police

","AS-Level, [8] marks"
498,498,Explain what is meant by deflation and use aggregate demand and aggregate supply diagrams to explain how it might arise in an economy. [8],"a
Explain what is meant by deflation and use aggregate demand and aggregate supply diagrams to explain how it might arise in an economy. For knowledge and understanding of the meaning of deflation. Deflation is a sustained fall (1 mark) in the general price level (1 mark) One mark maximum for stating it is the opposite ofinflation/negative inflation ( up to 2 marks max for KU) And application that uses an appropriate and accurate diagram to show how deflation might be caused by a fall in aggregate demand. For an explanation why AD may fall (1 mark) a diagram that shows the resulting change in general price level (1 mark) and explains how this causes deflation (1 mark) (up to 3 marks) And application that uses an appropriate and accurate diagram to show how deflation might be caused by a rise in aggregate supply. For an explanation as to why AS may increase (1 mark) a diagram that shows the resulting change in general price level (1 mark) and explains how this causes deflation  (1 mark) (up to 3 marks)
8
Do not reward ‘micro’ diagrams showing S/D, P/Q Reasons why AD may fall include: fall in either C, I, G, X or rise in M. Reasons why AS may rise include: increased investment, falling costs

","AS-Level, [8] marks"
500,500,"Explain how the concept of cross-elasticity of demand can be used to distinguish between goods that are substitutes, those that are complements and those that have no relationship. [8].","a
Explain how the concept of cross-elasticity of demand can be used to distinguish between goods that are substitutes, those that are complements and those that have no relationship. For knowledge and understanding of the concept of cross elasticity of demand. What it measures (1 mark) and the formula (1 mark) And application explaining that a positive value indicates a substitute (1 mark) and explains why (1 mark)And explains that a negative value indicates a complement (1 mark) and why (1 mark)And explains that a value of zero indicates unrelated goods (1 mark) and why (1 mark)
8
For knowledge and understanding, the candidate must display an awareness of the idea of ‘responsiveness’ as well as an accurate formula

","AS-Level, [8] marks"
502,502,"In 2018 the UK government, concerned about the rise in obesity, particularly amongst young people, imposed a tax on producers of sugar-sweetened drinks.

State what is meant by a demerit good, and with the help of a diagram(s) explain how a tax on producers can improve the allocation of resources in the market for sugar-sweetened drinks. [8]","a
In 2018 the UK government, concerned about the rise in obesity, particularly amongst young people, imposed a tax on producers of sugar-sweetened drinks. State what is meant by a demerit good, and with the help of a diagram(s) explain how a tax on producers can improve the allocation of resources in the market for sugar-sweetened drinks.For knowledge and understanding of a demerit good which explains that the term refers to a good that has the cost of consumption underestimated/worse for the consumer than they realise/because of information failure (1 mark) and is overconsumed (1 mark) Application that uses a correctly labelled diagram to explain the impact of an indirect tax on price and quantity. Diagram showing a left shift in the S curve (1 mark) the fall in quantity consumed (1 mark) and the increase in price (1 mark) (up to 3 marks)An explanation that the tax is increasing the cost of production for producers (1 mark), which increases the price and reduces the consumption (1 mark) which removes the market failure/problem of information failure/improves the allocation of resources (1 mark) (up to 3 marks)
8
The answer provided must show knowledge and understanding that a demerit good is one that is worse for the consumer than they realise because of information failure. The diagram(s) should show that demerit goods are under-priced and over consumed and also how a tax can improve allocation.

","AS-Level, [8] marks"
504,504,"With the aid of a diagram(s), explain one demand factor and one supply factor that would cause the value of a currency in a floating exchange rate system to depreciate. [8].","a

With the aid of a diagram(s), explain one demand factor and one supply factor that would cause the value of a currency in a floating exchange rate system to depreciate. For Knowledge and Understanding For correct diagram: Axes correctly labelled: P/Q of currency. (1 mark) (The vertical axis needs to make it clear that it is an exchange rate) Market equilibrium shown. (1 mark)
2 marks maximum
For Application Explanation of one reason for a fall in demand (Up to 3 marks) (1 mark for identification of a relevant factor; up to 2 marks for a detailed explanation) Explanation of one reason for an increase in supply (Up to 3 marks) (1 mark for identification of a relevant factor; up to 2 marks for a detailed explanation)
6 marks maximum

8

A fall in demand for a currency could be caused by a:

the goods and services of a country are demanded less
a country’s interest rate is decreased An increase in the supply of a currency could be caused by:
an increase in interest rates in other countries
imported products are demanded more

Note: the question specifically refers to the depreciation of an exchange rate


","AS-Level, [8] marks"
506,506,"With the aid of diagrams, explain how consumer surplus is affected by a decrease in the price of a luxury product with many substitutes, and of an essential product with few substitutes. [8]","a

With the aid of diagrams, explain how consumer surplus is affected by a decrease in the price of a luxury product with many substitutes, and of an essential product with few substitutes. For Knowledge and Understanding For correct diagram: Axes correctly labelled: P/Q (1 mark) Existence of consumer surplus (1 mark)
2 marks maximum
For Application How consumer surplus is affected by a decrease in the price of a luxury product with many substitutes: elastic PED. (Up to 3 marks) How consumer surplus is affected by a decrease in the price of an essential product with few substitutes: inelastic PED’ (Up to 3 marks)
6 marks maximum

8
A decrease in the price of a product will increase the consumer surplus as more consumers are willing to pay the lower price. The extent of this will depend on the price elasticity of demand for a product. In the case of a luxury product with many substitutes, PED will be elastic. In the case of an essential product with few substitutes, PED will be inelastic.

","AS-Level, [8] marks"
508,508,"Explain whether private goods, free goods and public goods will all be sold in a free market economy. [8]","a

Explain whether private goods, free goods and public goods will all be sold in a free market economy. For Knowledge and Understanding For knowledge and understanding of private goods, free goods and public goods. Up to 2 marks) For knowledge and understanding of just two types of good.  (Up to 1 mark)
2 marks maximum
For Application Explanation of the market mechanism in relation to the three types of good  Up to 2 marks for an explanation of each type of good)
6 marks maximum

8
Free goods are not sold in a free market economy: • are not scarce and so do not have a market price attached to them • the supply equals the demand at zero price • have no property rights associated with them • require no factors of production for their enjoyment Private goods are sold in a free market economy: • economic goods that are consumed by an individual for their own benefit • there is rivalry in consumption, i.e. when a product is consumed by one person, it cannot be consumed by another • there is excludability in consumption, i.e. when a product is consumed by one person, all others are excluded from it Public goods are not sold in a free market economy: • are non-rival • are non-excludable • are non-rejectable Examples of free goods: air, sunshine Examples of private goods: most products in an economy, such as food and clothing; can include examples of merit goods/demerit goods Examples of public goods: street lighting, defence and police

","AS-Level, [8] marks"
