,Question,Mark Scheme
61,"'Lack of efficiency in the use of resources is not due to the market's inability to function. It is due to government intervention in a system that is best left to its own workings.' (Source: RSA Journal, Issue 4, 2013)
Consider this opinion. [25]","


Question
Answer
Marks


7
Explanation of meaning of efficient allocation and explanation of the analysis which ensures an efficient optimum may be reached. Distinction between productive and allocative efficiency. Discussion of reasons for market failure and necessity/desirability of government intervention to achieve efficiency. This could be by persuasion (nudge theory) rather than by enforcement. Nudge theory, originally an ethical idea not a government manipulative tool, involves designing choices to encourage decision making in wider positive interests of society. But it can be used in government context. Government intervention itself sometimes creates inefficiency. Level 4 (18–25 marks): for a thorough explanation and a reasoned discussion dealing with both aspects of efficiency and possible reasons for government intervention. A conclusion should be drawn. Level 3 (14–17 marks): for a competent explanation of the terms with accurate but limited discussion. Level 2 (10–13 marks): for a correct but undeveloped explanation with some attempt at analysis but only brief discussion with no conclusion. Level 1 (1–9 marks): for an answer that shows some knowledge but does not indicate that the question has been fully grasped or where the answer is mostly irrelevant.
25


"
62,"Economic theory produces a precise equilibrium outcome, often in an idealised market situation, but in reality things are much less certain.
Discuss whether this opinion can be applied to the determination of wage rates. [25]","


Question
Answer
Marks


4
Candidates should comment on the fact that in the factor market there may be a precise outcome in perfect competition but that wages are not solely determined by supply and demand when there is imperfect competition. They should then discuss how the outcome may be changed in the imperfectly competitive model to accommodate trade unions and the government. Level 4 (18–25 marks): for a critique of the statement and a thorough explanation of the analysis of wage determination with a clear comparison of perfect and imperfect markets, mentioning trade unions and the government. There should be a conclusion and a well-structured answer. Must have MRP to reach L4.Level 3 (14–17 marks): for a weaker critique of the statement but a competent explanation of imperfect market wage determination together with a conclusion.Level 2 (10–13 marks): for a correct but undeveloped analysis with only a brief comparison and no real conclusion.  Level 1 (1–9 marks): for an answer that shows some knowledge but does not indicate that the question has been fully grasped or where the answer is mostly irrelevant.
25


"
63,"'Monetarists insist that control of the money supply is the key to solving the problem of inflation, Keynesians argue that inflation can only be controlled by controlling expenditure.'
To what extent do you agree that both these approaches are only partially correct?   [25]","


Question 
Answer 
Marks


6
'Monetarists insist that control of the money supply is the key to solving the problem of inflation, Keynesians argue that inflation can only be controlled by controlling expenditure.' To what extent do you agree that both these approaches are only partially correct?Keynesian explanations of demand-pull and cosh-push inflation plus the monetarist explanation of inflation based on the quantity theory of money. Both approaches should be analysed. An attempt should be made to evaluate the extent to which each of these approaches might be successful by considering the assumptions and context relating to each alternative.L4 (18–25 marks): for at least one of the two possible Keynesian explanations which should be critically evaluated. The effectiveness of the Monetarist alternative explanation should also be discussed. A reasoned conclusion should be provided which related to both parts of the questionL3 (14–17 marks): for accurate but less-developed analysis of either the Keynesian demand-pull suggested solution to the problem of inflation or the Keynesian cost-push approach with limited analysis of the monetarist alternative and some attempt to show why different approaches might present only partial solutionsL2 (10–13 marks): for a descriptive explanation of both approaches with only passing reference to the evaluative part of the questionL1 (1–9 marks): for an answer that has some basic correct facts but includes irrelevancies and errors of theory.
25


"
64,"‘The existence of externalities implies market failure and therefore that the good should necessarily be provided by the government.’
Discuss this assertion.    [25]  ","


Question
Answer 
Marks


2
'The existence of externalities implies market failure and therefore that the good should necessarily be provided by the government.' Discuss this assertion.The answer should consider the proposition and comment on its validity. Externality is cited as cause of market failure. The explanatory link to efficiency should be given. There should be an argument about whether the lack of efficiency necessarily involves public ownership or whether it could be achieved by regulation or control through taxationL4 (18–25 marks): for a reasoned and clear discussion with accurate development of theory and good links in the argument together with a reasoned conclusion. Max 21 if no conclusionL3 (14–17 marks): for a competent comment together with limited elaboration of the analysis or imprecise links in the argument. There will be some discussion but the evaluation will not be fully developed or extensiveL2 (10–13 marks): for a brief explanation but weak or ill-explained links. The explanation will be undeveloped with some attempt at analysis but only limited evaluationL1 (1–9 marks): for an answer that has some basic correct facts but includes irrelevancies and errors of theory.
25


"
65,"‘Keynesian policies to solve the problem of unemployment will not work because they will conflict with the attainment of other key macroeconomic aims.’
Assess the accuracy of this statement.     [25]","


Question 
Answer 
Marks


7

A detailed explanation of Keynesian demand management theory and how associated policies might be used to solve the problem of unemployment. Evaluative comment should be provided to consider whether such policies are likely to work. Candidates should ensure that they discuss the extent towhich these polices will conflict with the attainment of other key macroeconomic goals. For example, deficit spending might cause inflation, it might lead to higher interest rates and lower growth, it might increase balance of payments deficits.
L4 (18–25): for a response which combines detailed analysis with clear examples of evaluative comment. Good responses will identify at least two potential conflicts and use economic theory to assess the accuracy of the statement under consideration.
L3 (14–17): for a clearly set out analysis of the links between budget deficits, the multiplier and the final effects on income, output and employment with some attempt to examine why this might make the achievement of alternative economic goals more difficult.
L2 (10–13): for an answer that demonstrates some limited understanding of how Keynesian policies might be used to solve the problem of unemployment. Answers are likely to be descriptive rather than analytical.
L1 (1–9): for an answer that shows some knowledge but does not indicate that the question has been fully grasped. The answer will have some correct facts but include irrelevancies. 

18


"
66,"‘Governments should use whatever methods they can to regulate monopolies because they are inefficient.’
Consider whether monopolies are always inefficient and what methods might be used by governments to regulate them.     [25]","


Question
Answer 
Marks


2

Explanation of the analysis of efficiency and an analysis of why monopoly might not achieve efficiency. Consideration of whether all monopolies necessarily cause inefficient production and what policy might be used by a government to deal with the inefficiency if it occurs.
L4 (18–25 marks): for a good analysis of productive and allocative efficiency; a comment on the possibility of benefits of monopoly through economies of scale, and a discussion of the likelihood of achieving this allocation through government policies.
L3 (14–17 marks): for a competent explanation of efficiency probably concentrating on productive efficiency and a more limited discussion of the possibility of achieving efficiency through government policies. Little mention of benefits of monopoly.
L2 (10–13 marks): for a limited account without a full analysis of efficiency and with a general comment on government policies.
L1 (1–9 marks): for an answer that has some basic correct facts but includes irrelevancies and errors of theory. 

25


"
67,"Some developing countries pursue export-led growth and argue that the overall growth of the economy can be generated not only by increasing the amounts of labour and capital but also by expanding exports.
Other developing countries prefer to promote growth by encouraging investment by foreign multinational corporations.
Compare these approaches and assess which is likely to be the more effective.     [25]","


Question 
Answer 
Marks 


7 

A clear explanation of the export-led growth hypothesis should be provided. Alternative ways of achieving growth should be explained and the difference between achieving growth by internal means should be clearly established. The main part of the discussion should relate to specific problems that might face developing economies which attempt to achieve export-led growth. This should be compared with the costs and benefits of stimulating growth internally using policies to promote direct investment carried out by multinational companies.L4 (18–25) for an answer that evaluates the relative success of each type of policy by using a cost/benefit approach in each case. It is important to recognise the specific conditions required for success in each case and the extent to which this is likely to be achieved in an developing economy. Aclear comparison should be in evidence and a conclusion provided based upon the preceding discussion.
L3 (14–17) for an answer that analyses the problems faced by a developing economy when attempting to generate export-led growth. The response will also consider the analysis which underpins the promotion of foreign direct investment by multinational companies
L2 (10–13) for an answer that discusses policies that can be used to promote economic growth but does not explain export-led growth and does not distinguish between export led growth and internal methods of achieving growth. Also there would be no attempt to put into the context of a developing economy.
L1 (1–9) For an answer that has some basic correct facts but includes irrelevancies and errors of theory 

25


"
68,"The UK Government has established a behavioural insight team known as the ‘nudge unit,’ which attempts to change consumer behaviour by persuasion.
Explain how indifference curve theory predicts a consumer will react to changes in income and changes in the price of a product in order to maximise satisfaction. Consider whether the use of ‘nudge’ theory (persuasion) conflicts with this theory of maximising satisfaction.   [25]","


Question 
Answer 
Marks 


2

Theory states that consumers maximise satisfaction by relating utility to price; this is shown by indifference curves and budget lines. Income changes shift budget lines parallel; price change of one good causes a budget line to pivot. Equilibrium is changed – the extent and direction depending on the type of good. Nudge theory seeks to persuade. It could be represented by a change in perceptions or taste shown by the shape of the indifference curve. It does not invalidate the notion of equilibrium andmaximising satisfaction according to the new shape of the curve. 
L4 (18–25) for a clear analysis of ICs and an explanation of income and price changes, a link between nudge theory and with a concluding paragraph.
L3 (14–17) for a clear analysis of either price or income changes or a weaker analysis of both but still with an attempt to consider the link to nudge theory, although not so conclusively. 
L2 (10–13) for a less developed analysis of the IC theory and a poor attempt at discussing the persuasive effect of nudge theory on the shape of the curve. 
L1 (1–9) for an answer that has some basic correct facts but includes irrelevancies and errors of theory 

25


"
69,"A society that says it cares about efficiency needs to abandon the notion of a market system to allocate resources. Markets only serve self-interest, they are never efficient. 
Discuss whether this opinion is supported by economic analysis.     [25]","


Question
Answer
Marks


7

Explanation of meaning of efficient allocation and explanation of the analysiswhich ensures an efficient optimum may be reached. Distinction between productive and allocative efficiency. Discussion of reasons for market failureand necessity/desirability of government intervention to achieve efficiency. This could be by persuasion (nudge theory) rather than by enforcement. Nudge theory, originally an ethical idea not a government manipulative tool, involves designing choices to encourage decision making in wider positive interests of society. But it can be used in government context. Conclusion about efficacy of relying on market system.
L4   For a thorough explanation and a reasoned discussion dealing with bothaspects of efficiency and possible reasons for government intervention. Aconclusion should be drawn.                                                                              18–25
L3   For a competent explanation of the terms with accurate but limited discussion. Maximum 15 without a conclusion.                                                                    14–17
L2   For a correct but undeveloped explanation with some attempt at analysis but only brief discussion with no conclusion.                                                           10–13
L1   For an answer that shows some knowledge but does not indicate that the question has been fully grasped or where the answer is mostly irrelevant.          1–9

25


"
70,"A politician remarked that the absence of trades unions would necessarily lead to an improvement in all labour markets. 
To what extent does economic analysis support this remark?    [25] ","


Question
Answer 
Marks


4

Analysis of wage determination and employment levels. Consideration of perfect and imperfect markets. Discussion of meaning of ‘improvement’. In what? (Employment levels, wages, productivity, efficiency of firm, safety issues?) For whom? (worker, employer, general public – no strikes)
L4   For a thorough critique of the statement and an explanation of the analysis of wage determination with a clear comparison of perfect and imperfect markets. There should be a conclusion and a well-structured answer.       18–25 (14–17 D&S) 
L3   For a weaker critique of the statement but a competent explanation of imperfect market wage determination. Max 15 no conclusion.   14–17 (10–13 D&S) 
L2   For a correct but undeveloped analysis with only a brief comment and recognition of the range of relevant issues to consider. No real conclusion.                                                                                                                           10–13 (6–9 D&S)
L1   For an answer that shows some knowledge but does not indicate that thequestion has been fully grasped or where the answer is mostly irrelevant.                                                                                                               1–9 (1–5 D&S) 

25


"
