,Question,Answer
1070,"The diagram shows the demand for and supply of a normal good. E1 is the initial equilibrium position.   Which changes could result in a new equilibrium E2?

A. a decrease in both the demand for and the supply of the good
B. an increase in both the demand for and the supply of the good
C. an increase in consumer incomes, and a decrease in the supply of the good
D. an increase in the price of a complement to the good, and an increase in the supply of the good ",C
1071,"What would be the price elasticity of demand for smartphones if their price fell from US$100 to US$90 and the quantity demanded rose from 200 to 250?

A. 0.2
B. 0.4
C. 2.5
D. 5.0",C
1072,"The diagram shows a shift in the supply curve for a product from S1 to S2.  What could cause this shift in the supply curve? 

A. an increase in the cost of producing the product
B. an increase in the income of consumers of the product
C. an increase in the demand for a product that is jointly supplied
D. an increase in the price of the product ",C
1073,"The diagram shows the average world price of coffee in US cents per pound weight (lb) between 1997 and 2005.   Which event is consistent with the price behaviour shown in the specified time period? 

A. a continuous rise in the price of tea between 1997 and 2001
B. the entry to the market of new producers of coffee between 1997 and 2001
C. a series of good coffee harvests between 2001 and 2005
D. increasing health worries about drinking coffee between 2001 and 2005",B
1074,"The diagrams show the effect of a change in the market for good X on the market for good Y.  What can be concluded from the diagrams? 

A. X and Y are complements.
B. X and Y are in joint supply.
C. X and Y are substitutes.
D. Y is a derived demand from X.",C
1075,"Which statement is a positive statement? 

A. Low inflation is preferable to low unemployment as a government aim.
B. Low inflation will provide a more stable macro economy.
C. The government must intervene in all markets to improve resource allocation.
D. The government should cut income tax so living standards can improve.",B
1076,"In 2017 the Bank of England introduced a new version of the £1 coin as there were concerns that large quantities of illegal £1 coins had been put into circulation.  Which characteristic of money did the illegal £1 coins threaten? 

A. acceptability
B. divisibility
C. durability
D. portability ",A
1077,"Consumers in country X buy some goods and services from private sector firms. Other goods and services are provided by the state. What is this type of economy?

A. free market economy
B. joint economy
C. mixed economy
D. planned economy ",C
1078,"In the diagram JK is the initial production possibility curve for an economy producing computers and cars.  What could cause the curve to shift to JL?

A. a fall in output per worker in the car industry
B. a fall in the level of competition in the car industry
C. a rise in the potential workforce of the economy
D. a rise in the price of cars",A
1079,"What would make a policy of raising interest rates less likely to be effective in reducing inflation?

A. Aggregate supply is increasing faster than aggregate demand.
B. Consumers expect prices to rise even faster in the future.
C. Consumers' spending is largely paid for on credit.
D. Interest rates are still higher abroad.",B
1080,"In 2012, the Indian Government stated that it aimed to reduce its budget deficit to 5.1% of GDP. Which policy is most likely to help this aim in the short run?

A. a decrease in import tariffs
B. a decrease in the rate of interest
C. an increase in the sale of state-owned assets
D. an increase in government pension payments ",C
1081,"The diagram shows the effect of the United States (US) imposing a tariff on the import of steel in 2018.  Which statement about the impact of the tariff is correct?

A. Consumer surplus falls from P1TO to PUO.
B. Domestic output increases from OQ1 to OQ3.
C. Imports fall from Q1Q4 to Q2Q3.
D. The tax revenue raised on imports is P1YWP.",C
1082,"Which condition is necessary for a country's balance of payments on its current account to improve if it reduced its exchange rate?

A. Both the price elasticities of supply for its imports and its exports must be elastic.
B. The importing country will buy all the excess supplies of its trading partner to clear the market.
C. The sum of the price elasticities of domestic demand for imports and the foreign demand for exports must be greater than one.
D. The trading partners need to agree on the maximum prices to be charged for imports and exports. ",C
1083,"The table shows the number of biscuits and cakes that can be produced by four workers in an hour. Who has the greatest comparative advantage in producing biscuits?

A. Laura
B. Mo
C. Nathan
D. Omar ",A
1084,"The average price of a country's exports increased by 5% and the average price of its imports increased by 10%.  What can definitely be concluded from this information? 

A. Its balance of trade will improve.
B. Its balance of trade will worsen.
C. Its terms of trade have improved.
D. Its terms of trade have worsened. ",D
1085,"Which argument for protection would be most relevant if the government of country X decided to exercise voluntary export restraint in its trade with country Y?

A. Voluntary export restraint would achieve an immediate correction for X's balance of trade deficit.
B. Voluntary export restraint would cause the level of GDP to increase in country X.
C. Voluntary export restraint would help to negotiate improved trading conditions between X and Y.
D. Voluntary export restraint would help to reduce the level of unemployment in country X.",C
1086,"Why is it that a country's balance of payments must always balance?

A. Exchange rate changes will correct any deficit or surplus.
B. One country's deficit is balanced by another country's surplus.
C. The current account is balanced by the capital and financial accounts.
D. The government must act to correct any disequilibrium. ",C
1087,"Which statement about inflation is correct?

A. Inflation will lead to a rise in exports.
B. Inflation will lead to a rise in real incomes.
C. Inflation will lead to a rise in the cost of living.
D. Inflation will lead to a rise in the purchasing power of money.",C
1088,"Compared with Pakistan, Germany has a higher output of pharmaceuticals per unit of resources used.  What could explain this?

A. the existence of floating exchange rates
B. the law of absolute advantage
C. the Marshall–Lerner condition
D. the terms of trade ",B
1089,"The diagram shows a firm's supply of and demand for apples.    If a minimum price is increased from P1 to P2 what will happen to the amount of apples sold? 

A. It will decrease from Q1 to Q2.
B. It will decrease from Q4Q1 to Q2Q3.
C. It will increase from Q3 to Q4.
D. It will increase from Q3Q2 to Q4Q1. ",A
1090,"Why might a government nationalise a private firm?

A. to gain greater efficiency due to more competition
B. to increase merit good provision
C. to increase choice for the consumer
D. to raise more tax revenue ",B
1091,"What is a distinguishing feature of a progressive income tax?

A. High earners pay a higher proportion of their income in tax than low earners.
B. High earners pay a lower proportion of their income in tax than low earners.
C. High earners pay the same proportion of their income in tax as low earners.
D. Low earners pay more tax than high earners. ",A
1092,"The diagram shows three supply curves.   What can be concluded about the price elasticity of supply of the curves? 

A. As price rises, the price elasticity of supply of S2 will increase.
B. At any price, the price elasticity of supply of S1 will be less than that of S3.
C. At any price, the price elasticity of supply of S2 will be higher than that of S3.
D. The price elasticity of supply of each curve is constant. ",D
1093,"The diagram shows the demand and supply curves for bread in a developed economy. Bread is a substitute for pasta and rice.   What would cause the demand curve for bread to shift from D1 to D2 in a developed economy?

A. a rise in the price of pasta and rice
B. a decrease in the real income of consumers
C. a recession and rising unemployment
D. a subsidy given to producers of pasta and rice ",A
1094,"What is an example of the rationing function of the price mechanism?

A. When the price of a product is falling, firms will allocate less resources to its production.
B. When the price of a product is falling, the government can set an effective minimum price.
C. When the price of a product is rising, firms will expand production of the product to make profits.
D. When the price of a product is rising, some consumers will no longer be able to buy it. ",D
1095,"The market for mobile phones is initially in equilibrium at X. The government then imposes a sales tax. What is the government's total tax revenue from this tax?  

A. JKX
B. TKLS
C. TKMR
D. UJXS",C
1096,"Which supply curve shows that the price elasticity of supply of the good is always equal to 1? 

A. a straight line that intersects the horizontal axis
B. a straight line that intersects the vertical axis
C. a straight line that passes through the origin
D. a straight line that is vertical to the horizontal axis ",C
1097,"Which statement about the factors of production is correct?

A. The factor capital includes shares and deposit accounts at banks.
B. The factor labour includes human-made resources.
C. The factor land includes forests and undiscovered copper.
D. The factor enterprise takes risks and is rewarded with interest.",C
1098,"What is classified as a public good by economists?

A. flood defences
B. government-funded hospitals
C. government-run national parks
D. the internet ",A
1099,"What is a function of money?

A. divisibility
B. durability
C. portability
D. medium of exchange",D
1100,"Line XX is the production possibility curve (PPC) of a worker picking peas and beans in a 10 hour working day.   What could cause the worker's PPC to shift to the line YY?

A. a decrease in working hours to 8 per day and a machine that increases the worker's pea picking productivity
B. a machine that increases the worker's pea picking productivity only
C. a new work schedule where the worker spends 6 hours per day picking peas and only 4 hours picking beans
D. a reduction in working hours to 8 per day only",A
1101,"The government wishes to increase aggregate demand. Which actions would be most likely to succeed? 

A. a reduction in income tax and an increase in interest rates
B. a reduction in income tax and an increase in production subsidies
C. an increase in corporate tax and an increase in government spending
D. an increase in value added tax (sales tax) and a reduction in government spending ",B
1102,"The balance of payments on the current account for Guatemala in 2011 was –US$1.6 bn and in 2016 was +US$1.0 bn. What is most likely to have been a contributory factor to this change in the balance of payments on the current account over this five-year period? 

A. an appreciation of Guatemala's currency
B. a growth of household incomes in Guatemala
C. a lowering of tariffs on goods imported into Guatemala
D. productivity improvements in Guatemala's export sector",D
1103,"Which changes are most likely to reduce the accuracy of the consumer prices index (CPI) as a measurement of inflation?

A. A larger sample is used in the household spending survey.
B. Technology makes it easier for retailers to submit accurate monthly price data.
C. Households change their spending habits.
D. The weightings attached to the basket of goods are reviewed more often. ",C
1104,"What is the most likely cause of cost-push inflation in an economy? 

A. an increase in the exchange rate
B. an increase in the money supply
C. an increase in the prices of imports
D. an increase in the rate of income tax ",C
1105,"An economy experiences a deficit on the current account of its balance of payments.  What could the economy do to finance this deficit?

A. adopt a fixed exchange rate
B. attract more foreign direct investment
C. decrease income tax rates
D. lower the rate of interest ",B
1106,"Country X and country Y both produce rice and tables. Half of their resources are used to produce rice and the other half to produce tables. The resulting output of each product is given in the table shown.  What can be concluded from the table? 

A. Country X has a comparative advantage in the production of both goods.
B. Country X has a comparative advantage in the production of rice.
C. Country Y has a comparative advantage in the production of both goods.
D. Country Y has a comparative advantage in the production of rice. ",D
1107,"What best describes a country's terms of trade?

A. the difference between the volume of its exports and its imports
B. the average price of its exports divided by the average price of its imports
C. the total value of its exports divided by the total value of its imports
D. the volume of its exports divided by the volume of its imports ",B
1108,"What is disinflation? 

A. a fall in output
B. a fall in the price level
C. a fall in the rate of increase of the price level
D. a fall in the value of national income",C
1109,"An effective minimum price is applied to alcohol in an attempt to reduce consumption.  Why would a government not buy up any surplus created?

A. Buying the surplus would be costly to the government.
B. Buying the surplus would decrease the incomes of producers.
C. Buying the surplus would lead to a shortage.
D. Buying the surplus would lead to unemployment. ",A
1110,"What would be the main effect of imposing an effective maximum price on foodstuffs?

A. Inflation would rise.
B. The price of foodstuffs would rise.
C. There would be a decrease in the import of foodstuffs.
D. There would be a shortage of foodstuffs. ",D
1111,"A government decides to remove fees for higher education provided by the public sector and the private sector.  What is the consequence of this policy?

A. Higher education is less likely to be provided by the private sector.
B. Resources in higher education will be allocated through the price mechanism.
C. The demand for higher education will be perfectly elastic when the price is zero.
D. The opportunity cost of higher education to students will be zero. ",A
1112,"What did Adam Smith mean by 'economy' when describing his canons of taxation?

A. The cost of collecting the tax should be low.
B. The tax should be easy to pay.
C. The tax should have a neutral effect on the use of resources.
D. The tax should have a positive effect on aggregate supply. ",A
1113,"What is an example of privatisation?

A. the sale on the market of a French state-owned power-generation company
B. the sale of a privately-owned water company to a German firm
C. the takeover of a French car manufacturer by the French government
D. the purchase of a Swedish pharmaceutical producer by a larger American pharmaceutical producer ",A
1114,"The diagram shows how a 10% increase in consumer incomes shifts the demand for good X from D to D1.   Which statement about good X is correct?

A. It is a normal good with income elastic demand.
B. It is a normal good with income inelastic demand.
C. It is an inferior good with income elastic demand.
D. It is an inferior good with income inelastic demand. ",C
1115,"The diagram shows the demand curve and supply curve for a good on which the government imposes a specific tax.  What will be the result of this tax?

A. Most of the incidence of the tax will fall on the producer.
B. There will be a new demand curve parallel to DD.
C. The price will rise by the full amount of the tax.
D. The quantity bought will fall proportionately to the tax rate.",A
1116,"The demand for a good increases. Under which circumstances will the quantity supplied of the good rise the most?

A. It is an agricultural good that has an annual growing cycle and requires a cool climate.
B. It is an agricultural good that is perishable and very expensive to store.
C. It is a manufactured good that uses unskilled labour and there is unemployment in the economy.
D. It is a manufactured good that uses capital-intensive production and it is currently at full capacity. ",C
1117,"The diagram shows the demand and supply curves for a good in a free market.   What can definitely be deduced from the diagram?

A. All the costs and benefits of consumption are reflected in OP1.
B. At OP1 consumer expenditure is greater than the firm's revenue.
C. At OP1 the price elasticity of supply is equal to one.
D. The market will not clear at a price of OP1. ",C
1118,"The diagram shows four supply curves.   Which statement about the price elasticities of the curves is correct? 

A. Curve 1 has constant infinite elasticity.
B. Curve 2 has elasticity greater than curve 4 over its whole length.
C. Curve 3 has increasing elasticity as price rises.
D. Curve 4 has decreasing elasticity as price rises. ",D
1119,"The table shows the maximum price a consumer would be willing to pay for successive cans of fruit juice. The price of a can of fruit juice is $4 and, having bought three cans, the consumer decides to buy a fourth.  How does buying the fourth can affect his consumer surplus? 

A. It leaves it unchanged.
B. It lowers it by $2.
C. It raises it by $4.
D. It raises it by $34. ",A
1120,"What can be measured by cross-elasticity of demand? 

A. a change in real income as a result of a change in the price of consumer goods
B. a change in the demand for a good in response to a change in the price of a complement
C. a change in the price of a good in response to a change in the demand for a substitute
D. a change in the price of a good when the demand for it changes ",B
1121,"When the supply of a good decreases, equilibrium price stays the same.  What is the price elasticity of demand of the good?

A. –1
B. zero
C. +1
D. infinite ",D
1122,"The supply curve for fresh fish shifts from S1 to S2 as shown.   What is a possible reason for this change in the supply of fresh fish?

A. Demand for fresh fish increases due to promotion of the health benefits.
B. Favourable weather increases the quantity of fish being caught.
C. Price of fresh fish falls due to a new substitute product becoming popular.
D. Regulations limit the number of fish being caught to prevent over-fishing. ",D
1123,"The diagram shows the production possibility curves of two economies, Northland (Y1–X1) and Southland (Y2–X2).    Both economies specialise based on the theory of comparative advantage and trade with one another.  What can be concluded from the diagram?

A. Both economies face increasing opportunity costs.
B. Point P represents the final equilibrium outcome.
C. Point R shows the total possible combined production of food and drink.
D. All points on Y1–X2 are only attainable through trade. ",C
1124,"The table provides information on entrepreneurship among males in three countries in 2013.  What can be concluded from the table?

A. In Sweden, it is easier for male entrepreneurs to get training than finance.
B. It is always more difficult for male entrepreneurs to get finance than training.
C. Italy provides less money for male entrepreneurs than Japan or Sweden.
D. Sweden has more male entrepreneurs than Italy or Japan. ",A
1125,"Which statement about the behaviour of firms in a planned economy is correct?

A. Firms are sent signals to produce through the price mechanism.
B. Firms will operate in competitive markets.
C. Firms will attempt to make profits for the benefit of shareholders.
D. Firms are more likely to consider the private and external costs of production.",D
1126,"A European airline opens a new route to Dubai. It purchases additional aeroplanes, rents additional landing slots, hires pilots and buys back some of its shares to raise the value of the firm on the stock market.  What is an example of the factor of production capital? 

A. aeroplanes
B. landing slots
C. pilots
D. shares ",A
1127,"What is most likely to decrease as a result of a fall in interest rates in a country?

A. company profits
B. household saving
C. the level of share prices
D. the outflow of short-term capital",B
1128,"To increase the level of employment in the upturn of the trade cycle, a government pursues an expansionary economic policy. What explains the resulting overheating of the economy?

A. the emergence of supply bottlenecks
B. the Laffer curve principle
C. the operation of automatic stabilisers
D. the underemployment of labour ",A
1129,"Which would be most likely to result in an increase in the number of new small firms?

A. an increase in company tax
B. an increase in interest rates
C. an increase in redundancy rates
D. an increase in unemployment benefits",C
1130,"Which indicator is least likely to be used when measuring the comparative economic development of an economy?

A. adult literacy rate
B. average life expectancy at birth
C. level of real GNP per head
D. size of population ",D
1131,"An increase in which of the following would lead to an immediate increase in national expenditure?

A. interest rates
B. private sector investment
C. the budget surplus
D. the savings ratio ",B
1132,"In a closed economy with no government sector the multiplier shows the impact of a change in

A. consumption on investment.
B. investment on national income.
C. national income on consumption.
D. national income on investment. ",B
1133,"Which represents a leakage from an economy's circular flow of income?

A. a government budget surplus
B. bank loans to private companies
C. foreign direct investment in the economy
D. the sale of assets by the country's households ",A
1134,"The table shows the levels of consumption expenditure and savings for given family incomes. Over the range of disposable income shown, as income rises what happens to the marginal propensity to save?

A. It falls and then rises.
B. It falls continuously.
C. It rises and then falls.
D. It rises continuously. ",D
1135,"The table shows government net lending for four countries in two years.  Which country had the highest increase in government borrowing as a percentage of its GDP between 2005 and 2010? 

A. Finland
B. Italy
C. Korea
D. Switzerland",A
1136,"Which of the following is the most accurate statement about developing economies?

A. A dependence on primary products for export revenues means that developing countries are reliant on the industrialised world for their economic performance.
B. High levels of capital per head mean that they must rely on overseas trade if they are to achieve higher growth rates.
C. High real GDP per head, plus high rates of population growth, reduce their ability to increase their standard of living.
D. Migration of labour from rural to urban areas is of significance only if it results in labour shortages in the rural economy.",A
1137,"What is the most likely reason that a rise in the savings ratio of a country may increase its rate of development in the long run? 

A. It would encourage a shift of resources from the secondary to the primary sector.
B. It would free resources for the production of capital goods.
C. It would increase the level of international trade.
D. It would increase the rate of interest. ",B
1138,"Recently, among European countries the Netherlands had the highest percentage of part-time employees and an average working week for all employees of 32 hours. Greece had a smaller percentage of part-time employees but an average working week for all employees of 41 hours. Which conclusion may be drawn from this information? 

A. Greece has a higher percentage of its workforce in full-time employment than the Netherlands. 
B. On average part-time employees work longer in Greece than in the Netherlands. 
C. The average working week in Greece for full-time employees is longer than in the Netherlands. 
D. There are more part-time employees in the Netherlands than in Greece. ",A
1139,"A firm is faced with a shortage of labour. It decides to introduce its own training scheme for school leavers. What effect is this most likely to have on the firm? 

A. a decrease in the number that it employs
B. a decrease in the productivity of its workforce
C. an increase in the geographical mobility of its labour
D. a shift of the supply curve for its labour to the right ",D
1140,"The diagrams show the demand for and supply of labour.   Which two areas represent transfer earnings?

A. 1 and 3
B. 1 and 4
C. 2 and 3
D. 2 and 4",C
1141,"Which measure to reduce the abuse of monopoly power is an example of regulation?

A. legislation to forbid price fixing by cartels
B. removal of import tariffs
C. subsidising small firms
D. taxation of monopoly profits ",A
1142,"How does monopolistic competition differ from perfect competition?

A. Average revenue can be greater than average cost in the long run.
B. Average revenue can be greater than average cost in the short run.
C. Products are differentiated.
D. There are barriers to entry. ",C
1143,"The diagram shows the demand curve faced by an individual firm in an oligopolistic industry.  What explains the shape of the curve? 

A. lack of productive capacity at output levels greater than Q1
B. the ability of the firm to practise price discrimination
C. the absence of barriers to new firms entering the industry
D. the response of rival firms to changes in its price",D
1144,"A firm operates in a contestable market. How is the firm likely to decide on the price of its product?

A. It will set a price equal to minimum average cost.
B. It will set a price to deter the entry of new firms.
C. It will set a price to maximise its revenue.
D. It will set a price to maximise sales in the short run.",B
1145,"The table shows a firm's total and marginal cost. What is the average fixed cost of producing 6 units?

A. 20
B. 30
C. 120
D. 150",A
1146,"The diagram shows a firm's short-run total cost curve (TC).   What is minimised at output OQ?

A. average fixed cost
B. average total cost
C. average variable cost
D. marginal cost",C
1147,"What is least likely to be the reason why a firm seeks to grow?

A. to improve management control and co-ordination
B. to reduce costs by exploiting economies of scale
C. to satisfy the ambitions of senior management
D. to secure greater pricing power by increasing its market dominance",A
1148,"What is most likely to indicate that a firm is run in the interests of management rather than the owners?

A. the financing of investment largely by the issue of bonds
B. the opportunity for managers to buy shares at a reduced price
C. the payment of high dividends to shareholders
D. the presence of 'X' inefficiency",D
1149,"What is equal at all points along an indifference curve for an individual consumer? 

A. marginal expenditure
B. marginal utility
C. total expenditure
D. total utility ",D
1150,"What would be one indicator of productive inefficiency in an economy?

A. an excess of imports over exports
B. prices in excess of marginal costs
C. rationing of certain goods and services
D. unemployment due to deficient aggregate demand ",D
1151,"How is net external benefit calculated? 

A. external benefit minus external cost
B. external benefit plus private benefit
C. private benefit plus social benefit
D. social benefit minus private cost ",A
1152,"A government currently has a balanced budget. It is considering the possible variations in tax revenue and government expenditure shown.  Which three options are likely to have the potential to move the budget into surplus? 

A. W, X and Y
B. W, X and Z
C. W, Y and Z
D. X, Y and Z",B
1153,"Unemployment in an economy increases.  What is a probable consequence? 

A. a switch from direct to indirect taxation 
B. an increase in demand-pull inflation 
C. an increase in the balance of trade deficit 
D. an increase in the government budget deficit ",D
1154,"The UK gives aid to the Ugandan government to spend on a school. One condition is that they must buy the materials from the UK.  Which type of aid does not take place? 

A. bilateral 
B. multilateral 
C. project 
D. tied ",B
1155,"Which change will allow an increase in an economy’s money supply? 

A. An outflow of currency for trade and capital purposes becomes an inflow. 
B. The central bank instructs commercial banks to keep higher ratios of cash to deposits. 
C. The government budget balance moves from a deficit to a surplus. 
D. The government replaces borrowing from the banks with borrowing from the general public. ",A
1156,"Government spending in an economy increases by $4000 whilst at the same time investment falls by $1500.  marginal propensity to save = 1/10marginal propensity to tax = 1/5marginal propensity to import = 1/10 What will be the increase in national income following these changes? 

A. $2500
B. $6250
C. $10 000
D. $25 000 ",B
1157,"The diagram shows changes in the numbers employed in four different industries in a city between 2015 and 2020.   What can be concluded from the diagram? 

A. Finance was always the largest employer. 
B. Leisure had the fastest growth rate in employment. 
C. Manufacturing was the only industry to show signs of decline. 
D. Total employment in the four industries decreased over the period. ",B
1158,"Some individuals seek to increase their share of existing wealth without creating new wealth. This can be a problem in developing economies.  What is an example of this behaviour? 

A. a government official taking a bribe for special treatment for the person offering the bribe 
B. a land owner renting a field to a farmer 
C. a landlord being paid for the hire of a room 
D. an entrepreneur earning a reward for setting up a firm that pays low wages ",A
1159,"What is the difference between a country’s gross domestic product and its gross national income? 

A. capital consumption 
B. gross fixed capital formation 
C. net property income from abroad 
D. the value of exports less imports",C
1160,"Which objective would not be suitable for a government if it were seeking sustainable economic growth? 

A. achieving the highest growth rate by using all the natural resources 
B. careful management of the use of non-renewable resources 
C. effective protection of the environment, wildlife and landscapes 
D. meeting the needs of both its current and future population",A
1161,"The diagrams show the demand for and supply of labour in four markets.   In which markets would labour's transfer earnings exceed its economic rent? 

A. 1 and 2
B. 1 and 4
C. 2 and 3
D. 3 and 4",B
1162,"Which calculation would give the marginal revenue product (MRP) of labour for a firm selling its product in an imperfectly competitive product market? 

A. average output produced per worker employed × marginal revenue of the product 
B. average output produced per worker employed × price of the product 
C. extra product produced by an additional worker × marginal revenue of the product 
D. extra product produced by an additional worker × price of the product ",C
1163,"A government is committed to reducing the Gini coefficient.  Which policy is most likely to fail to achieve that policy objective? 

A. a decrease in ad valorem sales tax rates 
B. a more regressive income tax system 
C. a more progressive income tax system 
D. an increase in transfer payments to the unemployed ",B
1164,"A government intends to use pollution permits to reduce environmental damage.  Under what circumstances is this policy most likely to fail to achieve the intended reduction? 

A. Firms within the scheme are required to have a sufficient number of permits to cover the amount of pollution generated in production. 
B. Firms improve their technology to reduce the number of permits they require. 
C. Firms that do not use all of their permits can sell some of them to other firms. 
D. The permits do not impose strict enough limits on carbon emissions. ",D
1165,"In various countries, the supply of public utilities such as water and electricity have been licensed by the government to a few private firms.  What should governments do to persuade these profit-seeking private firms not to overcharge consumers? 

A. allow private firms to merge to create a monopoly 
B. appoint a regulatory body to guarantee supplies at all times 
C. deregulate nationalised industries to create a free market 
D. enable customers to switch easily from one private firm to another ",D
1166,"The information gives the characteristics for a market structure.  ●  The two leading brands control 60% of the market. ●  Other large firms and a few smaller firms exist in the market. ●  Prices tend to be stable. ●  There are significant barriers to entry.  Which market structure is this most likely to be? 

A. monopolistic competition 
B. monopoly 
C. oligopoly 
D. perfect competition",C
1167,"The diagram shows the long-run cost and revenue curves for a public sector monopoly.   The government decides to set a price that maximises social welfare.  What will be the consequence of this decision? 

A. The firm will experience diseconomies of scale. 
B. The firm will make a loss. 
C. The firm will maximise profits. 
D. The firm will maximise total revenue. ",B
1168,"What is the most likely reason that barriers to entry might lead to x-inefficiency? 

A. The firm does not account for any external benefits. 
B. The firm has no incentive to cut its costs of production. 
C. The firm’s price is set higher than its average costs. 
D. The firm’s price is set higher than its marginal costs. ",B
1169,"The diagram shows the long-run average cost (LRAC) curve for a firm, and three short-run average cost (SRAC) curves.   Which statement is correct? 

A. When the minimum point of SRAC3 is lower than the minimum point of SRAC2 it reflects the law of variable proportions. 
B. The law of diminishing returns explains why each of the SRAC curves is U-shaped. 
C. The position of SRAC2 shows the minimum efficient scale of production. 
D. The rising section of SRAC1 indicates the existence of diseconomies of scale. ",B
1170,"A satellite communications company is bought by an investment bank.  Which outcome has resulted from this purchase? 

A. a cartel 
B. diversification 
C. lateral integration 
D. vertical integration ",B
1171,"Which statement about a monopoly is correct? 

A. Profit maximisation occurs when average cost equals average revenue. 
B. Sales maximisation occurs when marginal cost equals marginal revenue. 
C. Sales revenue maximisation occurs when marginal revenue is equal to zero. 
D. Satisficing occurs when marginal cost is equal to zero. ",C
1172,"Which statement correctly describes the result of a price increase for an inferior good? 

A. Both the substitution effect and the income effect cause the consumer to buy less of the good. 
B. Both the substitution effect and the income effect cause the consumer to buy more of the good. 
C. The substitution effect causes the consumer to buy less of the good and the income effect causes the consumer to buy more of the good. 
D. The substitution effect causes the consumer to buy more of the good and the income effect causes the consumer to buy less of the good. ",C
1173,"Donald maximises his utility when buying paperback books and audio books. The price of a paperback book = $3 and the price of an audio book = $6.  If the marginal utility of the last paperback book was 12 units of utility (utils), what was the marginal utility of the last audio book purchased? 

A. 2 utils
B. 12 utils
C. 16 utils
D. 24 utils ",D
1174,"What is an argument against government intervention when there is market failure? 

A. Government intervention could increase positive externalities.
B. Government intervention could increase the availability of merit goods. 
C. Government intervention could lead to a less efficient outcome.
D. Government intervention could reduce information failure.  ",C
1175,"A government is increasing the role of market forces in its economy. However, it imposed temporary maximum price controls.  Why might a government, committed to reducing central planning, introduce price controls? 

A. to increase allocative efficiency 
B. to increase the incentive for producers to raise supply 
C. to reduce consumer demand 
D. to reduce expectations of inflation",D
1176,"In country X the marginal rate of income tax imposed on the highest earners was 83% which increased to 98% if income was received from interest or dividends. The highest marginal rate was then reduced to 40%. Despite this reduction, the tax revenue raised from the highest earners increased substantially.  Which theoretical concept illustrates this relationship between tax rates and tax revenue? 

A. the J curve 
B. the Laffer curve 
C. the Marshall-Lerner condition 
D. the Phillips curve ",B
1177,"Which statement would both Keynesian and Monetarist schools of thought accept? 

A. High inflation and high unemployment are undesirable in a properly-functioning economy. 
B. Increased government spending on investment projects will always crowd out private investment. 
C. The best way for an economy to get out of a recession is for the government to increase its expenditure. 
D. The most effective way to reduce inflation is for the government to exercise tight control over the money supply. ",A
1178,"What would be an increase in leakages or withdrawals from the circular flow of income? 

A. increase in government spending on anti-smoking campaigns 
B. increase in spending on imports of luxury cars 
C. increase in spending on transfer payments 
D. increase in wages paid to government employees ",B
1179,"Which policy does a central bank undertake to pursue quantitative easing? 

A. purchase long-term government debt from the public 
B. purchase short-term government debt from the public 
C. sell long-term government debt to the public 
D. sell short-term government debt to the public ",A
1180,"In an economy with no government sector:  C = consumption I = investment X = exports M = imports Y = national income.  If C = 40 + 0.5Y, I = 80, X = 100 and M = 100, what will be the equilibrium level of Y? 

A. 60
B. 240
C. 280
D. 640 ",B
1181,"What describes the multiplier process, as it operates within a closed economy with no government sector? 

A. Changes in National Income determine the level of investment. 
B. The level of consumption depends on the level of National Income. 
C. The levels of consumption and investment together determine the level of National Income. 
D. When investment changes, there will be a greater change in equilibrium National Income. ",D
1182,"Which statement about national income accounting is correct? 

A. Depreciation does not need to be subtracted from GDP figures because it has already been taken into account by firms. 
B. GDP greatly overstates the true value of output because some of the profit it includes is supernormal profit. 
C. GDP is a better measure of living standards than GNP because net property income from abroad is not available for citizens. 
D. GNP per capita ignores many important factors that affect citizens’ living standards. ",D
1183,"The Measure of Economic Welfare (MEW) is often regarded as a better measure of economic welfare than Gross Domestic Product (GDP) per head.  What is additionally included in the calculation for MEW? 

A. the cost of paid work 
B. the cost of producing armaments 
C. the estimated cost of damage to the environment 
D. the negative impact on the shadow economy ",C
1184,"The diagram shows the relative position of two countries X and Y on a Kuznets curve.   What does the diagram indicate? 

A. Country X collects more income tax than country Y. 
B. Country X has a higher national income than country Y. 
C. Country Y has less income inequality than country X. 
D. Country Y is less economically developed than country X. ",C
1185,"A government attempts to stimulate growth by cutting its main interest rate.  What might reduce the effectiveness of this? 

A. if investors' expectations are rising 
B. if more borrowing is taking place 
C. if savings are falling 
D. if the marginal propensity to consume is falling",D
1186,"A firm operates under perfect competition in both product and factor markets with labour as the only variable factor input.  In the diagram, the line JK shows the relationship between the marginal physical product of labour and the hours worked.   When the marginal revenue of the product is $1.60, the firm uses 3000 hours of labour.  What is the hourly wage? 

A. $0.40
B. $2.40
C. $5.60
D. $6.40 ",D
1187,"What is meant by economic rent? 

A. any amount above the minimum earnings required to keep labour in its current job 
B. the marginal physical product of labour multiplied by marginal revenue 
C. the minimum amount required to keep labour in its current job 
D. the regular payment to a property owner in exchange for the use of a building ",A
1188,"The Gini coefficient of a country is 0.40. The poorest income earners in this country pay no income tax.  The government increases the tax rate on the highest income earners, which results in a more even distribution of income.  What could be concluded from this? 

A. The Gini coefficient falls and the income tax system becomes more progressive. 
B. The Gini coefficient falls and the income tax system becomes more regressive. 
C. The Gini coefficient rises and the income tax system becomes more progressive. 
D. The Gini coefficient rises and the income tax system becomes more regressive. ",A
